ID;QN1;QN2;QN3;QN4A;QN4B;QN4C;QN4D;QN4E;QN5;QN6;QN7A;QN7B;QN7C;QN7D;QN8A;QN8B;QN8C;QN8D;QN8E;QN8F;QN8G;QN8H;QN8I;QN8J;QN8K;QN9A;QN9B;QN9C;QN9D;QN10A;QN10B;QN10C;QN10D;QN10E;QN10F;QN11A;QN11B;QN11C;QN11D;QN12;QN13;QN14;QN15;QN16A;QN16B;QN16C;QN16D;QN16E;QN16F;QN16G;QN17A;QN17B;QN17C;QN17D;QN17E;QN17F;QN18A;QN18B;QN18C;QN18D;QN18E;QN19A;QN19B;QN19C;QN19D;QN19E;QN19F;QN19G;QN19H;QN19I;QN19J;QN19K;QN19L;QN19M;QN19N;QN19O;QN19P;QN19Q;QN19R;QN19S;QN19T;QN19U;QN20A;QN20B;QN20C;QN20D;QN20E;QN20F;QN20G;QN20H;QN20I;QN20J;QN20K;QN20L;QN20M;QN20N;QN20O;QN20P;QN21A;QN21B;QN21C;QN21D;QN21E;QN22A;QN22B;QN22C;QN23A;QN23B;QN23C;QN23D;QN23E;QN23F;QN23G;QN23H;QN23I;QN23J;QN23K;QN23L;QN23M;QN23N;QN23O;QN23P;QN23Q;QN23R;QN24A;QN24B;QN24C;QN24D;QN24E;QN24F;QN24G;QN24H;QN24I;QN25A;QN25B;QN25C;QN25D;QN25E;QN25F;QN25G;QN25H;QN25I;QN26A;QN26B;QN26C;QN27A;QN27B;QN27C;QN27D;QN27E;QN27F;QN27G;QN27H;QN27I;QN28A;QN28B;QN28C;QN28D;QN28E;QN28F;QN28G;QN28H;QN28I;QN28J;QN29A;QN29B;QN29C;QN30;QN31;QN32A;QN32B;QN32C;QN32D;QN32E;QN32F;QN33;QN34;QN35;QN36A;QN36B;QN36C;QN36D;QN36E;QN36F;QN37A;QN37B;QN37C;QN37D;QN37E;QN37F;QN37G;QN38A;QN38B;QN38C;QN39A;QN39B;QN39C;QN39D;QN40A;QN40B;QN40C;QN40D;QN41A;QN41B;QN41C;QN41D;METRO;REGION;DIVISION;OWNHOME;MSTATUS;EMPLOY;ADULTS;KIDSLESS6;KIDS611;KIDS1217;PARENT;AGE;AGE2;AGE3;EDUC;INCOME;RACE;REGVOTE;SEX;RELIGION;LENGTH;DEVICE_TYPE;WEIGHT;I_ATTEND;I_EDUC;I_GENDER;I_MARITAL;I_RACE;I_RELIGION
60000749;3;8;2;2;2;1;1;3;2;2;2;2;1;2;1;5;2;5;6;6;1;5;1;2;4;3;4;3;4;3;2;3;2;3;4;3;2;2;4;2;1;1;2;3;3;4;1;4;4;3;4;4;4;4;4;3;3;3;2;3;3;4;4;4;4;3;3;4;4;4;3;4;3;3;4;3;3;4;3;3;4;4;4;3;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;3;4;4;3;2;3;3;4;3;4;3;4;4;4;3;3;3;3;4;4;2;2;3;3;2;2;4;2;4;1;2;2;2;2;2;3;3;3;3;3;3;3;4;2;3;3;2;3;2;3;2;3;3;2;2;3;2;1;3;1;1;1;3;1;3;2;3;2;1;2;2;2;2;2;2;1;1;4;2;2;2;3;1;4;2;4;2;4;4;4;5;3;5;1;2;1;1;2;2;1;1;2;1;2;2;2;1;4;8;1;3;1;2;0;0;2;1;53;;3;8;5;10;1;1;2;20,9;c;0,5281;6;6;1;3;;2
60000750;3;2;4;1;2;1;1;2;6;6;1;2;2;2;1;4;1;6;1;2;1;4;1;1;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;3;3;2;2;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;2;2;3;3;2;2;3;3;3;3;3;3;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;1;1;2;2;2;3;1;2;2;2;2;2;2;2;4;4;4;4;4;4;4;2;2;3;1;1;2;1;2;2;2;2;2;2;2;2;3;2;3;1;3;1;3;1;0;1;1;49;;2;3;5;1;1;1;99;16,4;c;1,7861;2;2;1;3;1;
60000751;4;8;2;1;1;1;1;1;3;2;2;2;1;1;5;5;1;2;5;6;1;5;3;4;5;2;2;4;1;3;3;3;3;3;4;3;4;3;2;2;2;2;2;1;3;2;2;3;4;3;4;3;4;2;4;3;4;3;1;2;2;3;4;3;3;4;2;4;4;1;1;1;2;1;1;2;4;2;1;1;1;1;4;4;4;3;3;2;4;4;2;3;4;3;4;3;4;3;1;1;4;1;2;3;3;2;2;3;1;1;2;3;1;1;2;1;2;3;1;2;2;2;3;1;2;3;4;2;4;2;2;3;1;2;4;4;2;2;3;3;2;2;3;1;-1;4;2;4;3;3;3;3;3;2;3;4;4;1;3;2;4;3;4;4;1;1;1;2;1;3;2;2;2;2;2;1;3;;2;2;3;3;3;3;1;3;2;3;5;4;5;3;2;3;-1;1;-1;-1;-1;1;-1;-1;1;-1;-1;-1;1;3;7;1;3;3;2;0;0;0;;65;;4;6;99;3;1;2;2;43,6;c;0,5087;6;5;2;3;4;2
60000752;4;7;2;1;1;1;1;2;6;4;1;2;1;2;4;1;2;6;2;5;2;6;2;3;3;2;3;4;3;1;1;1;2;1;1;3;4;2;2;1;1;1;3;1;2;4;1;1;4;1;4;3;4;4;4;4;4;4;3;3;4;1;4;4;4;4;3;2;4;2;2;3;1;3;3;1;3;4;3;2;2;2;4;4;3;4;4;1;4;2;2;2;4;1;2;2;4;4;3;3;4;3;4;2;3;2;4;3;4;4;3;4;3;4;4;3;3;4;4;4;4;4;4;3;2;2;2;2;3;2;2;2;3;2;4;3;2;4;4;2;4;4;4;1;4;3;2;3;2;2;3;3;2;3;4;1;2;1;2;4;1;2;4;4;1;1;3;1;1;2;2;2;2;2;2;3;2;;1;2;2;3;1;4;2;4;2;4;4;3;2;3;2;1;1;2;2;1;1;2;2;2;1;2;2;2;2;4;8;1;3;3;4;0;0;0;;61;;3;6;7;1;1;2;22;15,3;p;0,2041;5;5;2;3;1;3
60000753;3;8;2;2;2;1;1;3;3;3;1;2;1;2;3;3;2;6;6;6;2;5;4;1;4;4;3;4;3;3;3;3;4;4;4;3;3;4;3;2;2;2;2;2;3;4;2;2;4;4;5;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;3;3;4;4;3;3;3;4;4;3;3;3;3;3;4;4;3;4;4;3;4;3;4;3;4;4;4;4;4;4;1;4;4;3;4;4;4;4;4;4;4;4;3;3;4;4;3;3;4;4;3;3;2;2;3;2;2;4;3;3;3;3;3;3;3;3;3;3;4;3;4;4;2;4;3;4;3;4;4;4;3;3;3;1;3;4;1;1;3;1;4;4;4;2;1;3;2;2;2;1;2;1;1;3;2;3;4;3;3;3;3;2;2;4;4;3;5;1;2;5;1;1;1;1;1;1;1;1;1;1;1;1;3;2;3;2;1;1;1;1;0;0;1;41;;2;8;8;1;1;2;2;13,1;c;0,1946;6;6;2;1;1;2
60000754;3;7;4;2;3;2;2;3;6;6;1;2;1;2;2;3;4;6;4;3;2;1;2;5;5;3;3;3;3;3;2;3;1;3;2;3;4;2;2;1;1;1;2;2;2;2;2;2;2;3;4;4;4;4;4;4;3;3;2;2;1;4;2;3;4;4;3;4;4;3;3;3;2;4;2;3;4;4;3;3;3;3;4;4;4;4;4;4;4;4;3;4;4;2;4;3;4;4;3;4;3;4;4;4;2;4;3;4;3;4;3;3;4;4;4;3;2;2;4;4;2;2;3;3;4;4;4;4;4;3;3;4;4;3;2;2;2;2;3;1;2;2;2;1;4;4;4;4;4;4;4;3;4;4;3;3;2;1;4;3;2;2;3;3;2;2;3;2;3;2;1;2;1;2;2;1;1;4;2;3;3;2;3;3;3;1;2;4;4;2;2;2;2;1;1;2;2;1;1;2;2;1;1;1;2;2;1;3;5;1;3;1;2;0;1;0;1;60;;3;8;8;1;1;1;15;19,8;c;0,488;5;6;1;3;1;1
60000755;3;2;2;2;2;2;1;3;4;3;1;1;1;1;6;2;6;6;6;6;5;4;1;6;6;3;1;2;1;3;2;3;4;3;4;1;1;1;2;2;2;2;2;2;3;3;2;3;3;2;4;4;4;4;4;4;4;4;2;4;4;4;4;2;3;3;4;4;4;2;2;2;2;2;3;2;4;4;2;2;2;2;4;4;3;3;4;4;4;4;4;4;4;1;4;3;4;4;4;3;4;3;4;2;1;2;4;3;3;3;3;4;4;4;4;3;3;3;4;4;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;2;2;2;2;3;3;3;4;4;4;2;4;4;2;4;2;4;2;2;2;2;4;2;2;1;2;2;2;1;2;;2;2;3;3;3;2;3;4;3;4;4;3;5;2;2;1;1;1;2;1;1;1;1;1;1;2;2;1;5;2;3;1;3;1;3;0;1;0;1;41;;2;6;8;1;1;1;2;13,3;c;0,7231;2;5;1;3;1;2
60000756;3;2;2;1;1;1;1;2;2;4;1;2;1;2;5;6;6;6;6;6;4;6;6;6;6;2;3;3;2;3;3;3;3;3;3;3;4;2;3;2;2;3;2;2;3;3;2;3;2;2;4;3;4;4;5;4;4;4;3;3;3;3;4;2;4;3;3;3;4;3;3;3;3;3;3;3;3;4;3;3;3;3;4;4;3;2;4;4;4;3;4;4;4;2;4;2;4;3;4;4;4;4;4;3;3;2;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;3;3;3;3;3;3;3;1;3;3;2;3;2;3;3;3;3;2;3;3;4;2;3;3;2;2;3;3;2;3;3;3;4;4;4;1;4;4;4;4;4;4;4;4;4;2;4;1;3;2;1;1;2;4;3;;3;2;3;3;3;2;5;5;4;4;5;5;5;5;2;1;1;2;2;1;2;2;2;2;2;2;2;2;5;3;6;1;3;7;2;0;0;0;;59;;3;5;3;1;2;2;15;35,1;c;0,3987;2;4;2;3;1;1
60000757;2;2;2;1;1;1;1;2;5;5;2;2;2;2;2;6;3;4;6;6;1;6;4;6;6;3;2;3;2;2;2;3;2;3;3;1;3;2;2;1;2;2;2;2;3;2;2;3;1;1;5;1;4;3;3;3;3;3;2;3;1;3;2;2;2;3;2;2;3;3;1;1;2;2;2;2;4;3;1;1;1;2;4;4;3;3;3;2;4;3;1;3;2;3;2;3;4;3;1;2;4;1;2;3;2;3;3;4;1;1;1;3;1;1;2;1;2;2;1;4;2;1;3;1;3;4;3;2;4;3;2;3;2;3;2;3;2;2;3;2;4;3;3;1;2;3;2;2;3;3;2;2;3;3;3;4;1;1;4;4;1;2;3;4;4;2;3;2;2;1;1;1;1;1;2;1;1;3;1;1;1;2;1;3;3;5;5;-1;5;5;5;4;2;2;1;2;2;1;1;2;2;1;1;2;2;1;2;3;5;1;6;1;2;0;0;0;;75;;4;4;6;1;1;2;15;35,6;c;0,887;2;3;2;4;1;1
60000758;1;1;4;3;3;3;3;3;4;4;1;2;1;1;3;5;2;3;3;5;3;5;2;1;5;3;3;3;2;2;2;2;2;2;3;2;2;3;1;2;2;2;1;2;2;2;3;2;4;4;4;3;4;4;4;3;3;3;3;3;4;3;2;3;2;3;3;3;2;2;2;3;3;3;3;2;-1;4;3;2;2;3;2;2;2;2;3;2;3;2;1;2;4;1;2;2;4;3;4;4;4;4;4;3;2;3;3;2;4;4;2;3;3;4;3;3;4;4;4;4;3;3;4;4;2;2;4;2;3;1;2;2;3;1;2;2;3;3;3;2;3;2;2;2;2;4;3;3;4;4;3;3;3;4;2;2;3;1;2;1;2;2;2;3;2;3;3;1;2;3;1;2;1;1;2;3;2;;3;2;2;2;2;3;4;4;1;4;2;1;4;2;3;3;1;2;2;1;1;2;2;1;1;2;2;1;2;3;7;2;2;1;3;0;1;0;1;33;;2;4;3;5;2;2;22;42;p;1,8521;1;3;2;2;4;3
60000760;3;5;4;2;2;2;2;2;6;5;1;2;2;2;2;6;2;5;3;4;1;5;2;1;6;2;3;4;1;2;1;1;1;2;2;3;4;2;3;1;1;2;2;2;2;3;2;4;4;4;3;1;4;1;2;3;3;3;1;3;1;2;3;2;4;4;4;3;4;1;1;1;2;1;1;1;4;4;1;1;1;1;4;4;4;4;4;3;4;1;2;4;4;4;3;4;3;4;2;3;4;3;1;2;2;2;3;4;4;4;4;4;3;4;4;1;1;1;1;4;1;2;3;1;3;4;3;2;4;2;2;3;3;2;2;2;2;2;3;2;2;2;2;1;4;3;1;3;2;3;2;3;1;3;4;4;4;1;3;1;1;4;4;3;4;4;3;2;1;3;1;1;1;2;2;3;3;;1;1;1;2;1;4;1;1;1;4;4;3;5;3;1;1;1;1;2;1;1;1;2;1;1;2;2;1;1;1;2;1;3;3;2;0;0;0;;68;;4;4;2;1;1;2;2;58,3;c;0,4587;4;3;2;3;1;2
60000761;4;8;1;1;1;1;1;1;1;1;2;2;8;8;3;5;6;1;6;6;3;5;6;6;6;3;2;4;2;2;2;2;2;2;3;3;4;2;3;2;1;1;2;2;3;2;2;2;3;3;5;3;4;4;5;3;3;4;1;1;1;2;3;2;2;3;2;1;4;1;2;1;2;1;3;2;3;1;1;2;2;2;4;4;4;3;3;1;4;3;2;4;4;4;3;3;4;3;4;3;4;4;4;-1;-1;-1;2;3;4;4;3;2;2;3;3;3;3;3;4;4;2;4;3;4;3;3;2;2;3;2;3;2;2;3;2;2;2;3;2;4;1;3;1;2;1;3;1;2;2;3;2;1;2;1;3;3;3;1;2;3;1;1;3;4;1;1;3;2;2;3;2;2;2;2;2;1;3;;1;1;1;2;1;2;1;3;2;3;1;4;3;4;1;1;2;1;1;2;2;1;1;2;1;2;2;1;5;4;8;1;6;3;1;0;0;0;;72;;4;3;2;1;1;2;5;28,4;c;0,9522;6;2;2;4;1;1
60000762;1;2;4;4;4;4;2;4;5;4;1;2;1;1;5;4;3;3;2;3;4;5;3;6;6;2;3;2;3;3;3;3;2;3;2;1;1;1;1;2;2;2;2;2;2;2;3;2;2;2;4;3;4;4;5;3;4;4;3;2;2;4;3;3;4;3;4;4;4;3;4;3;3;3;3;3;3;3;4;4;4;4;3;3;1;3;3;3;1;4;1;4;4;2;3;4;4;3;4;4;4;4;4;2;4;2;3;3;3;3;3;3;3;4;4;2;3;3;4;3;3;3;4;4;3;3;1;3;4;4;3;4;4;3;3;3;2;3;3;2;3;3;4;1;4;3;1;3;2;4;3;3;3;4;4;4;4;1;4;4;1;1;4;4;3;3;3;2;2;2;1;1;1;1;1;4;2;;2;3;3;3;3;3;3;4;3;4;4;4;4;2;2;1;1;2;2;1;1;2;2;1;2;1;2;2;2;1;2;2;6;2;1;0;0;0;;63;;3;4;1;1;1;2;2;30;c;0,2353;2;3;2;4;1;2
60000763;3;5;2;4;3;4;2;4;5;5;2;1;1;1;1;1;1;6;3;4;1;1;1;1;5;4;4;4;4;2;3;2;3;2;2;3;4;2;3;2;1;3;2;2;3;3;2;2;4;4;5;4;4;4;5;4;4;4;3;4;4;4;3;4;4;3;4;4;4;3;4;4;3;4;3;2;4;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;4;4;4;4;4;4;4;4;1;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;3;4;4;4;1;4;4;1;4;4;1;1;4;3;2;2;3;2;2;3;3;2;2;2;2;1;3;;3;2;4;3;3;3;4;3;3;4;4;4;4;2;2;1;1;2;2;1;1;2;2;2;2;1;2;2;1;3;5;1;5;2;1;0;0;0;;71;;4;7;99;1;1;2;15;20,4;c;0,3774;4;5;2;4;1;1
60000764;1;3;4;4;4;4;4;4;5;5;1;2;1;2;4;4;5;6;4;4;1;3;3;1;3;2;3;3;3;1;1;1;1;1;1;1;4;4;3;1;1;1;2;2;3;3;3;2;2;4;5;3;3;4;4;4;4;3;3;1;1;4;4;2;3;1;3;4;4;3;4;2;1;2;2;2;4;4;3;3;2;2;4;4;2;3;4;4;4;3;2;4;4;3;4;4;4;3;4;4;4;4;4;3;2;4;4;3;4;4;4;1;3;3;4;4;2;3;4;4;4;4;4;4;3;4;3;3;4;4;3;3;4;3;2;2;1;3;2;1;3;4;3;1;4;4;4;4;4;4;4;4;4;4;2;4;4;1;2;2;2;2;3;3;3;3;3;1;1;2;1;2;2;2;2;1;2;;1;1;3;1;2;4;3;1;1;3;3;1;3;2;3;1;1;2;2;1;1;2;2;1;2;1;2;2;2;2;3;2;6;4;2;0;0;1;1;49;;2;7;1;1;1;2;7;17,6;p;0,3255;3;5;2;4;1;4
60000765;3;8;5;1;1;1;1;1;4;6;1;1;1;1;6;2;2;2;6;6;2;2;6;6;2;2;2;4;4;3;3;2;2;3;3;4;4;4;4;1;1;1;3;1;3;2;1;1;3;3;5;4;4;4;5;4;2;4;3;4;4;4;3;4;3;4;3;4;4;3;3;3;3;3;3;3;4;4;3;3;4;3;4;4;1;4;4;4;4;4;4;4;4;3;3;4;4;3;4;4;1;4;4;2;1;4;4;4;4;4;1;1;3;4;1;1;4;4;4;1;3;4;4;3;2;3;3;3;4;2;2;4;4;1;1;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;1;4;4;4;3;3;3;2;1;3;3;1;2;2;1;3;2;;1;1;1;3;1;3;3;5;4;4;5;4;5;3;2;2;1;2;2;2;1;2;2;1;1;1;1;1;1;1;2;2;3;4;2;2;1;0;1;45;;2;3;2;2;1;2;11;19,1;p;2,0647;6;2;2;3;2;4
60000766;4;4;2;1;1;1;1;1;2;1;2;2;2;2;3;5;2;2;6;6;2;2;1;3;1;3;3;3;3;4;3;3;3;3;4;2;4;3;4;1;2;1;3;1;2;2;1;2;1;3;4;4;4;4;4;4;4;2;3;3;3;3;3;3;3;4;4;3;4;3;3;4;3;3;3;3;4;4;3;3;3;3;3;4;3;3;4;4;4;4;4;4;4;1;4;1;4;4;3;3;1;3;3;1;4;2;4;4;4;4;3;4;4;4;4;3;3;3;4;4;3;3;3;3;3;3;3;3;3;2;3;3;2;3;3;3;3;3;3;3;3;3;4;2;1;4;3;2;4;2;2;3;1;1;2;1;1;1;2;2;1;1;2;2;3;2;3;2;3;3;1;1;1;1;2;1;1;2;2;1;1;2;2;3;1;2;1;2;4;2;2;4;1;2;1;1;1;2;1;1;1;1;1;2;2;1;5;3;6;1;3;3;2;0;0;0;;52;;3;6;7;10;1;1;25;13,3;p;0,3981;3;5;1;3;;1
60000767;3;2;2;2;4;2;1;4;6;4;1;1;1;1;6;6;6;6;6;6;6;6;4;4;6;4;2;4;3;3;4;2;3;4;2;1;1;3;4;1;1;1;3;2;3;4;2;4;1;2;4;1;3;4;1;4;4;4;4;4;4;2;4;2;4;4;4;2;4;4;4;4;1;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;1;4;3;2;2;3;1;4;1;1;4;3;2;2;3;1;3;4;4;4;2;2;3;2;2;4;1;2;4;3;3;3;2;3;3;2;3;2;3;2;1;4;4;4;4;4;4;4;4;4;2;4;1;1;4;4;2;1;4;1;2;3;3;2;1;2;1;2;2;1;2;1;1;3;1;1;3;1;1;4;4;1;2;4;4;4;5;1;2;2;1;2;2;1;1;2;2;1;2;1;1;2;1;2;4;2;2;1;2;0;0;0;;21;;1;4;2;1;1;2;7;19,2;p;0,9359;2;3;2;2;1;4
60000768;2;1;5;2;2;2;2;2;3;3;1;2;8;2;6;6;6;5;6;6;6;1;5;6;6;4;4;4;4;4;3;3;4;3;4;4;4;4;3;2;2;3;2;2;3;4;3;2;4;4;5;4;4;4;4;4;4;4;2;2;2;4;4;3;4;4;4;4;4;3;4;4;3;4;3;4;4;2;3;3;4;3;4;4;4;3;4;3;4;4;4;4;4;3;3;4;4;4;4;4;3;3;4;3;2;2;4;4;4;4;4;4;4;4;4;3;4;4;3;4;3;3;4;3;2;3;3;2;3;4;3;4;3;3;4;3;2;3;4;4;4;3;3;3;3;3;2;2;3;3;2;1;4;2;4;4;4;2;4;4;2;2;4;4;2;2;3;2;2;2;2;2;1;2;2;1;2;;3;2;3;2;3;3;3;4;4;4;3;4;3;3;2;2;1;1;1;1;1;1;2;2;1;2;2;1;1;2;3;1;5;1;1;0;0;0;;56;;3;4;4;1;1;1;90;16,6;p;0,2271;1;3;1;4;1;5
60000769;1;4;2;4;3;3;3;3;5;6;2;2;2;2;2;3;6;6;6;6;6;3;6;6;6;2;1;3;1;4;4;2;3;4;2;1;4;2;4;2;2;3;2;2;3;3;2;3;3;3;4;3;3;4;4;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;3;3;4;4;3;2;4;4;4;3;2;3;4;4;4;1;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;1;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;1;4;4;2;3;4;3;3;3;4;4;4;4;3;1;3;2;4;2;3;4;1;1;3;2;1;2;2;2;2;2;2;1;2;;1;1;3;1;1;4;1;5;1;4;5;1;5;1;2;1;1;2;2;1;1;2;2;1;1;1;1;2;1;1;1;2;3;1;2;0;0;0;;27;;1;6;7;1;1;2;24;13,9;c;0,1946;3;5;2;3;1;1
60000770;1;2;4;3;3;3;3;3;1;4;1;2;1;1;4;6;5;6;6;6;5;4;2;6;6;3;3;3;3;2;1;2;4;4;4;4;4;4;4;1;1;1;3;2;4;4;2;3;4;4;5;4;4;4;4;4;4;4;4;3;1;3;4;3;3;3;2;3;4;1;4;4;2;4;2;2;3;4;3;4;4;4;3;2;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;2;2;3;4;4;3;4;4;2;4;4;4;4;3;3;4;4;3;4;4;4;1;1;4;3;2;3;2;3;4;1;1;3;1;1;3;4;1;1;1;2;1;3;2;3;3;4;2;3;3;3;2;3;2;1;2;4;2;2;3;3;2;2;3;2;2;3;1;1;2;2;2;1;2;;4;2;3;3;3;3;3;4;4;4;3;4;3;2;2;1;2;1;2;2;2;2;2;2;2;2;2;2;3;1;2;1;1;1;1;0;0;0;;51;;3;6;9;1;1;1;2;13,7;c;0,2949;2;5;1;1;1;2
60000771;4;5;1;1;1;1;1;1;1;7;2;2;2;2;1;3;2;1;2;2;2;1;3;1;1;1;1;1;1;3;-1;1;1;3;1;1;1;1;1;2;2;3;3;1;1;1;1;1;1;1;1;1;1;4;1;2;1;4;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;2;3;1;1;2;1;2;1;1;1;1;1;4;2;1;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;3;2;2;2;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;2;2;2;2;2;1;2;;3;2;4;1;1;2;2;2;1;3;3;3;3;4;2;3;2;1;2;1;2;2;2;2;1;1;1;1;1;3;7;2;1;2;2;0;0;0;;25;;1;3;1;2;1;1;22;16;p;2,7887;4;2;1;1;2;3
60000772;3;4;3;2;2;2;2;2;3;3;1;2;8;2;3;5;1;6;6;6;2;6;5;4;3;3;3;4;4;3;2;2;2;2;2;3;1;2;2;2;1;2;2;2;2;2;3;2;2;3;4;3;3;3;4;4;3;3;2;2;3;3;4;1;2;3;2;1;2;2;2;2;1;2;1;2;3;2;3;3;2;3;4;4;3;2;3;4;4;3;4;4;3;3;3;4;4;3;4;3;4;4;3;2;2;2;4;4;4;4;2;4;4;4;4;3;4;3;4;4;2;2;3;3;1;2;2;1;2;2;2;2;3;1;3;2;2;1;3;2;2;3;3;1;3;3;1;3;3;2;2;2;3;2;3;3;2;2;3;4;1;2;3;2;4;4;4;2;2;2;2;1;2;2;2;1;2;;1;2;3;2;2;4;1;3;1;3;2;3;5;3;2;1;1;1;2;1;1;2;2;1;1;2;2;1;5;2;4;1;3;1;3;0;0;0;;58;;3;6;3;1;1;2;15;36,6;c;0,5199;3;5;2;3;1;1
60000773;3;6;2;2;3;3;2;3;5;4;1;1;1;1;4;3;6;4;4;6;4;3;2;3;6;3;2;4;4;3;2;3;4;4;4;2;4;3;3;1;1;1;3;2;3;4;1;3;4;2;4;4;4;3;3;4;1;3;2;2;1;4;4;2;3;2;3;3;4;2;4;4;3;3;2;4;4;2;3;3;4;3;2;3;3;4;4;4;3;3;4;4;4;4;4;3;4;4;4;4;3;4;4;1;2;1;4;4;4;4;2;3;4;4;4;4;4;3;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;2;1;1;1;2;1;2;2;3;1;1;3;1;3;2;1;1;1;4;1;1;3;1;1;1;1;2;1;2;1;1;2;1;2;1;1;4;3;3;2;3;4;2;2;4;4;2;2;4;2;1;2;2;2;1;1;2;1;1;2;2;1;2;2;1;5;2;4;1;3;1;3;0;0;0;;48;;2;8;7;10;1;1;7;18,1;c;0,3034;5;6;1;3;;4
60000774;3;7;2;1;1;1;1;1;6;7;1;2;1;8;4;5;2;6;5;2;2;3;3;3;6;2;2;2;2;2;2;2;2;1;2;2;2;1;-1;2;1;1;3;3;3;3;2;2;3;3;4;4;4;4;3;4;4;4;2;2;2;3;4;2;4;4;3;4;3;2;4;4;2;2;4;2;4;4;3;4;3;4;4;4;4;4;4;4;3;4;4;4;4;2;4;3;4;4;2;2;3;2;4;3;1;4;4;4;3;4;2;4;4;4;4;4;3;3;4;4;2;2;3;4;1;1;4;3;2;2;2;3;2;2;2;3;4;4;4;2;2;3;2;1;4;4;4;4;4;4;3;3;4;4;3;2;2;2;3;3;1;2;3;2;2;2;3;2;1;3;2;2;2;2;2;1;1;3;1;3;2;3;2;4;4;2;1;3;3;1;4;2;2;2;1;2;2;1;1;2;2;1;2;1;1;2;3;2;3;1;3;1;3;0;0;0;;61;;3;4;3;1;1;1;25;17,1;c;0,4102;5;3;1;3;1;1
60000775;3;2;4;4;4;4;4;4;6;4;1;2;1;2;4;3;5;5;3;4;4;2;2;2;6;2;2;1;2;3;4;3;3;4;2;2;3;2;2;1;1;1;3;2;1;3;1;1;4;3;4;3;4;3;3;4;4;4;3;1;1;4;2;4;3;4;4;4;4;3;3;3;3;3;4;1;4;4;3;2;2;2;4;3;4;4;4;4;4;4;4;3;4;3;4;3;4;4;4;4;4;4;4;3;1;2;4;4;3;4;3;4;4;4;4;1;2;2;4;4;2;4;4;3;2;3;3;4;3;3;4;3;4;2;4;3;2;3;4;1;4;4;2;1;4;4;3;3;4;4;2;4;3;4;4;4;2;1;4;4;2;1;4;4;2;2;3;1;2;2;1;1;1;2;2;1;2;;1;3;2;3;3;3;3;4;3;4;4;4;4;2;2;1;1;2;2;1;1;1;2;1;1;1;1;1;2;3;5;1;3;1;2;3;0;0;1;44;;2;8;8;1;1;1;99;22,1;c;1,552;2;6;1;3;1;
