ID;QN1;QN2;QN3;QN4A;QN4B;QN4C;QN4D;QN4E;QN5;QN6;QN7A;QN7B;QN7C;QN7D;QN8A;QN8B;QN8C;QN8D;QN8E;QN8F;QN8G;QN8H;QN8I;QN8J;QN8K;QN9A;QN9B;QN9C;QN9D;QN10A;QN10B;QN10C;QN10D;QN10E;QN10F;QN11A;QN11B;QN11C;QN11D;QN12;QN13;QN14;QN15;QN16A;QN16B;QN16C;QN16D;QN16E;QN16F;QN16G;QN17A;QN17B;QN17C;QN17D;QN17E;QN17F;QN18A;QN18B;QN18C;QN18D;QN18E;QN19A;QN19B;QN19C;QN19D;QN19E;QN19F;QN19G;QN19H;QN19I;QN19J;QN19K;QN19L;QN19M;QN19N;QN19O;QN19P;QN19Q;QN19R;QN19S;QN19T;QN19U;QN20A;QN20B;QN20C;QN20D;QN20E;QN20F;QN20G;QN20H;QN20I;QN20J;QN20K;QN20L;QN20M;QN20N;QN20O;QN20P;QN21A;QN21B;QN21C;QN21D;QN21E;QN22A;QN22B;QN22C;QN23A;QN23B;QN23C;QN23D;QN23E;QN23F;QN23G;QN23H;QN23I;QN23J;QN23K;QN23L;QN23M;QN23N;QN23O;QN23P;QN23Q;QN23R;QN24A;QN24B;QN24C;QN24D;QN24E;QN24F;QN24G;QN24H;QN24I;QN25A;QN25B;QN25C;QN25D;QN25E;QN25F;QN25G;QN25H;QN25I;QN26A;QN26B;QN26C;QN27A;QN27B;QN27C;QN27D;QN27E;QN27F;QN27G;QN27H;QN27I;QN28A;QN28B;QN28C;QN28D;QN28E;QN28F;QN28G;QN28H;QN28I;QN28J;QN29A;QN29B;QN29C;QN30;QN31;QN32A;QN32B;QN32C;QN32D;QN32E;QN32F;QN33;QN34;QN35;QN36A;QN36B;QN36C;QN36D;QN36E;QN36F;QN37A;QN37B;QN37C;QN37D;QN37E;QN37F;QN37G;QN38A;QN38B;QN38C;QN39A;QN39B;QN39C;QN39D;QN40A;QN40B;QN40C;QN40D;QN41A;QN41B;QN41C;QN41D;METRO;REGION;DIVISION;OWNHOME;MSTATUS;EMPLOY;ADULTS;KIDSLESS6;KIDS611;KIDS1217;PARENT;AGE;AGE2;AGE3;EDUC;INCOME;RACE;REGVOTE;SEX;RELIGION;LENGTH;DEVICE_TYPE;WEIGHT;I_ATTEND;I_EDUC;I_GENDER;I_MARITAL;I_RACE;I_RELIGION
60000723;3;7;3;4;4;3;2;4;6;6;1;2;1;2;1;4;3;5;3;2;3;3;3;3;6;2;2;3;3;1;1;1;1;1;1;3;4;2;4;2;2;3;2;2;2;2;3;3;3;3;4;4;4;4;3;4;2;3;1;1;1;3;4;3;2;2;2;4;3;3;2;1;1;2;2;1;4;4;2;3;1;3;3;3;3;2;3;4;4;3;3;3;4;3;3;2;4;3;4;4;3;4;4;4;2;4;3;3;3;3;2;3;3;3;3;2;3;3;4;3;2;2;2;2;4;4;4;3;4;4;4;4;4;4;4;4;2;4;3;3;4;4;3;1;4;4;4;4;4;4;4;4;4;4;3;3;4;2;3;4;2;3;4;4;1;1;3;1;2;3;3;2;2;2;2;1;1;2;3;3;4;2;2;3;3;1;1;4;4;1;4;2;2;1;1;2;2;1;1;2;2;1;2;1;1;2;5;2;4;1;3;2;2;0;0;0;;66;;4;8;7;1;1;2;15;17,8;c;0,4783;5;6;2;3;1;1
60000724;4;8;3;1;1;1;1;4;4;2;2;2;1;2;5;6;4;3;5;5;3;5;4;4;5;3;3;3;3;3;3;3;4;3;4;3;4;3;3;1;2;2;3;1;4;2;2;4;4;4;4;3;3;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;4;4;3;4;3;4;3;4;4;3;4;3;3;4;3;4;3;4;3;3;4;3;4;3;4;3;4;3;4;4;4;4;4;4;4;3;1;4;3;3;4;4;3;4;3;4;4;3;3;3;4;4;3;3;3;4;4;4;4;2;4;1;4;4;2;4;3;3;3;3;4;3;4;3;3;3;1;4;3;3;2;4;3;4;4;4;2;2;2;1;2;1;1;2;1;1;2;2;3;2;1;3;1;1;1;2;2;1;2;;1;3;2;2;1;3;2;4;4;4;4;3;5;2;2;3;2;1;1;2;2;1;1;2;1;1;2;2;5;2;4;1;3;1;3;0;0;0;;59;;3;3;7;1;1;2;10;39,8;p;0,583;6;2;2;3;1;1
60000725;2;2;3;1;2;1;1;2;2;2;1;2;1;1;4;6;6;2;5;5;2;4;4;6;6;4;3;4;3;3;2;2;2;1;4;4;4;3;3;1;1;1;3;1;2;4;1;2;3;3;4;4;4;4;5;4;3;4;1;2;3;4;4;2;3;4;3;3;4;1;3;3;3;2;2;3;4;3;2;3;3;3;4;4;4;4;4;4;3;2;4;4;4;3;4;4;4;4;4;4;4;4;3;2;3;2;4;4;4;4;3;4;4;4;3;3;2;2;3;4;2;2;3;3;2;2;3;2;3;2;2;2;3;2;3;3;3;1;4;4;2;4;4;2;2;2;3;1;2;2;2;2;3;2;4;4;3;1;2;4;1;2;4;4;1;1;2;2;1;2;2;1;2;2;2;1;1;3;1;1;1;1;1;4;1;3;2;4;2;3;2;4;1;1;2;1;1;2;2;1;1;2;1;2;2;1;3;3;7;1;3;3;2;0;0;0;;54;;3;4;4;1;1;1;90;27,8;t;0,5272;2;3;1;3;1;5
60000726;4;5;1;1;3;1;1;2;2;4;1;2;1;1;4;5;4;1;3;3;1;2;2;3;6;3;2;3;2;3;3;3;4;3;4;4;4;3;4;1;1;2;3;1;2;4;1;2;4;2;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;3;3;4;1;3;4;3;3;2;3;4;2;3;3;3;2;4;3;3;3;4;3;4;4;4;4;4;3;4;4;4;4;4;4;2;4;4;1;4;2;4;4;4;4;3;4;4;4;4;3;3;3;3;4;3;3;4;3;2;2;3;2;3;2;2;3;3;2;3;3;2;3;4;4;2;3;3;1;1;3;2;3;2;4;2;2;2;1;4;3;4;1;1;3;1;1;3;3;1;1;1;2;3;3;2;1;2;2;2;1;2;;4;4;4;4;4;3;3;4;4;3;3;4;2;3;1;1;2;1;1;2;1;1;1;1;1;2;2;1;3;4;9;1;3;2;2;0;0;0;;65;;4;3;8;1;1;1;22;30,3;c;0,7221;4;2;1;3;1;3
60000727;4;8;1;1;1;2;1;2;2;1;1;2;8;1;1;6;6;1;6;6;4;1;6;6;6;3;3;4;4;4;4;3;4;4;4;4;4;4;4;2;1;3;2;1;3;1;2;2;3;3;4;4;4;2;4;3;4;4;2;4;2;2;4;4;4;4;4;4;3;2;3;3;3;4;3;4;4;1;2;3;4;2;4;4;4;4;4;3;4;4;2;4;4;2;3;4;4;4;3;4;4;4;3;2;2;2;4;4;4;4;3;4;4;4;4;3;3;4;2;4;2;2;4;3;3;3;3;3;3;2;1;2;1;3;3;3;1;3;3;1;3;3;3;1;2;2;1;2;2;3;2;1;3;1;3;2;2;2;4;2;2;3;2;3;1;1;2;2;1;3;3;1;2;2;2;2;2;;2;1;1;2;1;3;2;-1;4;3;2;4;1;3;1;1;1;1;1;2;1;1;1;2;1;2;2;1;3;4;9;1;3;8;2;0;0;0;;72;;4;4;7;1;1;2;2;25,8;c;0,462;6;3;2;3;1;2
60000728;3;2;2;1;2;1;1;2;2;2;2;2;8;1;6;6;4;3;6;6;3;4;2;2;4;2;3;3;3;3;4;4;2;3;3;1;3;2;3;2;1;1;1;1;3;2;3;3;4;4;4;3;2;4;3;4;4;4;3;3;4;2;3;2;2;3;3;3;2;2;1;1;2;2;1;3;3;1;2;1;1;3;3;4;3;4;4;3;4;4;3;4;4;2;2;4;4;4;4;2;4;3;4;2;2;2;3;4;2;4;2;4;3;3;4;1;3;4;2;3;4;3;3;1;3;3;4;2;3;1;2;4;2;3;2;3;2;1;3;4;2;2;4;3;1;2;1;1;3;2;2;2;2;2;4;1;1;1;3;4;2;2;2;4;1;2;1;2;1;3;1;1;2;2;2;1;1;3;2;2;3;1;2;4;1;5;1;5;1;2;4;1;5;2;1;1;1;2;2;1;1;1;1;2;2;1;3;3;5;1;1;2;4;0;0;2;2;22;;1;6;8;1;1;2;2;11,1;c;0,3509;2;5;2;1;1;2
60000729;3;7;3;2;2;3;2;2;5;6;2;2;2;2;5;1;6;6;5;6;4;6;1;6;6;1;2;3;2;3;2;1;3;3;1;1;1;1;3;2;1;3;2;3;2;2;3;2;4;4;4;3;4;2;4;4;3;4;1;2;3;4;4;4;2;3;2;2;2;2;3;4;2;1;2;1;4;4;2;3;4;4;4;4;2;2;3;3;1;4;2;4;3;2;3;2;4;4;4;4;4;4;4;4;2;4;3;2;3;4;2;2;4;4;1;1;3;3;4;4;1;2;3;3;3;4;4;2;4;2;4;4;4;4;4;4;4;4;4;2;4;4;1;1;4;4;4;4;4;4;4;4;4;4;3;3;3;1;3;1;2;2;4;2;2;2;3;1;1;3;3;2;2;2;2;1;2;;1;2;4;4;2;4;3;1;1;4;3;1;4;1;4;2;1;2;2;1;1;2;2;1;2;1;2;2;2;1;2;1;3;1;2;1;1;0;1;36;;2;8;7;6;1;1;2;13,9;p;1,6051;5;6;1;3;3;2
60000730;3;4;3;1;1;2;2;2;4;2;1;2;1;2;3;3;2;3;4;3;2;3;3;5;5;2;2;2;2;2;1;1;2;2;3;1;1;1;2;2;2;2;2;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;2;3;3;3;3;2;1;2;3;3;2;1;4;2;2;1;3;2;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;3;3;3;3;3;4;3;2;3;3;2;3;3;2;3;2;3;2;2;2;4;2;3;3;3;3;2;3;3;2;2;3;2;3;3;3;3;2;3;2;2;3;3;3;1;2;2;2;2;2;2;3;3;2;3;3;2;2;3;3;2;3;2;2;3;3;3;4;4;1;2;2;3;1;1;1;2;2;1;1;1;1;2;2;2;2;3;2;2;2;4;2;2;2;2;2;2;1;1;1;2;1;1;1;1;1;2;2;1;-1;-1;-1;1;3;1;2;0;0;0;;99;2;2;8;7;10;1;2;90;11,3;c;1,2037;3;6;2;3;;5
60000731;3;8;2;2;2;2;1;2;4;6;1;2;1;1;5;5;4;4;5;5;3;1;2;3;6;3;4;3;4;3;1;2;3;3;3;3;4;3;3;2;2;3;2;2;3;3;2;2;3;3;5;4;4;4;4;4;4;4;3;3;3;4;2;2;3;4;3;3;4;3;3;3;3;3;2;2;4;3;3;3;3;3;4;4;3;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;3;3;3;4;3;4;4;3;3;4;4;4;3;3;3;4;4;3;3;3;3;3;3;3;2;3;2;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;2;3;2;2;3;4;4;1;4;4;1;4;3;4;2;2;2;2;3;2;3;2;1;2;2;3;2;;2;2;2;2;2;3;2;3;3;5;4;3;5;3;2;1;2;1;2;2;2;2;2;2;2;2;2;2;5;3;5;1;5;4;1;0;0;0;;80;;4;3;3;1;1;2;2;16,1;t;4,5075;6;2;2;4;1;2
60000732;3;2;2;3;2;3;1;2;2;4;1;2;1;1;5;6;5;5;5;5;5;4;3;4;6;3;3;3;3;3;3;3;4;3;4;1;4;1;3;2;2;2;2;2;3;2;3;2;4;4;4;4;4;1;4;2;3;3;2;2;1;4;4;4;2;2;2;3;3;3;3;3;1;2;2;3;2;2;2;2;2;3;4;4;4;3;4;3;4;4;4;4;4;3;3;2;4;3;3;3;4;3;2;3;3;2;4;4;4;4;3;3;4;4;4;4;3;3;4;3;2;2;2;2;1;3;2;1;3;2;2;3;3;2;2;1;1;1;3;4;2;3;1;1;1;3;4;2;2;3;2;3;2;3;3;3;2;1;3;3;3;1;3;3;4;2;4;1;2;3;2;1;2;2;2;3;3;;4;1;3;3;2;2;1;4;4;2;1;4;5;3;2;3;2;1;1;2;1;1;2;1;1;2;2;1;5;4;9;1;3;4;2;0;0;0;;58;;3;3;99;1;1;2;90;53,2;p;0,8758;2;2;2;3;1;5
60000733;1;2;4;2;2;2;2;2;6;4;1;2;8;2;4;6;6;6;6;6;5;6;4;2;6;3;3;4;3;3;3;3;2;3;3;3;3;3;3;2;2;3;1;2;3;3;3;2;3;3;5;4;4;4;4;4;3;4;3;4;3;4;4;3;4;4;3;4;4;3;4;4;3;3;3;3;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;3;2;3;4;4;4;4;3;4;4;4;4;3;3;3;4;4;4;3;4;4;2;3;2;2;2;2;2;3;3;2;2;3;2;2;3;2;2;2;4;3;4;3;3;3;3;3;3;3;3;4;3;4;4;1;3;4;3;2;3;4;4;4;4;2;2;2;3;2;1;1;2;1;1;3;2;3;3;2;2;3;3;3;2;2;2;2;3;3;5;1;1;2;2;1;1;2;2;1;2;1;1;2;5;2;4;2;6;1;1;0;2;0;1;35;;2;6;2;1;1;2;90;61;c;0,2507;2;5;2;4;1;5
60000734;2;4;2;2;3;3;1;2;4;4;1;2;1;1;5;5;5;2;6;6;5;1;1;1;5;1;1;2;1;1;1;1;1;1;2;1;2;1;4;2;2;2;1;1;2;2;3;1;3;1;2;3;4;1;3;4;2;4;1;3;3;1;1;1;1;1;1;2;2;1;1;1;2;1;2;3;1;2;1;1;1;1;4;4;3;2;4;2;4;2;4;4;4;4;2;3;4;4;4;4;4;4;4;1;4;1;4;2;3;3;2;4;1;2;4;1;3;3;3;2;3;4;3;1;2;2;3;2;3;2;3;2;3;2;3;3;3;2;3;4;3;3;4;2;3;3;1;3;2;2;2;3;3;1;3;4;4;4;3;4;3;2;4;3;1;1;2;2;4;1;1;2;2;2;2;1;3;;2;2;3;2;1;3;1;4;2;4;3;4;2;2;6;2;2;1;1;2;2;1;1;2;1;2;2;1;1;4;9;2;2;1;1;0;0;0;;99;3;3;6;8;1;1;2;99;33,6;c;0,1946;3;5;2;2;1;
60000735;3;7;2;1;2;2;1;2;6;6;1;2;1;1;2;3;3;3;4;4;3;5;4;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;3;3;2;3;3;2;2;3;3;5;3;4;4;5;4;4;4;3;4;4;4;4;3;4;3;3;4;4;3;4;4;4;3;3;4;4;4;3;3;3;4;4;4;4;4;3;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;3;3;2;2;3;3;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;2;4;4;1;2;4;1;1;4;4;2;2;3;1;1;2;3;2;2;2;2;1;3;;2;2;2;3;3;3;4;3;3;4;4;3;5;3;1;1;1;2;2;1;1;2;2;1;1;1;1;2;1;2;3;1;6;3;1;0;0;0;;69;;4;8;6;1;1;2;15;39,5;p;0,3091;5;6;2;4;1;1
60000736;1;1;5;4;4;4;4;4;7;4;1;2;2;2;6;6;6;6;6;6;2;6;6;6;6;4;4;4;4;3;3;3;4;3;3;1;2;2;3;2;2;2;2;2;3;3;2;3;4;2;3;4;3;4;4;4;3;3;3;3;3;4;3;4;4;2;4;4;4;4;3;3;3;4;4;3;4;4;4;2;3;3;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;3;4;4;4;4;4;4;1;4;4;4;4;4;2;3;3;4;4;3;3;3;4;4;1;1;3;2;2;2;4;4;3;4;2;4;4;2;2;2;2;2;2;2;2;2;3;3;4;4;4;4;4;4;4;3;4;4;4;1;4;1;3;4;1;1;4;4;4;4;4;1;2;1;2;1;1;1;2;1;2;;4;4;4;4;2;2;1;4;2;4;4;4;5;3;1;1;2;2;2;2;2;2;2;2;2;2;2;2;3;1;2;1;3;1;3;0;0;1;1;49;;2;8;8;1;;1;;15;c;0,494;1;6;1;3;1;
60000737;3;5;2;1;2;2;1;2;5;6;1;1;1;1;4;5;1;6;2;6;1;6;2;6;6;3;2;4;2;1;1;1;-1;2;2;1;4;2;4;2;2;3;2;2;3;3;3;2;3;1;4;3;4;4;1;4;4;4;3;4;3;2;3;2;2;4;2;2;2;2;-1;2;3;4;2;2;4;4;1;3;1;1;4;4;2;1;4;1;4;4;2;4;4;2;3;3;4;4;3;3;4;2;2;3;1;4;2;3;2;4;2;2;2;3;4;2;1;2;2;4;3;2;2;2;3;3;3;3;3;1;2;3;3;3;3;3;1;1;3;1;3;3;2;1;4;4;4;4;4;4;4;4;4;4;3;4;4;1;4;4;3;4;4;4;3;3;3;2;2;1;3;1;2;1;2;1;2;;1;1;1;1;1;4;2;-1;2;2;2;2;2;4;4;1;1;2;2;1;1;2;2;1;1;1;1;2;3;2;3;1;3;3;2;0;0;0;;74;;4;7;2;1;1;2;2;29,6;c;0,5708;4;5;2;3;1;2
60000738;3;4;3;2;4;2;1;4;6;4;1;1;1;2;4;6;5;6;4;4;3;6;4;2;4;4;2;3;2;2;3;2;3;4;2;3;4;3;4;2;2;2;2;2;4;3;2;4;4;4;4;3;4;4;4;4;4;4;3;4;4;3;4;4;4;4;3;2;4;4;4;4;3;4;3;2;4;4;3;3;3;3;4;4;4;4;3;3;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;3;2;3;4;4;3;4;3;4;3;4;3;3;4;4;4;4;4;4;4;3;3;3;3;2;2;3;2;3;3;3;3;3;3;3;3;2;3;3;4;3;4;4;3;4;3;4;3;3;3;4;2;1;3;1;2;2;2;1;3;2;1;2;3;2;1;3;2;2;2;2;2;1;2;;2;3;3;3;3;3;4;3;2;4;4;4;4;3;3;5;1;2;2;1;1;2;2;1;2;1;1;2;5;4;9;2;3;1;2;0;0;0;;53;;3;6;5;1;1;2;2;17,8;p;0,3831;3;5;2;3;1;2
60000739;4;8;2;1;1;1;1;3;2;1;1;2;2;2;5;6;2;6;6;6;1;4;2;1;3;3;3;4;3;4;4;4;3;4;4;3;4;3;4;2;2;3;2;2;4;2;2;2;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;3;3;3;3;4;4;3;4;4;3;3;3;3;4;4;4;3;4;4;3;4;4;4;4;3;4;4;4;4;3;3;4;4;4;3;2;4;4;4;4;4;3;4;4;4;4;3;3;3;4;4;3;3;3;4;3;3;3;2;3;2;2;3;1;3;3;3;3;3;3;3;3;3;4;3;4;3;3;2;3;2;2;3;3;2;3;4;4;1;2;1;1;1;3;4;4;4;4;2;2;3;3;2;1;2;2;1;2;;1;2;2;2;2;3;3;3;3;4;5;5;5;4;4;1;1;1;1;2;1;1;1;1;1;2;2;1;1;2;4;1;3;2;2;0;0;0;;59;;3;6;1;1;1;2;15;25,6;c;0,5897;6;5;2;3;1;1
60000740;3;8;1;1;1;1;1;1;3;6;1;2;1;2;3;4;4;3;3;3;3;5;2;4;5;2;2;4;2;2;2;2;1;3;1;3;3;2;3;2;1;3;1;2;3;1;3;1;4;4;4;4;4;3;3;4;2;4;2;2;2;3;3;3;3;1;2;3;3;1;1;2;1;1;2;1;4;4;1;2;1;3;2;3;3;3;3;4;3;3;4;4;4;1;3;3;4;3;1;1;4;1;4;4;2;4;3;3;4;4;2;2;3;4;3;3;3;3;2;4;1;1;3;3;4;4;4;4;4;4;1;4;2;4;4;4;4;4;4;2;4;4;4;2;4;4;2;4;4;4;4;4;4;4;4;4;4;1;1;4;1;2;4;4;3;3;3;1;2;3;3;2;1;2;2;1;2;;1;1;1;1;2;4;2;2;2;3;2;2;5;2;1;1;1;2;2;1;1;2;2;1;1;1;2;1;5;3;5;1;6;3;3;2;0;0;2;67;;4;7;7;1;;2;;17,9;c;0,6518;6;5;2;4;1;
60000741;3;5;5;1;1;1;1;1;2;2;8;2;8;2;6;6;6;6;6;6;6;6;6;3;2;2;2;1;1;3;3;3;3;3;4;3;4;3;4;2;2;2;2;2;3;3;3;3;4;4;5;2;4;3;5;3;3;4;4;4;4;3;4;2;3;3;3;3;3;4;3;3;3;3;3;3;2;3;4;3;3;4;3;4;3;3;4;2;4;4;2;3;4;2;1;3;4;3;1;1;1;1;1;1;3;2;4;4;3;4;2;4;4;4;4;3;3;4;3;2;4;3;3;3;3;3;4;1;3;3;3;3;2;3;2;3;3;3;3;3;2;2;2;2;1;3;1;1;2;3;1;2;1;1;2;3;3;1;2;1;2;3;3;4;4;4;4;2;1;2;1;1;2;1;2;1;2;;1;2;2;2;2;4;2;5;4;4;4;3;5;3;3;1;2;1;1;2;2;1;1;2;1;2;2;1;2;1;2;2;4;4;1;1;1;0;1;40;;2;3;1;1;1;2;22;23,1;c;0,5676;4;2;2;4;1;3
60000742;1;2;4;4;4;4;3;4;7;7;2;2;2;2;3;4;1;6;3;6;1;6;1;1;5;3;4;3;4;2;1;1;1;1;1;3;4;3;4;2;1;3;2;4;4;4;2;2;4;4;5;3;4;4;5;4;4;4;2;3;3;4;4;3;3;3;3;4;4;3;4;4;3;3;3;3;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;3;4;3;3;4;4;4;4;4;4;4;4;3;2;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;4;3;3;3;4;1;4;3;3;3;3;3;3;3;3;4;4;4;2;1;4;4;1;3;4;4;2;2;3;2;1;3;2;2;2;2;2;1;3;;1;2;3;3;1;4;3;2;2;4;4;4;3;3;2;1;1;2;2;1;1;2;2;1;1;1;1;2;5;1;2;2;6;3;1;0;0;0;;69;;4;6;3;1;1;2;96;21,9;c;0,2996;2;5;2;4;1;5
60000743;4;2;3;1;1;1;1;1;7;7;1;2;1;2;5;5;1;6;6;1;1;6;5;3;4;1;2;3;2;1;2;1;1;2;2;2;4;2;1;2;2;2;2;4;4;4;2;4;2;4;5;4;4;4;5;4;4;4;1;4;4;3;3;4;4;3;4;4;4;3;1;2;2;2;2;1;4;4;4;4;1;2;4;4;4;4;4;4;4;4;3;4;4;2;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;3;4;4;2;2;3;3;4;4;4;4;3;4;1;2;2;1;1;2;2;1;4;1;4;3;1;3;4;1;4;3;4;1;4;4;4;4;4;4;4;4;4;4;3;4;4;1;4;4;1;2;4;4;2;2;3;2;3;1;1;2;1;2;1;1;3;;1;1;2;3;3;4;4;2;1;4;4;1;4;6;6;1;1;2;2;1;1;2;2;1;2;1;1;2;1;1;1;2;1;3;1;0;0;0;;73;;4;4;1;1;1;2;2;22,1;c;1,5418;2;3;2;1;1;2
60000744;4;9;5;1;1;1;1;2;4;5;2;2;1;2;1;6;1;6;4;5;1;1;2;4;5;2;2;2;2;1;1;1;2;2;1;1;2;1;2;2;-1;3;3;1;2;1;1;2;2;4;4;2;3;3;5;3;1;2;1;2;2;2;3;2;3;2;2;3;3;1;1;3;2;1;2;2;3;4;1;1;1;1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3;4;1;4;3;2;2;2;3;3;3;4;1;2;2;4;4;2;2;3;2;3;1;1;4;2;3;3;4;2;4;1;2;4;1;3;3;3;3;2;4;2;2;3;2;1;1;3;3;2;3;3;3;3;3;4;1;1;1;1;1;1;1;1;1;1;3;3;3;2;3;2;2;2;2;2;2;4;3;;2;1;2;2;1;3;2;2;3;4;3;3;5;2;2;1;-1;-1;-1;-1;1;2;2;1;1;2;2;2;3;1;2;1;3;4;2;0;0;0;;99;4;4;3;3;1;1;2;2;22,9;p;1,2346;6;2;2;3;1;2
60000745;1;2;5;4;4;4;4;4;2;4;2;1;2;2;6;6;6;6;6;6;6;6;2;1;6;1;1;1;1;2;2;2;2;4;4;1;4;4;2;2;1;1;1;3;3;1;3;3;1;2;1;1;1;4;5;2;4;4;2;1;1;4;4;4;4;4;4;4;4;2;4;4;3;3;3;4;4;1;4;3;4;4;3;2;1;1;3;1;4;4;1;1;3;1;1;4;4;1;4;4;4;4;4;1;4;2;4;4;4;4;3;4;4;4;4;2;3;2;4;4;4;4;4;3;1;1;4;1;1;1;1;2;3;1;1;3;1;1;1;4;1;1;4;1;1;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;3;2;4;1;1;1;2;1;1;1;3;;1;1;3;1;1;3;1;4;4;4;4;1;1;6;5;5;2;1;1;2;2;1;2;2;1;2;2;1;5;2;4;1;1;7;2;0;0;0;;28;;1;4;1;1;1;1;90;18,9;p;0,6394;2;3;1;1;1;5
60000746;3;4;3;4;4;3;1;3;5;6;1;2;1;1;3;5;4;5;5;5;3;1;2;1;5;2;1;3;1;1;2;2;2;3;3;1;1;1;2;2;2;3;1;2;2;1;4;2;4;4;3;4;2;2;3;4;4;4;4;4;4;1;4;4;4;4;2;2;4;2;2;3;3;2;2;3;4;4;3;4;2;4;4;3;1;2;4;2;4;4;4;3;4;4;3;4;4;4;4;4;4;4;4;3;2;4;3;4;2;2;1;3;4;2;1;1;3;2;1;4;2;3;3;4;2;2;3;2;2;2;2;3;4;2;3;4;4;2;4;2;3;3;4;2;2;3;3;3;3;3;3;4;3;2;4;4;2;1;4;2;1;3;4;4;2;1;3;2;2;2;3;1;2;1;2;1;1;1;2;2;2;3;3;3;1;3;1;4;4;1;3;2;4;6;1;2;2;1;1;2;2;1;1;2;2;1;4;4;9;1;3;1;2;0;3;0;1;35;;2;4;7;99;1;1;2;16,5;p;0,3208;3;3;1;3;;2
60000747;2;1;1;1;1;1;1;1;6;6;1;2;1;2;4;6;5;6;6;6;5;6;1;1;6;1;1;1;1;2;3;2;3;3;2;1;1;1;1;2;1;1;2;3;2;2;2;1;3;1;5;1;4;1;4;1;1;1;1;1;1;2;4;1;1;1;1;1;4;1;1;1;2;4;2;1;1;4;2;1;3;2;4;4;1;1;4;2;4;4;4;4;4;4;4;4;4;4;1;2;4;1;3;4;1;4;3;1;4;4;2;4;3;4;1;1;1;1;1;3;2;1;4;1;1;2;2;1;1;1;1;3;3;1;3;1;1;1;3;1;3;3;4;1;4;4;4;4;4;4;4;4;4;4;1;1;4;1;1;1;1;1;1;1;1;1;3;2;1;2;1;2;-1;1;2;1;2;;1;1;1;1;4;4;1;4;3;4;4;4;5;1;4;1;1;2;2;1;1;2;2;1;1;1;2;1;1;3;7;1;1;1;1;0;0;0;;55;;3;6;4;1;;2;;21,1;c;0,4292;1;5;2;1;1;
60000748;2;2;2;2;3;2;2;3;6;6;1;2;1;1;5;6;6;6;6;6;4;6;4;3;6;4;3;4;3;2;2;2;2;2;2;3;3;4;4;2;2;2;1;1;3;2;3;3;4;4;3;3;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;3;4;4;3;4;3;3;4;4;4;4;4;3;4;4;4;4;4;2;2;4;3;4;4;4;4;4;4;4;1;4;3;4;4;4;3;4;4;4;4;3;3;3;4;4;3;3;4;4;2;3;3;2;3;2;2;3;3;2;3;3;2;3;3;2;2;3;4;2;3;4;3;4;4;4;3;3;4;3;3;3;1;1;3;3;2;2;3;3;3;3;3;2;1;2;1;2;2;2;2;1;1;3;1;1;1;2;1;4;3;3;1;4;4;2;2;3;5;6;1;2;2;1;1;2;2;1;1;2;1;2;1;1;2;2;2;1;2;0;0;0;;36;;2;8;2;10;1;2;22;40,1;c;0,2419;2;6;2;2;;3
