CASEID;WEIGHT;TM_START;TM_FINISH;DURATION;Q1;Q1_TEXT;Q2;Q3;Q4;Q5;Q6;Q7;Q8_1;Q8_2;Q8_3;Q9_1;Q9_2;Q9_3;Q9_4;Q9_5;Q9_6;Q10_1;Q10_2;Q11_1;Q11_3;Q11_4;Q11_6;Q12_1;Q12_2;Q12_3;Q12_4;Q12_5;Q12_6;Q12_7;Q13_1;Q13_2;Q13_3;Q13_4;Q13_5;Q13_6;Q13_7;Q13_8;Q13_9;Q13_10;Q14_1;Q14_2;Q14_3;Q14_4;Q15_1;Q15_2;Q15_3;Q15_4;Q15_5;Q15_6;Q16;Q17;Q18_1;Q18_2;Q18_3;Q18_4;Q19_1;Q19_2;Q19_3;Q19_4;Q19_5;Q20_1;Q20_2;Q20_3;Q20_4;Q20_5;Q21_1;Q21_2;Q21_3;Q21_4;Q21_5;Q22_1;Q22_2;Q22_3;Q22_4;Q22_5;Q22_6;Q22_7;Q22_8;Q22_9;Q22_10;Q22_11;Q22_12;Q22_13;Q22_14;Q22_15;Q22_16;Q22_17;Q22_18;Q23_1;Q23_2;Q23_3;Q23_4;Q23_5;Q24_1;Q24_2;Q24_3;Q24_4;Q24_5;Q24_6;Q24_7;Q24_8;Q24_9;Q24_10;Q24_11;Q24_12;Q24_13;Q24_15;Q24_16;Q25_1;Q25_2;Q25_3;Q25_4;Q25_5;Q25_6;Q25_7;Q25_8;Q25_9;Q25_10;Q25_11;Q25_12;Q25_13;Q25_14;Q25_15;Q25_16;Q25_17;Q25_18;Q26_1;Q26_2;Q26_3;Q26_4;Q26_5;Q26_6;Q27_1;Q27_2;Q27_3;Q27_4;Q27_5;Q28_1;Q28_2;Q28_4;Q28_5;Q28_6;Q28_8;Q28_9;Q28_10;Q28_11;Q29_1;Q29_2;Q29_3;Q29_4;Q29_5;Q29_6;Q30_1;Q30_2;Q30_3;Q30_4;Q30_5;Q30_6;Q30_7;Q30_8;Q30_9;Q30_10;Q30_11;Q30_12;Q30_13;Q30_14;Q30_15;Q30_16;Q30_17;Q31_1;Q31_2;Q31_3;Q31_4;Q31_5;Q31_6;Q32_1;Q32_2;Q32_3;Q32_4;Q32_5;Q32_6;Q32_7;Q32_8;Q32_9;Q32_10;Q33_1;Q33_2;Q33_3;Q33_4;Q34_1;Q34_2;Q34_3;Q35_1;Q35_2;Q35_3;Q36_1;Q36_2;Q36_3;Q36_4;Q36_5;Q36_6;Q36_7;Q36_8;Q37_1;Q37_2;Q37_3;Q37_4;Q38_1;Q38_2;Q38_3;Q38_4;Q38_5;Q38_6;Q38_7;Q39;Q40_1;Q40_2;Q40_3;Q40_4;PPAGE;PPAGECAT;PPAGECT4;PPEDUC;PPEDUCAT;PPETHM;PPGENDER;PPHHHEAD;PPHHSIZE;PPHOUSE;PPINCIMP;PPMARIT;PPMSACAT;PPREG4;PPREG9;PPRENT;PPSTATEN;PPT01;PPT25;PPT612;PPT1317;PPT18OV;PPWORK;PPNET;I_ATTEND;I_EDUC;I_GENDER;I_MARITAL;I_RACE;I_RELIGION
23;0,866;5/6/2016 1:02:14;5/6/2016 1:32:57;30;9;Eastern orthdoix;-1;2;3;1;2;4;3;3;1;1;2;2;2;1;2;2;1;2;3;2;1;4;3;1;1;2;2;5;4;4;4;4;4;4;4;4;4;4;3;2;3;3;4;4;4;4;4;4;1;-1;4;4;4;3;1;2;3;1;1;4;4;4;4;2;4;4;3;4;1;3;2;4;3;4;4;4;2;2;3;2;2;4;3;2;1;1;1;1;3;1;1;2;4;4;3;3;4;4;3;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;2;2;4;4;2;2;4;2;2;2;4;1;3;1;4;4;4;4;4;3;3;3;3;3;1;1;1;5;2;3;1;3;2;4;4;1;4;3;4;3;3;4;5;1;5;3;3;5;5;1;1;3;3;1;1;4;1;1;1;4;4;4;1;1;1;1;4;4;1;1;1;6;6;6;6;6;6;3;3;1;3;2;2;1;3;1;1;1;2;1;1;4;1;1;1;4;1;1;1;1;1;69;6;4;12;4;1;1;1;2;1;19;1;1;3;5;1;59;0;0;0;0;2;5;1;2;4;1;1;1;4
24;0,9188;5/6/2016 1:05:49;5/6/2016 1:28:40;22;1;;3;6;2;2;6;7;3;3;1;2;2;2;2;1;2;2;2;1;1;1;1;3;1;5;1;3;3;6;4;4;4;3;4;3;4;4;4;4;3;3;3;3;3;3;2;2;3;1;1;1;3;4;3;3;2;3;2;3;3;4;3;3;4;4;3;3;2;2;2;4;4;2;4;3;2;3;2;2;2;1;1;1;2;3;4;3;3;3;2;2;4;4;3;3;3;3;3;4;3;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;3;3;4;4;4;3;3;4;3;3;3;2;3;3;2;3;3;2;1;2;2;2;3;2;3;2;2;2;3;2;3;2;2;2;2;4;3;5;3;3;3;3;5;5;2;5;1;4;5;4;1;1;2;2;3;3;3;3;2;2;2;4;1;1;3;3;3;3;2;4;2;4;4;4;4;5;4;4;4;4;3;4;3;3;3;4;1;2;1;2;-1;-1;-1;-1;-1;-1;-1;-1;;;;;55;5;3;13;4;1;2;1;2;1;16;1;0;2;3;1;35;0;0;0;0;2;1;1;4;4;2;1;1;1
25;0,7015;5/6/2016 1:13:44;5/6/2016 1:33:33;19;1;;2;7;3;2;5;5;2;3;1;1;2;2;2;1;2;1;2;1;1;1;1;3;6;6;2;2;1;6;4;4;4;3;4;3;4;3;3;4;4;4;4;3;3;3;2;2;1;2;1;1;3;3;2;2;3;3;3;2;4;4;4;3;2;2;1;1;2;1;1;4;4;3;4;3;4;4;2;3;2;2;2;2;2;4;4;3;2;2;2;3;3;4;4;4;3;3;4;4;3;3;4;4;3;2;4;4;3;3;3;3;4;1;3;4;4;3;2;2;2;3;3;1;2;3;3;3;2;2;3;4;3;4;4;2;2;2;4;4;4;4;4;2;4;4;4;2;2;1;2;2;2;5;1;5;2;3;4;1;4;5;2;5;1;3;5;2;1;2;2;1;2;2;3;2;3;3;3;4;2;4;4;4;4;4;3;4;1;4;4;4;4;3;3;3;4;3;3;3;1;3;4;4;2;2;2;2;1;1;4;3;2;2;3;1;1;1;1;1;45;4;3;12;4;1;1;1;4;1;16;1;1;2;3;1;34;0;0;0;2;2;1;1;5;4;1;1;1;1
26;1,0383;5/6/2016 1:18:47;5/6/2016 1:59:55;41;3;;3;1;5;1;3;2;3;3;1;2;2;2;2;2;2;3;2;1;4;2;2;5;5;3;3;6;4;2;3;4;4;4;4;4;4;4;4;3;4;3;4;3;3;1;3;2;3;3;2;2;4;4;3;2;3;3;2;3;2;4;3;3;3;3;4;3;3;3;3;3;4;2;4;4;4;4;3;3;3;3;3;3;4;4;4;2;2;3;3;2;2;3;4;4;3;3;4;4;3;4;4;4;3;2;3;3;3;3;4;4;4;3;4;3;4;4;3;3;3;3;4;2;2;4;2;2;2;3;1;3;2;3;4;3;2;2;4;4;3;2;4;5;5;5;5;2;2;2;2;2;3;5;2;5;4;4;3;2;2;4;1;2;1;4;4;3;1;2;2;1;2;3;2;2;3;2;3;3;4;3;3;3;4;3;2;3;3;4;4;5;6;3;4;5;3;3;2;3;2;2;3;2;2;2;1;2;2;2;4;4;4;1;3;1;1;1;1;1;36;3;2;13;4;1;2;1;4;1;17;1;1;2;3;1;31;0;1;1;0;2;1;1;1;4;2;1;1;3
27;0,7703;5/6/2016 1:26:04;5/6/2016 1:42:11;16;3;;4;7;2;1;3;3;2;3;2;1;1;2;2;1;1;2;3;2;1;1;1;3;6;6;6;6;6;3;3;4;4;4;4;3;4;4;4;4;3;3;3;3;4;4;4;3;4;4;2;2;3;3;3;4;2;3;3;3;2;4;2;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;2;3;4;4;4;3;4;3;4;4;4;3;4;4;3;3;3;4;4;4;4;3;4;3;4;3;4;4;3;4;4;4;3;3;4;4;3;4;4;3;2;4;1;3;1;3;3;3;4;4;4;4;4;5;5;4;4;2;2;2;2;2;2;5;2;5;2;5;5;5;5;5;3;1;1;4;5;3;1;1;3;2;3;3;3;3;4;2;4;4;4;4;4;4;4;4;3;3;3;1;6;4;6;3;4;5;4;4;4;4;4;4;4;4;2;2;2;2;3;3;3;3;3;3;3;1;1;1;1;1;25;2;1;12;4;1;2;0;3;1;13;1;0;1;2;2;23;1;0;0;0;2;7;1;5;4;2;1;1;3
28;0,6497;5/6/2016 1:36:24;5/6/2016 1:49:41;13;10;;1;1;4;5;6;7;2;2;1;1;1;1;2;1;2;3;3;2;1;1;1;1;6;5;2;6;2;2;4;4;3;3;4;3;4;4;4;4;4;3;4;3;3;3;3;3;3;2;2;2;2;2;3;3;3;2;2;3;1;4;3;4;3;3;4;4;3;2;1;1;4;4;4;4;3;4;2;3;4;2;4;1;2;4;4;3;3;4;1;2;4;4;4;4;3;3;4;4;4;4;4;4;4;3;4;4;4;3;4;4;4;3;2;3;4;3;4;2;2;4;4;3;3;4;3;4;4;2;4;4;3;4;4;4;3;3;4;4;4;3;4;4;3;4;4;2;2;3;2;3;1;5;3;5;5;5;5;5;5;5;4;5;3;5;5;5;1;2;2;3;4;4;3;3;4;2;4;4;2;4;4;4;4;4;3;4;1;4;3;3;3;6;4;5;4;3;4;4;4;4;4;4;2;2;1;2;2;3;4;3;3;4;2;2;;;;;46;4;3;13;4;1;1;1;1;3;18;5;1;4;9;1;93;0;0;0;0;1;1;1;1;4;1;5;1;5
29;2,0565;5/6/2016 1:37:25;5/6/2016 1:48:19;10;10;;1;1;5;6;4;4;3;3;2;1;2;1;2;1;1;1;1;1;1;1;1;6;6;6;6;6;6;6;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;2;2;2;2;2;2;2;2;2;3;2;2;3;3;3;3;4;4;4;4;4;3;3;3;3;3;4;4;4;4;3;3;3;3;3;4;3;3;3;3;2;2;3;2;4;4;2;2;3;2;4;2;2;4;3;2;4;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;2;4;2;2;2;2;4;4;2;4;2;2;4;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;1;1;1;1;1;1;3;3;3;3;3;3;3;3;2;2;2;2;3;2;3;3;3;2;2;1;1;1;1;1;29;2;1;9;2;4;2;0;6;1;12;6;1;1;2;1;21;0;0;0;0;6;6;0;1;2;2;6;4;5
30;1,3208;5/6/2016 1:55:33;5/6/2016 2:39:12;43;10;;1;1;5;1;1;4;4;4;1;2;2;2;2;2;2;2;2;1;7;1;1;6;6;6;6;6;6;6;3;3;3;4;4;3;4;4;3;4;1;1;1;1;4;4;4;4;4;4;2;2;3;3;3;2;1;4;3;3;3;4;1;2;1;1;1;2;1;4;4;1;1;1;1;1;1;1;1;1;1;2;1;2;1;4;2;1;1;1;4;4;2;1;1;1;2;1;4;4;4;3;4;4;4;3;4;4;3;1;1;1;1;1;4;1;4;3;1;1;1;1;1;1;1;1;1;1;1;2;2;4;1;4;4;4;4;4;4;4;4;2;5;1;5;4;5;4;4;2;4;2;2;5;1;1;2;4;4;2;3;1;4;1;1;2;4;1;1;2;2;2;4;2;4;4;4;2;4;4;4;1;2;-1;3;4;3;-1;1;4;5;6;6;6;3;6;2;3;2;1;1;1;1;1;2;2;2;2;1;1;4;4;4;4;4;1;1;1;1;1;18;1;1;9;2;1;2;0;2;1;14;5;1;1;2;1;21;0;0;0;0;2;1;1;1;2;2;5;1;5
31;0,9221;5/6/2016 2:11:16;5/6/2016 3:22:45;71;3;;2;2;3;2;4;6;3;3;2;1;2;1;2;3;1;4;3;3;6;5;3;3;1;3;1;6;5;5;2;3;3;1;2;2;3;3;3;3;2;2;3;2;2;3;2;2;2;2;1;1;2;4;3;3;2;3;3;2;2;4;3;4;3;3;4;4;1;1;1;3;2;3;3;4;4;4;1;3;2;2;2;3;2;4;2;3;2;3;2;3;2;3;4;1;2;3;4;4;3;3;3;4;3;3;1;4;3;3;3;3;4;3;4;3;4;4;2;2;2;2;3;2;4;4;1;2;1;3;2;3;1;3;3;3;2;2;2;5;3;2;5;1;2;5;5;2;2;2;2;1;2;4;1;4;2;2;2;1;4;4;1;2;1;2;4;2;1;1;3;3;3;3;3;3;2;2;2;2;2;2;2;3;3;3;4;2;2;2;4;4;4;4;4;4;2;2;2;2;2;2;3;2;2;2;2;1;2;2;3;3;2;3;3;2;;;;;63;5;4;9;2;1;2;0;2;1;10;3;1;3;5;1;59;0;0;0;0;2;6;0;2;2;2;3;1;3
32;0,3539;5/6/2016 2:11:25;5/6/2016 2:28:40;17;2;;3;4;2;3;3;4;4;3;2;1;2;2;2;2;2;3;4;1;2;2;1;4;2;6;2;6;1;1;4;4;4;3;3;3;4;4;4;4;4;3;4;3;2;2;2;2;2;2;1;2;2;2;2;2;1;1;2;2;1;3;4;3;2;2;3;4;3;2;2;2;4;4;4;4;2;4;2;2;2;2;2;3;3;3;2;2;2;3;3;2;2;2;4;3;2;2;3;4;3;4;3;3;3;4;4;3;3;2;3;3;3;3;2;4;4;2;2;3;2;3;4;3;3;3;2;3;3;4;2;3;4;4;3;3;3;3;5;5;3;3;5;2;5;5;5;2;2;4;3;2;4;4;1;4;3;3;3;2;1;3;1;1;1;1;3;2;1;1;2;2;2;2;3;3;2;2;2;2;2;2;2;2;2;2;2;2;1;1;3;3;3;4;4;4;3;2;3;3;3;2;2;2;2;2;2;2;2;2;2;4;2;4;4;2;;;;;30;2;2;11;3;5;1;0;2;1;11;5;1;4;9;1;93;0;0;0;0;2;1;1;3;3;1;5;5;2
33;1,2713;5/6/2016 2:11:59;5/6/2016 2:33:13;21;10;;1;1;4;4;4;4;1;1;1;2;2;2;2;1;2;2;2;1;5;1;1;4;2;3;1;4;1;5;3;3;1;4;4;3;4;4;4;3;4;4;4;4;3;3;3;3;3;1;1;2;4;4;4;4;1;3;4;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;3;1;3;4;4;3;4;4;4;4;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;3;4;2;2;3;4;1;4;4;4;4;1;1;5;4;4;4;4;4;4;4;3;4;2;3;3;2;5;2;5;3;4;4;3;4;4;2;1;1;2;4;3;1;1;2;2;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;2;1;1;4;3;2;2;2;3;2;3;2;2;1;2;1;1;4;4;1;1;1;2;;;;;21;1;1;10;3;1;1;0;4;1;16;5;1;2;4;1;41;0;0;0;0;4;1;1;1;3;1;5;1;5
34;1,1958;5/6/2016 2:24:54;5/6/2016 2:45:19;20;10;;1;1;2;4;4;6;3;3;2;1;1;2;2;1;2;1;2;1;1;1;1;1;6;6;6;6;1;6;4;4;4;4;4;4;4;3;4;4;3;3;4;3;3;3;3;4;3;2;1;2;3;3;2;4;2;2;3;2;2;4;2;4;3;3;4;4;4;3;3;2;4;4;4;4;3;4;4;4;4;3;3;4;3;4;4;4;3;2;2;3;3;3;3;3;4;3;3;4;2;4;3;4;3;3;4;4;3;3;4;4;4;3;4;4;4;3;4;3;3;4;4;3;3;4;4;2;2;3;2;2;2;4;4;2;2;3;2;2;5;2;2;5;2;4;4;3;4;2;2;2;2;4;4;4;3;4;4;3;4;4;3;4;3;3;4;4;2;2;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;4;4;3;4;4;2;1;1;1;1;4;4;4;4;4;4;4;4;2;2;2;2;2;2;3;4;4;4;4;2;;;;;56;5;3;13;4;4;1;1;1;1;15;3;1;4;9;1;93;0;0;0;0;1;1;0;1;4;1;3;4;5
35;0,8583;5/6/2016 2:44:13;5/6/2016 3:11:13;27;2;;3;2;3;1;4;6;3;3;1;1;2;2;2;2;2;4;3;1;7;1;1;5;3;6;1;6;6;6;4;4;4;3;4;4;4;4;4;4;3;3;3;3;3;3;3;4;4;4;2;1;3;4;4;4;2;3;3;2;2;4;2;4;3;3;4;4;4;4;4;3;2;2;4;3;3;4;4;3;4;3;3;4;3;3;3;3;3;2;3;3;3;3;4;4;4;4;4;4;3;2;4;4;4;4;4;2;3;3;3;4;4;2;4;3;4;4;3;2;2;3;3;2;2;4;2;2;3;2;3;3;1;4;3;4;4;1;2;2;3;2;2;1;5;1;5;2;3;2;2;2;2;5;3;5;3;4;4;3;4;4;2;2;1;3;4;2;1;1;2;2;3;4;4;4;1;3;2;3;3;2;3;3;3;2;4;4;2;4;4;4;3;3;2;3;3;2;2;2;3;2;3;3;2;2;2;2;1;1;4;3;2;2;3;2;;;;;71;6;4;9;2;1;2;1;1;3;10;3;1;1;1;2;16;0;0;0;0;1;5;0;2;2;2;3;1;2
36;0,8703;5/6/2016 2:48:00;5/6/2016 3:25:56;37;2;;3;7;4;2;5;7;3;3;1;1;2;2;2;1;2;3;3;5;3;5;1;2;2;2;1;2;1;1;3;4;3;3;4;3;4;3;4;4;2;3;3;3;2;2;2;3;2;2;2;2;3;4;2;3;3;3;3;2;2;4;1;3;2;2;4;3;2;4;4;4;3;3;4;4;4;4;4;3;3;2;3;3;2;4;3;3;3;3;2;3;3;3;4;4;3;3;3;4;3;4;3;4;4;2;3;4;3;3;3;3;3;3;4;4;4;4;3;2;3;4;4;2;2;3;2;2;2;3;3;4;2;4;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;2;2;2;2;4;3;5;3;3;3;3;3;4;2;2;2;3;4;3;1;1;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;3;5;3;4;6;2;3;3;2;4;4;4;2;3;4;2;2;1;2;2;2;4;2;2;3;3;1;1;2;3;1;62;5;4;13;4;1;2;1;2;1;17;1;1;3;5;1;59;0;0;0;0;2;5;1;5;4;2;1;1;2
37;0,851;5/6/2016 3:21:53;5/6/2016 3:51:35;29;1;;4;8;1;1;2;1;2;2;1;1;2;2;2;2;2;4;1;1;2;3;1;2;2;1;2;6;6;6;4;4;4;4;4;4;4;4;4;4;3;2;4;2;4;4;4;4;4;4;2;2;2;4;4;3;3;3;3;3;2;4;4;4;4;4;4;4;2;4;4;3;4;3;3;3;3;4;3;3;3;3;3;4;3;4;3;3;3;1;4;3;1;1;4;4;3;3;3;4;3;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;3;3;4;3;2;2;1;2;3;2;3;1;2;4;4;4;4;4;4;4;2;4;4;1;2;2;1;4;1;2;4;3;3;4;2;2;4;4;4;3;3;3;4;4;4;1;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;4;1;1;1;5;5;4;4;3;3;2;2;2;2;3;3;1;2;2;2;2;2;2;2;3;2;2;3;3;1;1;1;1;1;72;6;4;9;2;1;1;1;2;1;12;1;0;3;6;1;61;0;0;0;0;2;5;1;5;2;1;1;1;1
38;1,3459;5/6/2016 3:30:16;5/6/2016 3:37:41;7;3;;3;4;3;4;4;7;3;3;3;2;2;2;2;2;2;3;3;3;4;3;1;5;5;5;5;5;5;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;4;4;1;3;2;2;2;2;2;2;3;3;3;3;3;1;3;3;1;4;3;1;2;2;1;4;1;3;3;2;4;1;2;2;2;1;3;3;1;2;4;4;4;2;4;4;3;2;3;3;1;2;2;4;2;2;3;2;2;1;3;2;2;2;2;2;2;2;2;2;2;2;3;1;4;4;3;2;3;2;3;1;2;4;4;1;3;1;2;1;3;3;1;3;2;1;4;4;3;3;2;2;1;3;3;1;2;3;4;1;2;2;5;4;3;3;3;1;1;3;4;2;2;4;4;1;3;3;1;2;4;2;2;3;2;4;4;1;2;3;4;4;1;2;1;3;3;1;1;1;4;2;2;3;2;2;2;3;2;2;1;2;2;3;2;2;4;1;2;1;2;2;3;1;34;2;2;10;3;2;1;1;5;3;19;1;1;3;5;2;58;0;1;2;0;2;1;1;3;3;1;1;2;3
39;0,9116;5/6/2016 3:32:31;5/6/2016 3:47:24;14;3;;4;7;3;1;3;4;3;2;2;2;2;2;2;2;2;2;3;1;5;1;1;6;6;6;6;6;1;1;3;4;3;3;3;2;3;4;4;4;4;3;4;4;4;4;4;4;4;4;1;1;2;3;3;3;2;3;3;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;3;3;3;4;3;3;3;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;3;3;3;2;2;2;2;2;2;4;3;4;3;3;4;3;4;4;3;4;3;4;4;3;2;2;2;2;3;3;3;2;3;3;3;3;3;3;3;3;3;3;4;4;4;4;5;5;5;6;6;6;3;3;3;3;3;3;3;3;2;2;2;2;2;2;3;3;3;3;3;1;1;1;3;1;30;2;2;12;4;1;1;1;3;2;8;1;1;3;7;2;74;0;1;0;0;2;1;1;5;4;1;1;1;3
40;1,3116;5/6/2016 3:51:30;5/6/2016 4:11:46;20;10;;1;1;5;6;4;6;3;3;2;2;2;2;2;2;2;6;2;4;1;4;1;6;2;2;2;1;1;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;4;4;4;4;2;3;3;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;2;3;3;3;4;4;4;1;2;4;4;4;3;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;2;2;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;2;2;2;2;2;2;3;2;2;3;4;3;2;1;2;2;3;2;3;1;1;2;2;3;3;2;3;3;3;3;3;3;3;3;3;3;3;2;4;4;4;2;1;2;1;1;1;3;3;3;3;2;3;3;3;2;2;2;2;3;2;3;3;2;2;3;2;;;;;27;2;1;9;2;2;1;0;2;2;5;5;1;2;3;2;34;0;0;0;0;2;4;1;1;2;1;5;2;5
41;0,7986;5/6/2016 3:52:35;5/6/2016 4:24:16;31;3;;4;1;3;1;4;2;3;4;2;1;2;2;2;1;2;6;1;1;1;2;1;1;1;3;1;6;6;6;4;4;3;1;2;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;1;2;3;4;3;4;2;4;3;2;3;4;3;4;3;3;4;4;4;4;4;4;4;3;4;3;3;4;4;4;4;4;4;4;4;3;2;4;3;1;3;2;2;2;3;4;3;3;3;4;3;4;4;4;2;3;3;4;3;3;4;4;4;3;4;4;4;4;4;3;3;4;4;3;3;4;3;1;1;2;2;2;1;3;2;3;3;3;5;5;4;3;4;2;5;3;2;1;2;1;4;2;4;5;2;3;1;2;3;2;2;2;1;2;1;2;1;2;1;1;3;3;3;3;3;3;3;3;3;2;3;2;3;3;3;4;4;3;1;1;2;2;2;4;4;4;1;1;1;1;1;1;1;1;1;2;1;1;1;1;3;4;3;4;4;2;;;;;64;5;4;10;3;1;1;1;1;1;7;2;1;3;5;1;56;0;0;0;0;1;5;0;1;3;1;2;1;3
42;0,9617;5/6/2016 4:08:35;5/6/2016 4:19:05;10;10;;1;1;4;4;4;2;3;3;1;1;2;2;2;2;2;3;1;1;5;2;1;6;4;1;3;2;2;2;3;3;3;4;3;3;4;4;4;4;3;3;3;3;4;4;4;4;4;4;2;1;2;3;3;3;2;3;3;2;3;4;2;3;3;3;4;4;3;3;3;4;4;4;4;4;3;4;4;4;4;2;2;4;4;4;4;3;4;3;2;3;2;3;4;4;3;3;4;4;4;4;3;4;3;3;3;4;4;3;3;3;3;3;4;3;3;4;3;3;3;4;3;3;3;4;3;2;2;2;2;2;2;3;4;2;3;3;4;4;4;3;4;3;4;3;3;2;2;2;2;2;2;5;2;4;4;4;4;2;4;4;3;2;1;4;4;4;1;1;3;2;3;3;3;3;4;3;3;3;3;3;3;3;3;3;4;3;4;4;4;4;4;3;3;3;3;2;2;2;3;3;3;3;2;2;2;2;2;2;3;2;2;3;2;2;;;;;33;2;2;14;4;1;2;1;2;3;18;4;1;4;8;2;86;0;1;0;0;1;1;1;1;4;2;4;1;5
43;0,7237;5/6/2016 4:13:03;5/6/2016 4:44:44;31;2;;3;7;2;1;4;6;4;4;2;2;2;2;2;2;2;2;3;2;1;1;1;3;5;5;1;4;5;3;3;3;3;4;4;3;2;2;3;3;3;3;3;1;3;3;3;3;3;3;2;2;3;4;3;3;2;3;2;3;3;3;1;2;2;2;3;2;3;3;3;3;4;2;1;4;4;4;4;4;2;4;4;3;3;3;3;3;3;3;4;3;3;3;4;4;3;1;3;2;2;2;4;4;4;4;4;4;4;1;1;1;4;4;4;4;4;4;3;2;3;3;2;3;3;3;2;2;3;2;1;3;3;4;4;2;2;3;4;4;2;2;3;2;4;3;1;2;3;2;3;1;2;2;1;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;3;2;2;2;3;2;4;2;4;4;4;4;3;3;3;4;3;1;1;3;6;3;3;2;1;2;2;3;1;2;3;1;2;2;2;2;2;2;2;2;2;3;3;3;3;1;2;3;2;3;59;5;3;9;2;1;2;1;2;1;13;1;1;2;4;1;43;0;0;0;0;2;1;1;5;2;2;1;1;2
44;0,4921;5/6/2016 4:30:58;5/6/2016 4:53:36;22;2;;1;2;3;4;3;3;3;3;1;1;2;2;2;1;1;4;5;1;7;5;1;5;4;2;5;6;1;6;2;3;3;2;3;1;2;2;3;3;3;2;2;2;4;4;2;3;3;4;2;2;3;4;2;3;1;3;2;3;2;4;3;4;3;3;3;4;3;2;2;2;3;2;2;3;3;2;1;1;2;1;2;2;2;4;1;1;1;1;2;3;2;2;4;4;3;3;3;4;3;3;2;4;3;3;3;4;2;3;4;3;4;3;3;4;4;4;3;3;3;2;3;3;3;4;1;2;2;3;3;2;2;4;4;3;3;2;3;3;2;2;4;1;2;2;3;3;4;2;2;2;2;4;3;3;3;3;3;1;3;3;1;3;2;2;3;3;3;4;2;2;2;3;3;3;2;2;2;2;2;1;4;2;3;1;2;3;1;1;4;1;3;1;1;1;2;2;2;3;3;2;2;3;1;2;2;2;2;2;4;4;4;4;4;1;1;2;2;1;65;6;4;11;3;1;1;1;2;1;7;1;0;1;2;1;21;0;0;0;0;2;6;1;2;3;1;1;1;2
45;0,6704;5/6/2016 5:09:31;5/8/2016 21:36:06;3866;10;;1;1;3;5;4;4;1;2;1;1;2;2;2;2;2;4;2;1;1;1;1;3;4;5;1;2;6;6;4;4;4;1;1;2;4;3;3;3;2;4;4;4;4;4;4;4;4;4;2;2;1;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;2;4;2;3;4;4;3;2;4;4;4;4;3;4;4;2;3;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;2;3;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;5;4;5;4;4;4;4;3;2;3;2;1;3;4;4;1;1;4;4;2;3;2;2;4;4;4;4;4;4;4;4;4;4;4;4;2;4;1;1;1;2;2;2;3;3;3;3;3;3;3;3;2;2;2;2;3;2;4;4;4;4;4;2;;;;;47;4;3;7;1;1;1;1;3;1;4;3;1;1;1;1;11;0;0;0;1;2;6;1;1;1;1;3;1;5
