CASE_ID;QN1;QN2;QN3;QN4;QN5;QN6A;QN6B;QN6C;QN7A;QN7B;QN7C;QN7D;QN7E;QN7F;QN8A;QN8B;QN8C;QN8D;QN8E;QN8F;QN8G;QN8H;QN8I;QN8J;QN8K;QN9A;QN9B;QN9C;QN9D;QN9E;QN9F;QN9G;QN9H;QN9I;QN9J;QN9K;QN9L;QN10A;QN10B;QN10C;QN10D;QN10E;QN10F;QN10G;QN10H;QN10I;QN10J;QN10K;QN10L;QN10M;QN10N;QN10O;QN10P;QN10Q;QN11A;QN11B;QN11C;QN11D;QN11E;QN11F;QN11G;QN12A;QN12B;QN12C;QN12D;QN13A;QN13B;QN13C;QN13D;QN13E;QN13F;QN14A;QN14B;QN14C;QN14D;QN15;QN16;QN17;QN18;QN19A;QN19B;QN19C;QN19D;QN19E;QN19F;QN19G;QN20A;QN20B;QN20C;QN20D;QN21A;QN21B;QN21C;QN21D;QN21E;QN22A;QN22B;QN22C;QN22D;QN22E;QN22F;QN22G;QN22H;QN22I;QN22J;QN22K;QN22L;QN22M;QN22N;QN22O;QN22P;QN22Q;QN22R;QN22S;QN23A;QN23B;QN23C;QN23D;QN23E;QN23F;QN23G;QN23H;QN23I;QN23J;QN23K;QN23L;QN23M;QN23N;QN23O;QN23P;QN23Q;QN24A;QN24B;QN24C;QN25A;QN25B;QN25C;QN25D;QN25E;QN25F;QN25G;QN25H;QN25I;QN25J;QN25K;QN25L;QN25M;QN25N;QN25O;QN25P;QN25Q;QN25R;QN26A;QN26B;QN26C;QN26D;QN26E;QN27A;QN27B;QN27C;QN27D;QN27E;QN27F;QN27G;QN27H;QN27I;QN28A;QN28B;QN28C;QN28D;QN28E;QN28F;QN28G;QN28H;QN29A;QN29B;QN29C;QN29D;QN29E;QN30A;QN30B;QN30C;QN30D;QN30E;QN30F;QN30G;QN30H;QN30I;QN31A;QN31B;QN31C;QN31D;QN31E;QN32A;QN32B;QN32C;QN32D;QN32E;QN32F;QN32G;QN32H;QN33A;QN33B;QN33C;QN33D;QN33E;QN33F;QN33G;QN33H;QN33I;QN33J;QN34A;QN34B;QN34C;QN17A;METRO;REGION;DIVISION;OWNHOME;MSTATUS;EMPLOY;TOTPER;ADULTS;ADULTM;ADULTF;KIDS1217;KIDS611;KIDSLESS6;PARENT;AGE;AGE2;AGE3;EDUC;INCOME;RACE;REGVOTE;SEX;RELIGION;LENGTH;DEVICE_TYPE;WEIGHT;I_ATTEND;I_EDUC;I_GENDER;I_MARITAL;I_RACE;I_RELIGION
60000389;1;4;4;6;6;3;3;2;2;2;1;2;1;1;4;4;3;4;4;5;3;2;3;2;3;2;1;2;1;2;1;1;1;2;1;2;1;3;10;2;9;10;2;9;97;9;97;97;5;3;10;1;7;7;1;1;1;1;1;1;1;3;3;3;3;2;3;3;3;3;2;1;1;1;1;2;1;3;2;2;2;1;3;-1;1;2;2;3;2;2;1;1;2;1;1;2;2;3;2;2;-1;2;1;2;2;2;1;1;1;2;2;1;2;1;2;2;3;2;3;1;3;2;3;2;2;3;2;3;2;4;3;2;2;1;3;3;3;1;1;2;3;2;2;2;3;2;3;1;2;3;3;1;2;2;2;3;-1;4;4;4;4;4;4;4;4;2;3;3;3;2;2;2;3;3;2;3;1;1;3;3;1;2;1;2;2;2;1;2;2;3;2;2;1;2;2;2;2;2;2;2;2;2;2;1;1;1;2;2;2;2;2;1;1;1;3;1;1;2;8;1;5;2;2;0;2;;;;;19;;1;4;15;3;1;2;90;29,5;c;1,0636;3;2;2;1;3;5
60000391;2;2;4;4;4;3;3;1;1;2;2;2;1;2;5;6;5;5;6;4;4;6;1;2;4;1;2;2;1;2;1;2;2;2;1;2;1;97;8;97;4;7;97;5;97;97;97;10;5;5;97;5;5;7;4;4;3;2;4;1;3;1;1;1;1;2;1;1;1;2;3;2;2;2;1;1;2;1;2;2;3;2;2;3;4;4;4;3;4;2;3;4;3;3;3;3;4;4;4;4;3;4;4;2;4;3;4;2;2;4;4;4;3;2;4;4;2;4;4;3;1;4;1;4;4;3;2;4;4;3;1;3;2;3;3;3;4;4;2;3;4;4;3;3;3;3;3;4;2;2;4;2;3;3;2;2;3;2;4;3;2;4;2;2;3;2;2;3;3;3;3;4;2;3;3;1;1;4;1;4;3;2;4;4;4;3;3;4;2;2;2;2;2;4;4;4;2;3;2;2;2;5;1;4;1;4;4;3;1;1;5;4;3;2;1;4;4;9;1;3;2;2;2;1;1;;;;;99;3;3;4;12;1;2;2;90;21,5;c;0,6564;2;2;2;3;1;5
60000392;1;1;4;6;7;1;2;1;1;2;2;2;1;2;2;3;6;6;6;5;6;4;2;1;6;1;1;2;1;1;1;2;2;2;1;2;1;10;3;7;7;10;5;5;97;1;1;10;10;1;5;3;3;7;3;3;3;3;3;2;4;3;4;4;4;3;4;3;4;3;3;3;2;1;3;1;2;2;3;2;2;3;2;2;4;4;4;3;3;4;4;4;4;4;4;3;3;4;3;4;3;4;4;4;3;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;1;3;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;3;3;3;3;3;3;4;3;3;4;3;3;2;-1;-1;-1;-1;-1;-1;-1;-1;4;4;4;4;3;3;3;3;3;4;3;3;4;4;2;3;2;1;2;4;4;2;1;4;1;1;1;4;3;2;1;4;4;1;4;2;3;3;4;1;2;2;3;5;1;3;1;2;2;1;1;;;;;29;;1;6;12;1;1;1;95;19,4;p;0,3604;1;3;1;3;1;5
60000393;4;4;3;3;4;3;3;1;1;2;2;2;1;2;2;6;3;6;6;6;2;6;6;6;3;1;2;1;2;2;2;2;2;2;2;2;2;97;2;97;9;97;97;97;97;97;97;97;97;97;97;3;3;7;3;4;3;4;4;3;4;2;2;2;2;1;1;1;1;2;1;1;4;1;2;2;1;3;2;2;3;2;3;2;3;3;4;3;4;3;1;3;1;1;1;1;1;1;1;2;3;1;2;1;1;1;1;2;1;3;4;1;1;1;4;3;3;2;3;1;4;4;2;4;4;1;3;3;1;4;3;3;3;4;3;3;4;4;3;4;3;4;4;2;3;3;4;4;1;1;1;3;1;2;3;2;3;3;4;2;2;2;3;2;2;2;1;1;1;1;1;-1;1;1;1;2;1;2;1;3;3;2;2;4;3;3;4;4;2;3;2;1;2;4;4;4;1;4;4;1;2;5;1;3;3;-1;4;2;5;1;5;1;4;1;3;3;1;1;1;3;3;2;2;;;;;;;82;;4;6;4;1;1;2;22;38,7;c;1,7735;3;3;2;3;1;3
60000394;3;2;2;3;2;2;2;1;2;2;2;2;1;1;5;5;6;6;6;6;3;6;5;5;6;2;2;1;1;2;2;2;2;1;2;2;1;97;8;4;10;9;6;3;97;97;97;10;97;3;97;2;3;7;3;4;4;3;3;2;4;2;1;3;1;1;2;2;1;2;2;1;4;1;1;2;2;3;1;1;3;2;2;2;2;4;4;3;4;4;2;4;2;3;3;2;2;3;3;3;2;4;2;3;3;2;2;3;3;4;3;3;3;2;4;4;3;3;4;2;4;3;4;4;4;2;3;4;4;4;1;3;2;2;2;4;3;4;2;4;4;4;4;3;2;2;4;4;2;2;3;3;2;2;2;2;3;3;3;3;2;3;1;4;3;2;4;4;2;4;3;4;2;4;3;3;2;2;2;3;2;3;2;2;3;2;3;3;2;2;2;2;2;4;4;4;1;4;4;1;1;5;1;1;2;3;2;2;1;2;2;2;3;2;3;2;3;5;1;3;1;2;2;1;1;;;;;55;;3;5;6;1;1;1;2;37,1;c;0,8523;2;2;1;3;1;2
60000395;1;5;4;4;4;2;2;2;1;2;2;2;1;2;4;2;5;6;5;5;5;5;2;2;6;1;1;1;1;2;2;2;2;1;1;2;1;10;2;10;7;10;4;3;97;3;3;10;5;2;5;4;2;7;2;3;3;3;3;4;2;2;1;3;1;1;1;1;1;2;1;1;2;2;3;2;1;3;2;2;2;2;2;2;4;3;4;4;4;4;3;4;3;4;3;4;3;4;4;4;3;4;2;2;2;2;1;3;1;3;3;1;3;2;4;4;3;3;4;4;4;3;4;4;4;4;3;3;4;3;1;3;2;3;3;4;4;4;3;3;4;4;3;3;2;2;4;4;2;3;4;2;3;2;4;1;3;4;4;4;4;4;4;4;4;2;4;4;4;2;4;4;1;4;3;4;1;4;3;4;2;3;2;2;3;3;3;4;2;2;1;2;1;2;4;3;1;4;4;1;3;5;1;1;1;4;4;4;3;4;4;2;2;3;3;3;1;2;1;3;1;5;2;1;1;1;2;0;1;51;;3;8;13;1;1;1;90;27,7;c;0,471;4;4;1;3;1;5
60000396;3;4;3;4;4;2;2;1;1;2;2;2;1;1;1;1;1;1;1;1;1;6;1;1;4;1;1;1;1;1;1;2;2;1;2;2;1;97;2;97;5;2;97;3;97;97;97;10;97;97;4;1;1;7;4;1;3;4;3;4;4;3;2;1;2;4;4;4;4;4;4;1;2;2;3;2;1;3;2;1;2;3;2;3;4;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;3;2;2;3;4;3;4;4;2;2;3;4;4;4;4;4;4;4;4;3;4;4;1;4;4;4;4;1;3;1;3;3;4;3;4;3;3;4;4;3;3;4;3;2;4;3;4;3;3;4;4;2;3;4;2;3;3;2;4;2;2;4;2;3;3;3;3;3;3;3;3;4;4;4;4;4;3;3;3;3;3;3;3;3;4;2;2;2;2;2;1;1;4;1;1;4;1;1;5;4;4;4;4;4;4;4;4;4;3;3;2;3;1;4;8;2;3;1;3;2;1;1;1;0;0;1;43;;2;3;1;2;2;1;22;22,4;p;1,6146;3;1;1;3;2;3
60000397;3;8;2;2;2;3;4;2;1;1;2;2;1;2;3;4;6;6;6;6;4;2;2;3;6;1;1;1;1;2;1;2;2;2;1;2;1;97;8;6;10;6;10;8;97;97;97;10;6;6;97;3;6;7;3;3;1;3;3;3;1;1;1;1;1;1;2;1;4;1;4;3;4;2;4;2;2;2;2;3;3;2;2;1;4;4;4;1;3;4;4;4;2;2;3;4;2;2;1;4;4;4;3;4;3;3;2;2;2;1;1;1;1;4;3;4;3;2;4;2;2;3;1;2;4;3;3;3;4;2;1;1;4;2;1;3;1;4;1;4;2;4;2;2;1;1;1;3;3;2;4;1;1;1;4;1;2;4;4;4;2;4;2;2;4;2;4;4;4;4;2;4;4;3;4;2;1;2;2;1;1;1;1;1;1;1;1;1;2;1;1;2;1;4;2;4;1;3;2;2;3;5;1;5;4;4;3;4;2;4;5;4;2;4;2;1;3;7;1;3;1;3;3;1;2;;;;;51;;3;5;13;1;1;2;2;29,3;p;0,7569;6;2;2;3;1;2
60000398;1;2;4;5;4;3;3;2;2;2;2;2;2;2;3;3;1;5;2;1;2;4;2;6;6;1;1;1;1;1;2;2;2;2;1;2;1;9;1;9;10;7;5;1;10;1;2;10;4;1;10;1;1;7;3;4;4;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;4;3;3;2;2;2;2;2;3;3;2;2;4;4;4;4;4;4;3;4;3;3;3;3;4;3;4;3;3;4;3;3;3;3;3;4;3;4;4;3;3;3;4;4;2;3;4;3;4;4;3;2;4;3;3;4;4;4;1;2;4;2;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;4;3;2;2;2;3;3;3;3;4;4;3;4;3;4;2;3;3;4;2;2;4;2;4;3;4;3;4;2;3;2;3;3;3;2;3;3;4;2;3;2;2;2;4;4;4;1;4;4;1;3;5;2;2;3;4;4;4;4;4;4;3;2;2;2;3;4;8;1;2;6;3;2;;;1;0;0;1;55;;3;6;99;1;1;1;90;21,5;c;0,4982;2;3;1;2;1;5
60000399;3;3;2;3;4;4;3;2;1;2;2;2;1;1;4;5;5;1;5;6;1;4;3;1;4;1;2;1;1;2;2;2;2;2;1;2;1;97;8;8;10;1;9;9;97;9;97;10;9;8;10;5;8;97;1;3;3;1;2;2;3;3;3;4;2;4;4;4;4;4;4;2;3;1;3;1;1;1;3;2;3;3;3;2;4;4;4;1;3;3;1;2;1;2;2;4;4;1;2;4;4;4;1;1;3;1;2;2;3;3;1;3;1;1;4;4;3;1;3;3;4;4;2;3;3;3;2;4;4;2;1;1;3;2;2;4;4;4;1;4;2;4;3;3;2;4;2;4;1;1;4;1;1;2;2;2;3;3;3;2;1;3;1;3;3;2;3;3;3;3;3;4;3;3;3;2;1;1;3;3;1;3;3;3;3;3;2;1;1;2;1;2;2;1;4;4;1;1;1;1;1;5;1;4;4;4;4;4;2;4;5;4;3;4;1;1;2;3;1;3;1;2;2;;;;;;;50;;3;3;6;1;1;2;1;24,3;p;0,4936;3;1;2;3;1;1
60000400;3;4;1;2;2;1;1;1;1;1;1;1;1;1;3;5;3;3;4;3;4;4;4;4;5;1;1;1;1;1;1;2;2;2;1;1;1;97;8;97;8;7;10;8;97;97;10;10;8;8;97;7;5;7;2;2;2;2;2;2;3;3;3;4;2;4;3;3;4;3;4;1;2;2;3;1;1;1;3;2;2;3;1;1;3;3;3;4;4;4;3;3;3;2;2;3;4;3;3;3;3;3;3;3;2;2;2;4;3;1;1;3;3;2;4;4;2;3;4;2;4;4;3;4;4;4;3;3;4;4;1;1;4;1;4;3;3;2;4;4;4;4;2;4;3;4;3;3;2;2;2;2;4;2;3;2;3;3;3;3;2;3;1;2;3;2;3;3;3;4;3;3;3;3;3;1;2;1;4;1;3;1;1;1;1;3;1;1;2;2;1;2;2;3;2;2;1;2;3;2;2;2;1;4;4;1;1;4;4;4;4;3;2;1;1;5;4;9;1;2;1;2;2;1;1;;;;;40;;2;6;12;10;1;1;22;36,6;c;0,9449;3;3;1;2;4;3
60000401;1;2;4;6;4;2;2;1;1;1;1;2;1;1;6;4;3;6;3;5;5;6;2;1;5;1;1;1;1;2;1;2;2;2;2;2;1;97;3;97;7;10;7;4;97;6;97;97;5;4;7;4;4;7;3;3;3;3;4;3;4;3;2;4;3;2;2;3;3;3;2;2;3;1;3;1;1;1;3;1;2;2;2;1;4;4;4;2;2;4;4;4;3;2;2;4;3;3;3;2;4;4;3;4;4;2;3;2;3;4;4;3;3;4;4;4;3;4;4;4;1;4;4;4;4;3;4;4;4;3;1;4;1;4;3;3;2;2;3;4;2;2;4;3;3;3;3;4;3;3;3;3;4;3;3;3;4;3;3;4;2;4;4;3;4;2;3;4;3;1;3;4;1;4;4;4;1;4;1;4;4;4;4;4;4;4;4;4;2;3;2;2;2;4;3;4;1;4;1;2;4;4;4;2;1;4;4;2;4;2;4;3;4;2;1;1;3;5;2;3;4;2;2;1;1;;;;;32;;2;6;7;1;2;2;95;17,7;c;1,484;2;3;2;3;1;5
60000402;4;8;4;4;7;2;2;1;1;1;1;1;1;1;5;5;5;2;5;5;2;5;5;3;3;1;1;1;1;2;2;2;2;2;1;2;2;97;5;97;8;4;97;7;97;97;97;8;97;5;8;5;5;97;3;3;3;4;4;3;3;3;3;4;4;3;3;3;3;4;3;3;3;3;3;2;2;2;1;3;2;3;3;2;3;2;5;4;4;4;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;3;4;2;3;2;4;4;1;4;1;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;4;3;4;1;3;3;2;4;1;3;1;1;1;1;1;4;4;4;4;4;3;3;4;2;2;3;3;3;4;2;3;2;2;2;4;4;4;1;1;3;4;4;5;4;5;4;5;5;5;4;4;5;3;2;3;2;1;3;7;2;1;1;1;1;1;0;;;;;40;;2;3;3;2;1;1;10;56;p;1,3533;6;1;1;1;2;1
60000403;3;2;2;2;2;3;3;1;2;2;2;2;1;1;5;6;3;2;6;6;2;6;5;5;5;1;1;2;2;2;2;2;2;2;1;2;1;97;9;97;8;3;97;9;97;97;97;9;8;9;9;7;8;7;4;3;3;3;4;4;4;3;3;3;3;3;3;3;3;3;4;3;4;3;3;2;2;3;2;2;3;2;2;3;4;4;4;3;4;4;3;4;3;3;4;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;2;2;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;1;2;3;3;3;3;3;4;3;4;3;4;3;3;3;3;3;3;3;3;3;3;3;2;2;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;3;3;3;3;3;1;2;2;4;3;3;3;3;2;2;3;2;2;2;3;1;2;2;3;2;2;2;2;2;2;2;4;1;4;4;4;4;4;4;4;4;3;3;2;3;3;2;3;1;5;3;1;1;0;1;;;;;69;;4;3;9;1;1;2;2;55,6;p;0,4128;2;1;2;4;1;2
60000404;2;2;4;6;4;3;2;2;1;2;1;2;1;1;4;2;2;5;5;4;1;2;5;1;4;2;1;1;1;2;1;2;2;2;1;1;1;10;6;9;9;10;6;6;97;7;6;10;4;5;7;7;5;7;1;2;2;2;2;1;1;1;1;2;1;2;1;2;2;2;2;2;2;1;2;1;1;3;3;3;3;2;2;3;2;3;4;3;3;4;3;3;3;2;2;3;3;2;3;2;1;3;3;3;2;2;1;3;1;4;4;3;3;2;2;1;3;3;4;1;3;1;1;1;3;4;3;3;3;3;1;3;2;3;2;2;2;2;2;3;3;4;2;2;3;3;3;3;3;2;3;3;2;3;3;2;2;1;1;3;1;2;3;1;2;2;1;1;1;1;1;3;1;1;3;4;1;4;1;3;2;3;2;3;3;3;4;4;2;2;1;1;2;3;4;3;1;4;3;1;1;5;3;2;2;4;3;3;2;2;4;3;2;2;3;2;1;1;1;3;1;3;2;;;0;1;0;1;47;;2;7;6;1;1;2;90;41,8;p;0,5;2;3;2;3;1;5
60000405;4;8;2;3;2;2;2;1;2;2;2;2;1;1;4;6;3;3;5;4;1;1;2;1;3;1;1;1;1;1;1;2;2;1;1;2;1;97;6;97;6;2;8;3;8;97;97;5;8;8;9;3;4;7;1;2;1;2;1;1;1;2;2;4;2;3;2;3;3;2;3;1;1;1;2;1;1;1;2;2;2;2;3;2;3;1;1;2;1;3;3;3;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;2;3;2;1;1;1;4;4;3;2;4;1;4;4;4;4;3;2;2;4;4;3;1;2;3;3;2;2;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;2;2;3;3;4;4;4;2;-1;1;2;4;2;3;2;2;2;1;2;4;3;3;2;2;2;4;3;1;2;1;1;1;1;2;3;1;3;1;1;2;1;1;3;1;1;1;1;1;3;1;2;4;2;4;4;4;4;3;2;2;1;1;2;2;4;1;3;1;2;2;;;;;;;28;;1;6;5;1;1;2;22;14,9;p;0,3858;6;3;2;3;1;3
60000406;1;2;4;4;4;2;2;2;1;2;2;2;1;8;3;4;6;6;6;6;5;3;2;2;6;2;2;1;1;2;1;2;2;2;1;2;1;9;7;7;6;9;7;9;97;4;5;9;6;3;8;3;8;7;4;4;3;4;4;4;4;3;3;3;3;2;2;2;2;2;2;3;3;2;3;1;1;1;3;2;3;2;2;2;4;4;4;4;4;4;4;4;4;3;3;4;4;3;4;3;3;3;4;3;3;4;3;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;3;3;4;4;4;4;3;4;4;4;4;4;3;3;4;4;3;3;4;4;4;2;4;2;3;2;2;4;3;2;4;2;4;2;3;1;3;2;2;4;3;3;2;4;2;2;2;3;3;3;3;3;3;3;3;4;2;3;2;2;2;3;4;3;1;2;4;2;1;4;3;4;4;4;4;3;3;3;4;3;4;1;1;5;2;3;1;3;1;2;2;;;;;;;40;;2;8;6;1;1;1;96;32,9;p;1,5599;2;4;1;3;1;5
60000407;1;2;4;6;7;2;2;1;1;1;2;2;1;2;4;3;4;6;4;6;3;6;4;2;4;1;1;1;1;2;1;1;2;2;1;2;2;10;3;8;10;6;5;4;97;1;4;10;7;1;9;2;3;7;3;4;3;3;4;3;4;3;3;4;3;2;3;2;2;2;2;3;4;4;3;2;2;2;1;2;3;2;3;2;4;3;5;4;3;4;4;4;3;3;3;3;4;4;4;4;3;4;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;4;4;2;4;4;4;4;4;3;3;3;4;3;1;4;1;3;4;4;4;4;3;4;4;4;4;4;3;3;4;4;4;3;3;4;4;4;2;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;4;4;2;4;4;4;4;2;3;1;2;2;3;4;4;3;4;4;3;3;5;3;3;3;3;4;3;3;3;4;3;4;1;2;1;4;8;1;1;1;1;1;1;0;;;;;30;;2;8;5;1;1;1;96;20,8;p;0,9078;2;4;1;1;1;5
60000408;4;9;2;2;1;3;3;1;1;2;2;2;1;2;3;5;6;4;5;6;1;2;4;6;6;1;2;1;1;2;2;2;2;2;2;2;1;7;9;6;10;4;10;10;5;8;10;10;9;9;10;3;9;7;2;2;1;3;3;3;4;3;3;3;3;4;4;4;4;4;4;4;4;4;3;1;1;1;2;1;3;4;2;1;4;4;4;3;4;3;4;4;3;4;4;4;3;1;3;3;4;4;3;4;4;3;4;3;4;4;4;3;3;3;4;2;3;1;3;1;4;4;4;4;4;3;4;4;4;3;1;2;3;1;4;4;4;4;3;4;4;4;4;4;3;3;4;4;4;4;4;3;2;2;2;3;2;4;4;4;4;4;2;4;4;2;4;4;4;2;4;4;3;4;4;1;2;3;3;3;2;3;3;2;2;3;3;1;2;1;1;2;1;2;4;4;1;3;1;1;2;5;1;4;4;4;4;4;3;4;4;2;2;3;1;2;2;4;1;3;1;3;2;1;1;1;0;0;1;54;;3;7;13;1;;1;;22,3;c;0,6249;6;3;1;3;1;
60000409;3;1;4;4;5;3;3;2;2;2;2;2;8;2;6;6;6;5;1;1;1;6;6;6;6;1;1;2;2;2;2;2;2;2;2;2;2;97;2;97;97;10;97;2;97;97;97;10;97;97;97;5;5;97;3;3;3;2;3;1;4;3;3;3;3;2;2;2;2;2;2;4;4;3;3;1;1;1;2;2;3;2;3;3;3;3;5;2;4;4;4;2;2;2;4;3;4;4;4;3;4;4;3;4;4;3;3;4;2;4;4;4;4;4;2;4;4;3;4;4;4;3;4;4;4;4;4;4;4;3;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;2;2;3;3;3;3;3;3;4;4;3;2;4;2;1;1;2;1;1;2;1;1;3;4;1;4;1;3;2;2;2;3;2;3;3;4;2;2;1;2;2;2;4;4;4;2;2;2;4;5;1;3;3;4;4;-1;4;4;4;3;2;2;1;3;1;1;1;5;3;1;1;0;1;;;;;60;;3;3;6;1;1;2;96;44,8;c;2,3769;1;1;2;4;1;5
60000410;3;2;5;3;6;1;2;1;2;2;2;2;2;2;1;4;2;3;2;1;1;1;2;1;6;1;1;1;1;1;1;2;2;2;1;2;1;97;7;97;10;5;97;5;97;5;97;97;97;97;97;1;5;7;4;4;4;3;4;4;4;4;2;4;2;2;2;4;4;3;4;4;4;3;3;2;2;3;2;2;4;4;2;1;4;4;5;4;4;3;4;4;3;4;3;4;3;4;4;3;4;4;2;3;3;2;4;4;2;4;2;3;3;2;4;4;4;1;4;1;4;3;3;4;4;4;4;4;4;4;1;1;3;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;1;2;3;3;3;2;2;4;4;4;4;2;4;2;-1;3;2;2;2;3;3;2;4;4;1;1;1;2;2;2;2;3;2;3;3;3;2;3;1;2;2;4;4;4;4;1;4;1;1;5;1;1;1;4;4;1;3;4;1;3;3;3;3;1;1;2;1;3;2;2;2;1;1;;;;;69;;4;3;1;1;1;1;7;29,6;c;0,712;2;1;1;3;1;4
60000411;1;2;4;4;7;3;2;1;1;2;2;2;1;2;3;1;2;6;1;1;2;1;4;2;4;1;1;1;1;2;2;2;2;2;1;2;1;10;1;10;7;10;3;1;97;3;5;10;8;1;5;2;1;7;1;3;2;3;1;3;1;3;3;3;3;2;2;1;1;2;1;3;4;4;3;2;1;2;2;3;2;2;3;3;3;3;4;4;4;4;4;4;1;2;2;4;4;4;4;1;2;3;1;3;3;1;1;2;1;4;4;2;2;2;4;4;3;4;4;3;4;3;4;3;4;4;4;4;4;4;1;4;2;4;4;3;3;4;4;3;4;4;3;3;4;4;4;3;3;3;4;3;2;2;3;2;2;4;3;4;4;3;4;4;4;2;4;4;4;4;4;4;2;4;3;4;2;4;2;4;3;4;4;4;4;4;4;4;2;2;1;2;1;4;4;4;2;4;4;2;2;5;3;1;1;4;4;2;4;2;2;4;4;1;2;2;1;2;1;3;1;3;2;;;1;0;0;1;57;;3;8;13;1;1;1;19;19,5;t;0,9622;2;4;1;3;1;1
60000413;1;1;4;7;6;3;3;2;2;2;2;2;2;2;5;6;5;6;5;6;5;5;1;1;3;1;2;1;1;2;1;2;2;2;1;2;1;97;3;97;5;10;6;5;97;97;97;97;97;5;7;3;4;7;3;4;3;4;3;3;3;3;1;4;1;2;1;1;1;2;1;2;3;3;4;2;2;2;1;2;3;3;3;3;4;4;3;2;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;3;2;4;2;4;2;4;4;4;3;2;4;4;3;4;4;4;4;4;4;4;4;4;4;3;2;3;1;3;1;4;4;4;4;4;3;2;3;3;2;2;4;3;4;4;4;4;4;4;4;3;4;2;3;2;3;2;2;4;3;2;2;2;2;2;4;3;2;4;2;4;4;4;1;4;1;4;4;4;4;4;4;4;4;4;2;3;2;1;2;4;4;4;1;4;4;3;1;5;3;5;1;4;4;2;4;1;5;4;2;3;2;0;4;8;1;1;2;3;3;1;2;;;;;19;;1;3;10;10;1;2;90;19;p;2,523;1;1;2;1;4;5
60000414;3;5;5;7;4;2;2;1;1;2;2;2;1;1;2;3;2;6;4;2;4;5;1;1;6;1;-1;1;1;-1;-1;1;-1;-1;-1;-1;1;97;4;10;5;10;5;2;97;3;97;10;7;1;4;2;4;7;4;4;3;4;4;3;4;4;3;4;3;2;1;2;2;2;2;4;4;2;4;2;1;3;2;3;3;3;3;2;4;4;4;3;4;4;4;4;2;1;3;4;4;4;4;4;4;4;3;4;3;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;1;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;2;2;4;4;3;3;2;1;4;1;3;2;2;2;2;3;2;1;3;1;4;4;4;1;4;1;4;4;4;4;4;4;4;4;4;2;3;2;2;2;4;4;3;1;3;4;1;1;4;1;2;1;4;4;2;4;2;4;3;3;2;3;1;2;4;1;3;3;2;2;1;1;;;;;61;;3;6;99;1;1;1;19;36,5;c;0,5501;4;3;1;3;1;1
60000415;3;2;2;6;6;2;3;1;2;2;2;2;1;1;3;5;6;6;3;3;3;1;2;2;4;1;2;2;1;2;2;2;2;2;1;2;1;10;5;97;9;9;4;3;97;4;97;10;4;3;8;2;3;97;4;3;3;2;3;3;3;3;3;3;3;2;2;3;3;3;1;1;2;2;2;1;2;3;2;2;3;1;2;3;4;3;5;2;4;4;4;4;3;3;3;4;4;3;4;4;4;4;4;3;4;3;3;2;2;4;4;4;4;3;4;4;4;3;3;4;4;3;4;4;4;3;3;3;4;4;1;3;1;4;4;3;4;4;3;2;4;4;3;4;4;4;4;4;3;3;4;3;2;3;3;2;3;4;4;3;2;3;2;2;4;2;2;1;2;1;1;2;1;2;4;4;1;4;1;4;4;4;4;4;4;4;4;4;2;1;1;1;2;4;4;2;1;3;4;1;3;4;4;5;1;4;4;3;4;2;3;3;3;3;3;3;2;3;2;1;1;3;2;0;2;0;0;1;1;39;;2;4;3;2;1;2;22;26,9;p;1,938;2;2;2;1;2;3
