CASEID;TM_START;TM_FINIS;DURATION;WEIGHT;RELPREF;DENOM;ID_MAINL;ID_RELRI;ID_THEOL;ID_EVANG;ID_THEOC;ID_CHARI;ID_BIBLE;ID_BORNA;ID_PENTE;ID_SEEKE;ID_FUNDA;ID_SPIRI;ID_SECUL;ID_IRREL;ID_RELIG;ID_ATHEI;ID_REFUS;HOWRELIG;ATTENDAN;PASTATTE;BIBLE;HUMANORI;ATLANTIS;POSTHINK;FORTUNET;ASTROLOG;HAUNTING;DREAMS;UFOS;BIGFOOT;SATAN_EV;HOROSCOP;PSYCHIC;HAUNTED;OUIJA;HAD_DREA;SAW_UFO;POLPREF;POLAFFIL;CANTRUST;SATIS_LI;SATIS_FI;SATIS_HE;DECISION;GAS_STRA;GAS_HELP;TRUST_PO;SAFE_HOU;SAFE_NET;SAFE_WAL;SAFE_NGB;SAFE_CIT;SAFE_WOR;WATCH_TA;WATCH_CO;WATCH_TR;WATCH_CR;WAVE_TV;WORRY_OL;WORRY_MO;WORRY_UN;WORRY_IL;WORRY_DE;OWNGUNS;SCI_SEAS;SCI_BULL;SCI_LIGH;SCI_SUN;SCI_VACC;YOUTH_RE;YOUTH_VI;YOUTH_FI;YOUTH_HA;YOUTH_DR;YOUTH_PR;YOUTH_SE;NET_GOVT;NET_CORP;NET_BULL;NET_IDEN;NET_SEXP;ENVIRONM;CLIMATEC;ENV_AIRP;ENV_DRIN;ENV_RIVR;ENV_PIPE;ENV_SOIL;ENV_RAIN;ENV_WARM;ENV_OILS;ENV_EXTI;ENV_SPRA;ENV_RUNO;DISAS_QU;DISAS_TO;DISAS_FL;DISAS_AS;DISAS_VO;DISAS_EM;DISAS_PO;DISAS_TE;DISAS_NU;DISAS_ME;DISAS_CO;DISAS_PA;DISAS_UN;DISAS_DE;DISAS_WA;GOVT_DRO;GOVT_OBA;GOVT_COR;GOVT_GUN;SURVIVAL;SUPPLIES;EVACUATI;FUTURE_C;FUTURE_S;FUTURE_O;FUTURE_T;FUTURE_A;GAY_TV;GAY_TEAC;GAY_MARR;GAY_SCHO;GAY_COAC;GAY_POLI;GAY_POLT;GAY_SOLD;GAY_RELL;IMM_CRIM;IMM_ASSI;IMM_DRAI;IMM_DISE;IMM_RAID;IMM_DEPO;IMM_PATH;THERM_AT;THERM_CD;THERM_CI;THERM_DE;THERM_DH;THERM_EP;THERM_FB;THERM_FD;THERM_FE;THERM_IR;THERM_NS;THERM_MS;THERM_AS;THER_ATH;THERM_BL;THERM_CA;THERM_WH;THERM_EV;THER_FEM;THERM_HI;THERM_HO;THERM_IM;THERM_JE;THERM_MU;THERM_PR;FEAR_MUG;FEAR;FEAR_STA;FEAR_MUR;FEAR_BRU;FEAR_RAP;FEAR_HAT;FEAR_SHO;COMP_ABD;COMP_GAN;COMP_TRA;COMP_RIO;COMP_PED;COMP_SCH;COMP_SER;COMP_RAP;CRIM_JUS;CRIM_EMP;CRIM_MOR;CRIM_EVI;CRIM_MED;CRIM_MEN;CRIM_BIA;PUN_SENT;PUN_DEAT;PUN_APPE;PUN_STRI;PUN_CAST;PUN_PRIV;PHOB_BLO;PHOB_ANI;PHOB_CLO;PHOB_DRO;PHOB_FLY;PHOB_GHO;PHOB_HEI;PHOB_SPE;PHOB_CLA;PHOB_STR;PHOB_DAR;PHOB_ZOM;PPAGE;PPAGECAT;PPAGECT4;PPEDUC;PPEDUCAT;PPETHM;PPGENDER;PPHHHEAD;PPHHSIZE;PPHOUSE;PPINCIMP;PPMARIT;PPMSACAT;PPREG4;PPREG9;PPRENT;PPSTATEN;PPT01;PPT25;PPT612;PPT1317;PPT18OV;PPWORK;PPNET;I_RELIGION;I_AGE;I_EDUC;I_RACE;I_GENDER;I_FINCOME;I_MARITAL;I_REGION
1514;4/23/2014;4/23/2014;24;0,6101;9;Mormon;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;2;2;7;4;1;2;2;3;2;2;2;2;2;3;1;1;1;2;2;1;2;2;2;2;2;2;3;3;3;2;2;3;3;2;2;2;3;3;3;2;2;3;3;3;3;3;;2;2;3;3;3;2;2;2;2;2;2;1;2;2;2;2;2;3;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;2;2;3;2;3;3;1;1;;5;;3;2;2;3;3;2;2;3;1;2;2;2;2;2;2;3;2;2;3;3;2;3;50;50;10;25;50;25;40;20;40;20;40;25;64;64;61;71;73;65;52;63;52;51;67;29;29;3;2;4;4;4;3;4;;3;2;2;2;2;1;2;2;3;3;2;2;2;2;3;3;3;2;2;2;2;3;3;4;3;4;4;3;3;4;3;4;3;67;6;4;10;3;1;2;1;2;1;12;1;1;4;8;1;82;0;0;0;0;2;5;1;4;4;3;1;2;3;1;4
1515;4/23/2014;4/23/2014;18;0,3741;2;catholic;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;4;2;4;2;1;2;2;3;4;4;2;4;4;2;1;1;2;2;2;2;1;4;2;2;3;2;3;3;3;2;1;2;2;2;2;2;4;5;3;1;1;1;1;4;2;2;1;3;3;4;3;3;1;1;1;1;1;1;;4;;4;2;4;3;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;3;;3;2;3;3;2;3;3;4;4;3;1;1;3;3;2;4;2;3;2;3;2;2;4;1;3;3;2;2;2;3;2;2;2;2;2;1;2;0;50;50;0;50;50;50;0;50;50;50;50;50;0;50;100;100;100;50;50;50;50;50;50;50;4;3;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;4;1;2;2;2;3;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;3;65;6;4;9;2;1;1;1;2;1;12;1;1;1;2;1;23;0;0;0;0;2;1;1;2;4;2;1;1;3;1;1
1516;4/23/2014;4/26/2014;3829;0,6189;1;;0;1;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;4;7;1;1;1;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;1;2;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;4;1;2;2;2;3;3;1;2;2;2;2;2;2;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;6;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;4;4;54;45;98;1;34;45;76;45;65;54;45;34;65;65;65;65;65;65;65;65;12;54;76;34;65;4;4;4;4;4;2;2;4;5;4;4;4;4;2;4;4;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;39;3;2;9;2;1;1;1;1;3;8;5;1;1;2;2;21;0;0;0;0;1;1;0;1;2;2;1;1;2;3;1
1517;4/23/2014;4/23/2014;31;0,3194;4;non-practicing reform judaism;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;1;7;4;2;3;3;3;3;2;3;2;4;4;1;2;2;2;1;2;6;7;3;2;3;3;3;3;3;2;1;3;3;2;3;1;2;4;4;1;1;3;1;2;3;3;1;4;1;3;4;4;2;2;3;3;3;3;3;2;1;3;1;3;1;1;1;2;1;1;2;;1;1;2;3;3;2;2;1;3;2;3;1;2;3;1;2;1;3;4;2;4;4;2;4;2;2;4;2;4;2;4;4;2;4;4;1;1;1;1;1;1;3;2;3;3;3;4;3;70;89;61;62;63;96;63;99;61;58;47;56;77;78;81;66;80;25;94;77;84;69;94;80;53;3;1;3;3;4;2;4;1;3;2;1;2;2;1;2;2;2;2;3;2;3;1;2;3;4;3;4;3;3;4;3;4;4;1;3;4;4;4;3;4;4;48;4;3;12;4;1;2;1;2;1;14;1;1;1;2;1;23;0;0;0;0;2;1;1;4;3;4;1;2;4;1;1
1518;4/23/2014;4/23/2014;49;0,8972;1;NAZARENE;0;0;0;0;0;0;1;1;0;0;0;0;0;0;0;0;0;4;7;6;1;1;2;3;3;4;2;1;2;3;1;1;1;2;2;2;2;4;3;2;1;2;2;2;3;4;2;1;2;4;3;4;2;1;1;1;3;1;1;3;4;3;3;1;1;3;2;3;2;1;1;1;1;1;1;1;1;1;4;2;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;1;2;1;1;1;1;1;1;1;1;2;1;1;2;5;2;2;2;3;3;2;1;3;4;1;2;3;3;3;2;4;3;2;1;1;1;1;1;96;96;4;100;100;83;95;85;50;75;75;50;50;22;95;75;100;100;75;50;25;25;35;1;35;2;1;3;3;3;2;4;3;1;1;1;2;1;1;2;1;1;1;1;1;1;1;1;1;2;1;1;1;3;4;4;4;4;4;2;4;2;4;2;2;1;77;7;4;9;2;1;2;1;1;3;8;3;1;2;3;2;31;0;0;0;0;1;5;1;1;4;2;1;2;2;2;2
1519;4/23/2014;4/24/2014;330;0,1298;9;unitarian universalist;0;0;1;0;0;0;0;0;0;1;0;1;0;0;0;0;0;2;7;7;4;2;1;1;2;2;2;2;2;2;4;1;1;2;2;1;2;6;7;1;2;2;2;3;2;2;2;1;2;2;2;2;1;3;4;3;3;3;3;3;3;3;3;1;4;3;2;4;3;2;1;1;2;3;3;2;3;1;3;3;4;1;1;2;1;1;1;1;1;1;1;2;2;2;3;3;3;4;3;3;3;3;3;3;4;4;4;4;4;4;4;3;4;3;1;4;1;3;2;3;4;2;4;4;1;1;1;1;1;1;4;2;3;3;3;3;3;51;86;66;27;61;75;59;21;44;44;39;67;90;90;91;90;90;60;90;90;91;91;91;76;61;4;3;4;4;4;3;4;4;3;3;3;4;2;2;3;3;2;2;2;3;2;2;1;4;4;4;4;4;3;4;3;4;3;4;4;3;3;4;4;4;4;59;5;3;12;4;1;2;1;1;2;8;3;1;2;4;1;41;0;0;0;0;1;6;1;4;3;4;1;2;2;2;2
1520;4/23/2014;4/23/2014;13;2,0141;10;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;0;0;1;1;2;1;1;2;2;2;2;2;2;3;3;3;2;2;2;2;2;2;4;4;3;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;3;3;3;3;3;1;2;3;2;2;3;3;3;3;3;3;3;3;2;2;2;2;;1;1;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;4;2;2;2;2;2;3;3;3;2;2;2;2;2;2;3;3;3;3;3;3;3;48;50;54;57;53;51;53;53;49;49;61;68;53;51;54;50;52;50;52;51;50;51;52;51;51;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;38;3;2;9;2;1;2;0;4;2;6;1;1;4;9;1;93;0;0;0;0;4;4;0;5;2;2;1;2;1;1;4
1521;4/23/2014;4/23/2014;14;0,6197;10;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;5;6;2;3;2;2;3;2;2;2;3;3;3;1;1;2;1;2;2;3;6;2;2;2;1;3;3;3;2;1;2;2;1;1;1;3;2;5;3;3;3;3;4;3;4;1;2;3;2;2;3;2;2;3;3;2;2;4;1;1;2;1;1;1;2;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;4;3;3;3;3;2;3;3;3;3;2;3;;4;4;2;4;3;3;3;3;3;3;4;3;2;2;2;2;;2;2;2;2;3;3;2;2;41;63;52;70;31;42;71;68;67;64;76;55;45;58;63;43;64;44;43;50;40;56;59;52;49;4;2;3;4;4;4;4;4;2;2;2;3;2;1;1;1;2;1;2;2;2;2;;3;3;2;3;3;3;4;4;4;4;4;4;4;4;4;4;4;1;60;5;4;9;2;1;2;1;3;1;16;1;0;3;5;1;59;0;0;0;0;3;4;1;5;4;2;1;2;5;1;3
1523;4/23/2014;4/23/2014;41;0,1902;1;Southern Baptist;1;1;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;6;7;1;3;1;2;2;3;1;1;2;3;1;2;2;2;2;2;2;5;7;1;1;1;2;4;2;2;1;1;2;4;2;2;4;1;3;4;1;1;3;3;4;3;4;1;1;2;1;4;4;1;1;1;1;1;1;1;4;1;1;1;1;1;1;2;1;1;1;1;1;1;1;1;3;3;3;3;3;4;3;3;2;3;2;2;3;4;4;4;1;4;4;3;3;5;1;3;1;1;2;1;2;1;4;4;1;1;1;1;1;1;4;4;4;3;3;3;3;100;100;100;100;100;100;100;99;100;100;100;54;100;25;100;100;100;100;100;100;100;99;100;96;46;2;1;4;4;4;4;4;4;3;3;3;4;4;1;4;2;1;1;1;1;3;1;1;3;2;4;1;1;3;4;4;4;3;4;4;1;1;4;4;4;2;76;7;4;10;3;2;2;1;2;3;13;5;1;1;2;2;23;0;0;0;0;2;5;1;1;4;3;2;2;4;3;1
1525;4/24/2014;4/24/2014;22;0,835;10;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;1;4;3;2;2;2;2;2;2;2;3;4;1;2;2;2;1;2;6;5;2;2;3;2;1;3;2;2;1;2;4;2;3;2;3;1;3;1;2;3;1;1;4;4;1;1;3;2;2;3;2;3;3;3;1;1;1;4;4;4;2;1;3;3;2;2;2;2;2;1;4;1;1;1;1;3;3;4;4;4;2;3;2;2;2;4;4;4;4;1;2;3;1;3;4;2;3;3;4;2;4;4;4;4;4;1;1;1;1;1;1;3;3;3;3;4;4;4;85;84;47;66;53;56;53;68;41;29;39;50;100;100;100;94;100;91;88;100;100;100;100;100;100;4;3;2;2;3;3;4;4;2;2;2;4;1;1;1;1;2;3;3;2;2;1;3;3;3;3;3;3;1;3;4;4;4;3;4;2;3;3;3;4;4;20;1;1;8;1;4;2;0;4;1;1;5;1;4;8;1;84;0;1;0;1;2;7;0;5;1;1;4;2;1;3;4
1526;4/24/2014;4/24/2014;22;0,7718;2;roman catholic;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;2;2;7;5;3;3;2;3;3;3;2;3;3;3;2;2;1;2;2;2;4;5;2;3;3;3;3;2;3;2;2;3;3;2;2;2;3;3;3;4;3;3;2;;2;3;1;2;;3;3;3;2;2;2;2;2;2;2;2;2;3;2;4;3;1;2;2;2;2;2;2;3;2;2;2;3;3;3;3;4;4;3;3;3;4;4;2;4;3;3;3;4;2;3;4;5;2;4;3;3;2;4;3;2;3;2;2;2;2;2;2;2;3;2;2;3;3;3;2;60;60;58;60;50;60;60;50;52;51;51;50;100;100;100;100;100;100;100;100;100;75;100;75;100;4;3;4;4;4;4;4;4;1;1;1;1;1;1;1;1;2;2;2;2;3;2;3;2;2;2;3;2;2;2;3;4;4;4;4;4;3;4;3;4;4;49;4;3;9;2;1;2;0;2;4;10;1;1;2;3;3;31;0;0;0;0;2;1;1;2;3;2;1;2;3;1;2
1527;4/24/2014;4/24/2014;18;0,7775;2;roman catholic;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;2;3;8;3;3;2;2;4;4;4;2;4;4;4;2;2;2;2;1;2;6;7;1;1;3;2;3;3;3;1;1;2;4;1;3;2;3;3;1;3;2;2;1;3;3;3;1;2;3;2;3;4;2;1;1;2;2;2;2;4;3;3;1;4;3;1;3;3;3;3;2;3;2;2;3;1;2;2;2;2;3;3;2;2;1;1;1;3;3;3;3;3;4;4;2;4;4;1;4;2;2;;2;4;1;4;4;1;1;1;1;1;1;3;3;3;3;4;3;3;75;90;72;95;98;92;93;95;88;24;33;74;100;48;100;100;100;31;100;100;100;100;100;100;17;4;1;4;4;4;4;4;4;2;1;1;1;1;1;1;1;1;2;3;3;1;1;3;2;3;2;2;2;2;4;4;4;3;4;3;3;4;4;4;3;4;58;5;3;12;4;1;2;1;3;1;17;1;1;2;3;1;32;0;0;0;0;3;1;1;2;3;4;1;2;5;1;2
1528;4/24/2014;4/27/2014;5164;2,6212;3;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;2;2;3;4;3;2;2;2;2;2;2;2;3;3;1;2;1;1;1;2;5;3;3;2;3;2;3;2;2;3;1;2;3;2;2;2;3;3;2;2;3;3;3;3;3;3;4;1;2;2;2;2;2;3;3;2;2;2;2;1;1;2;2;4;1;1;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;4;2;2;2;2;2;1;2;2;2;2;2;1;1;1;3;2;3;2;2;3;2;4;2;4;4;1;1;1;1;1;1;2;3;2;2;3;3;3;30;50;60;50;60;60;60;70;40;30;50;50;50;70;50;50;60;50;40;40;50;40;50;50;60;2;2;2;2;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;2;3;2;2;2;2;2;2;2;2;4;3;4;3;3;3;3;4;23;1;1;10;3;1;2;0;3;1;19;5;1;1;1;1;12;0;0;0;0;3;1;1;3;1;3;1;2;5;3;1
1529;4/24/2014;4/24/2014;59;1,1059;1;Disciples of Christ;1;0;1;0;0;0;0;0;0;0;0;0;0;0;0;0;0;3;4;7;2;3;2;1;2;3;3;2;2;3;3;2;2;2;2;1;2;6;6;1;2;2;2;3;2;2;2;1;2;1;1;1;1;3;3;4;3;3;2;2;3;3;4;1;1;1;1;3;3;3;2;2;2;2;2;1;2;1;3;2;4;1;1;2;2;1;1;1;1;1;1;2;2;2;3;3;3;3;3;3;3;3;3;3;2;3;2;1;2;3;4;2;4;3;2;4;2;3;1;3;3;2;4;4;2;2;2;2;2;2;2;2;3;3;4;3;3;70;100;52;75;26;94;75;87;75;50;12;50;85;50;80;75;99;45;75;70;85;72;80;65;50;4;3;4;4;3;4;4;4;2;3;3;3;2;2;3;4;2;1;2;2;3;1;2;3;4;3;4;2;3;4;4;4;4;4;4;4;3;3;3;4;4;66;6;4;12;4;1;1;1;2;3;12;1;1;3;7;2;73;0;0;0;0;2;1;1;1;4;4;1;1;3;1;3
1531;4/24/2014;4/24/2014;58;0,3986;10;;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;1;1;7;5;3;2;1;4;4;2;2;2;3;3;2;1;2;2;1;1;6;6;1;1;2;2;2;2;2;2;1;2;2;1;1;;4;4;4;4;4;3;3;4;3;4;1;4;3;3;3;2;2;2;2;3;3;3;3;2;2;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;4;2;2;3;4;3;2;4;4;4;3;3;4;4;4;3;2;4;1;4;4;1;4;3;3;1;3;3;2;4;4;1;2;1;1;1;1;4;4;4;4;4;4;3;50;70;10;40;4;78;6;12;80;50;22;50;91;50;50;50;50;50;50;95;50;78;49;50;50;4;3;4;4;4;4;4;4;2;3;2;2;3;2;3;4;3;2;3;3;2;2;2;3;3;3;3;3;4;3;3;4;4;4;3;4;3;4;4;3;4;69;6;4;12;4;1;2;1;1;1;14;3;0;4;8;1;85;0;0;0;0;1;5;0;5;4;4;1;2;4;2;4
1532;4/24/2014;4/24/2014;29;0,769;2;Roman Catholic;0;0;0;0;0;0;1;0;0;0;0;0;0;0;0;0;0;3;6;5;5;3;2;2;3;3;2;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;2;3;2;2;1;1;2;2;1;1;1;2;4;3;4;2;2;3;4;3;3;1;2;3;2;2;2;1;2;2;1;2;1;2;4;4;4;3;4;3;4;3;3;3;3;3;2;3;2;2;1;2;3;4;4;4;4;3;4;3;3;3;2;3;3;1;3;4;2;2;4;3;2;4;2;1;3;3;3;2;3;2;2;2;2;2;2;3;1;1;1;2;1;1;2;49;69;76;69;45;57;53;42;48;26;51;50;28;23;21;100;100;39;53;31;47;1;51;11;30;4;3;4;4;4;4;4;4;2;3;3;4;2;1;2;2;3;2;1;1;1;2;3;1;1;1;1;1;1;4;4;4;3;2;4;1;1;3;3;4;4;48;4;3;11;3;1;2;1;3;1;18;1;1;1;1;1;16;0;0;0;1;2;1;1;2;3;3;1;2;5;1;1
1533;4/24/2014;4/24/2014;24;0,4793;1;Lutheran;1;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;3;7;3;3;2;2;3;3;2;2;2;3;4;2;2;1;2;1;1;4;2;1;2;2;2;3;3;3;2;2;3;4;3;3;2;4;5;4;4;2;3;2;4;2;3;4;4;4;4;4;4;2;1;1;2;3;3;2;4;2;3;1;4;3;4;3;2;2;2;2;1;3;2;2;3;3;4;4;4;4;4;3;3;2;2;2;3;2;2;3;2;4;1;2;2;4;2;3;2;3;3;3;3;2;4;3;1;1;1;1;1;1;3;3;2;3;2;3;4;51;85;50;50;63;63;50;38;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;50;2;2;3;2;4;2;4;3;3;2;2;3;2;1;2;2;2;2;1;2;2;2;3;2;3;2;2;2;1;4;4;4;4;4;4;4;4;4;4;4;4;59;5;3;11;3;1;2;1;2;1;17;1;1;2;3;1;35;0;0;0;0;2;1;1;1;3;3;1;2;5;1;2
1534;4/24/2014;4/24/2014;23;0,9859;4;reformed;0;0;0;0;1;0;0;0;0;0;0;1;0;0;0;0;0;4;2;4;2;3;1;1;2;2;2;2;2;;2;1;1;2;2;1;1;4;4;3;3;3;2;3;4;4;1;1;3;3;2;3;1;4;4;4;4;4;3;3;3;2;3;1;2;1;2;3;1;1;1;1;1;1;1;1;4;3;4;1;4;1;1;1;1;1;1;1;1;1;1;1;1;1;3;3;3;3;3;3;3;2;2;2;4;4;4;4;3;4;3;1;4;5;2;3;1;1;2;3;3;1;3;3;2;2;2;2;3;2;1;1;1;1;1;1;1;0;0;0;0;50;0;0;0;0;50;0;0;50;0;50;50;50;50;50;50;50;0;50;0;50;2;2;2;2;4;2;2;2;1;1;1;4;1;1;1;1;1;1;1;1;1;1;4;1;3;3;3;1;3;2;2;4;2;2;4;2;3;2;3;3;4;57;5;3;14;4;1;2;1;3;3;16;3;1;1;2;1;21;0;0;0;0;3;1;1;4;3;4;1;2;5;2;1
1535;4/24/2014;4/24/2014;36;0,6187;1;Lutheran. Church of America;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;3;4;7;4;3;2;2;3;3;2;3;3;3;3;1;2;2;2;2;2;2;4;3;2;2;1;3;3;3;3;1;2;2;1;2;1;3;3;3;3;3;3;3;4;4;4;4;1;4;4;3;1;2;2;2;1;3;2;2;2;2;2;2;4;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;4;1;1;3;6;2;4;2;3;3;3;3;2;3;1;;;;;;;2;2;2;3;3;2;;5;1;15;6;8;2;8;6;3;2;3;7;37;11;45;50;50;35;24;28;16;44;35;3;5;4;2;4;4;4;4;4;3;2;1;1;2;2;1;2;2;2;3;2;2;2;3;3;3;3;2;3;3;2;4;4;4;4;4;4;4;4;4;4;4;4;58;5;3;14;4;1;1;1;2;1;15;1;1;2;4;1;41;0;0;0;0;2;2;1;1;3;4;1;1;4;1;2
1536;4/24/2014;4/24/2014;63;0,7966;9;;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;0;0;3;7;8;4;3;3;2;4;4;3;2;3;4;4;2;2;2;2;2;2;5;4;3;3;3;2;4;2;2;2;3;3;3;2;2;1;4;5;4;5;2;3;3;2;3;3;3;4;4;4;4;3;2;3;3;3;3;3;2;4;4;4;2;4;1;4;3;3;3;3;;3;3;3;3;4;4;4;3;3;4;4;4;3;4;3;3;3;3;3;4;3;1;4;4;4;6;2;3;2;3;3;3;4;3;3;2;2;3;2;2;2;2;3;3;3;3;2;2;2;46;63;42;48;27;59;61;62;46;49;39;50;73;61;65;64;68;57;43;68;58;62;47;55;43;3;2;4;3;3;3;4;2;3;3;3;3;4;3;3;4;2;2;2;2;3;2;3;3;2;2;2;2;2;3;4;4;4;4;4;3;3;3;3;3;4;52;4;3;12;4;1;1;1;1;1;14;5;1;3;5;1;54;0;0;0;0;1;1;1;4;3;4;1;1;4;3;3
1537;4/24/2014;4/24/2014;22;0,5411;2;roman catholic;0;0;0;0;0;0;0;0;0;0;0;1;0;0;0;0;0;3;7;7;2;1;2;2;2;2;2;2;2;2;1;1;2;1;2;1;2;4;6;2;1;1;1;1;3;3;2;2;3;3;3;3;2;2;5;1;5;1;3;2;3;3;2;1;2;3;1;2;2;1;1;2;1;1;1;2;1;2;3;1;2;2;1;2;2;2;2;2;2;2;2;2;2;2;3;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;2;3;2;2;2;2;2;1;2;2;2;2;2;2;2;2;3;2;2;2;2;3;3;82;78;68;81;71;36;80;68;66;78;77;80;26;0;66;60;69;77;81;78;70;74;65;28;69;2;1;1;1;3;2;2;2;2;1;2;2;1;1;1;2;2;2;1;2;2;2;2;1;1;1;3;1;2;4;3;4;2;4;3;4;2;1;2;4;3;20;1;1;10;3;4;1;1;3;1;8;5;1;3;7;1;74;0;0;0;1;2;1;1;2;1;3;4;1;2;3;3
1538;4/24/2014;4/24/2014;18;0,6218;10;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;1;1;1;5;2;2;2;3;3;3;3;4;4;4;1;2;2;2;2;2;3;6;1;2;2;3;2;3;2;1;1;2;3;3;2;1;4;3;1;1;3;3;1;1;3;2;1;2;3;2;3;2;2;2;1;1;1;1;1;4;3;3;1;4;3;1;3;3;3;3;3;3;3;3;2;2;3;2;4;3;4;4;4;3;1;2;2;2;3;4;2;1;2;4;3;4;3;2;4;3;2;1;2;4;2;4;4;1;1;1;1;1;1;3;1;1;1;1;1;1;85;65;98;57;97;81;97;89;98;88;87;52;30;99;33;71;99;82;86;50;96;8;83;48;51;2;1;2;1;4;2;4;2;1;1;2;2;1;1;2;1;2;3;2;2;1;2;4;2;2;1;1;1;1;1;4;4;1;2;4;4;3;4;4;4;4;39;3;2;10;3;5;2;0;6;1;13;5;1;4;9;1;93;0;0;0;2;4;1;1;5;2;3;3;2;4;3;4
1539;4/24/2014;4/24/2014;25;1,4842;1;Pentecostal;0;0;0;0;0;1;1;1;1;0;0;0;0;0;0;0;0;4;6;8;2;1;2;2;4;4;2;3;3;3;3;2;2;2;2;1;2;4;4;3;3;3;2;3;4;4;4;1;3;4;3;4;2;2;3;4;4;1;2;2;4;3;4;1;;3;3;3;4;1;2;1;1;1;1;1;2;2;4;1;4;3;1;1;1;3;1;1;3;1;2;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;1;4;1;1;1;1;1;1;4;1;2;2;2;2;2;4;3;3;2;2;1;1;3;10;12;2;2;5;30;2;1;75;2;2;5;30;3;75;83;30;84;29;8;33;14;3;1;1;3;2;3;4;4;2;3;4;2;1;1;1;1;1;3;3;1;2;1;1;3;1;2;1;4;1;4;2;2;4;4;4;4;4;4;4;4;3;1;3;4;51;4;3;13;4;2;2;1;2;3;14;3;1;4;9;2;93;0;0;0;0;2;1;1;1;3;4;2;2;4;2;4
1540;4/24/2014;4/24/2014;34;1,3146;10;;0;0;0;0;0;0;0;0;0;0;0;0;0;0;1;0;0;1;1;2;5;2;2;3;3;4;3;3;3;4;4;2;2;2;2;2;2;6;4;3;3;3;3;3;2;2;2;2;4;2;2;2;1;4;3;2;2;2;4;3;4;2;4;1;2;3;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;3;1;3;3;2;2;2;2;2;1;2;2;3;2;2;2;4;2;2;2;2;2;2;2;2;2;2;1;1;1;1;1;6;2;4;3;3;2;4;3;2;4;3;1;1;1;1;1;1;2;2;1;3;1;1;1;47;51;6;14;10;48;5;18;2;1;16;8;50;50;50;50;50;21;18;2;50;0;37;29;22;4;3;4;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;3;4;4;4;3;4;4;4;4;4;4;4;53;4;3;9;2;1;2;0;1;1;12;6;0;4;8;1;82;0;0;0;0;1;4;0;5;3;2;1;2;3;4;4
