CASEID;WEIGHT;TM_START;TM_FINISH;DURATION;Q1;Q1_TEXT;Q2;Q3;Q4;Q5;Q6;Q7_1;Q7_2;Q8_1;Q8_2;Q8_3;Q8_4;Q8_5;Q8_6;Q8B;Q9;Q10_1;Q10_2;Q10_3;Q10_4;Q10_5;Q10_6;Q10_7;Q10_8;Q10_9;Q10_10;Q10_11;Q10_12;Q11_1;Q11_2;Q11_3;Q11_4;Q11_5;Q11_6;Q12;Q13;Q14_1;Q14_2;Q14_3;Q14_4;Q14_5;Q14_6;Q14_7;Q15_1;Q15_2;Q15_3;Q15_4;Q15_5;Q15_6;Q15_7;Q16_1;Q16_2;Q16_3;Q16_4;Q16_5;Q16_6;Q16_7;Q17;Q18;Q19;Q21_1;Q21_2;Q21_3;Q21_4;Q21_5;Q21_6;Q22_1;Q22_2;Q22_3;Q22_4;Q22_5;Q22_6;Q22_7;Q22_8;Q23_2;Q23_4;Q23_8;Q24_1;Q24_2;Q24_3;Q24_4;Q24_5;Q24_6;Q24_7;Q24_8;Q24_9;Q24_10;Q25_1;Q25_2;Q25_3;Q25_4;Q25_5;Q25_6;Q25_7;Q25_8;Q25_9;Q27_1;Q27_2;Q27_3;Q27_4;Q28_1;Q28_2;Q28_3;Q28_4;Q29_1;Q29_2;Q30_1;Q30_2;Q30_3;Q30_4;Q30_5;Q30_6;Q30_7;Q30_8;Q30_9;Q30_10;Q30_11;Q30_12;Q30_13;Q30_14;Q30_15;Q30_16;Q30_17;Q31_1;Q31_2;Q31_3;Q31_4;Q31_5;Q31_6;Q31_7;Q32_1;Q32_2;Q32_3;Q32_4;Q32_5;Q32_6;Q34_1;Q34_2;Q34_3;Q34_4;Q35_1;Q35_2;Q35_3;Q35_4;Q35_5;Q35_6;Q35_7;Q35_8;Q35_9;Q35_10;Q35_11;Q35_12;Q35_13;Q35_14;Q35_15;Q35_16;Q35_17;Q35_18;Q36_1;Q36_2;Q36_3;Q36_4;Q36_5;Q36_6;Q37_1;Q37_2;Q37_3;Q37_4;Q37_5;Q37_6;Q37_7;Q37_8;Q38_1;Q38_2;Q38_3;Q40_1;Q40_2;Q40_3;Q40_4;Q40_5;Q40_6;Q40_7;Q40_8;Q41_1;Q41_2;Q41_3;Q41_4;Q41_5;Q41_6;Q41_7;Q41_8;Q41_9;Q41_10;Q41_11;Q41_12;Q41_13;Q41_14;Q41_15;Q41_16;Q41_17;Q41_18;Q41_19;Q42;Q43;Q44_1;Q44_2;Q44_3;Q45_1;Q45_2;Q45_3;Q45_4;Q45_5;Q45_6;Q45_7;Q45_8;Q45_9;PPAGE;PPAGECAT;PPAGECT4;PPEDUC;PPEDUCAT;PPETHM;PPGENDER;PPHHHEAD;PPHHSIZE;PPHOUSE;PPINCIMP;PPMARIT;PPMSACAT;PPREG4;PPREG9;PPRENT;PPSTATEN;PPT01;PPT25;PPT612;PPT1317;PPT18OV;PPWORK;PPNET;I_ATTEND;I_EDUC;I_GENDER;I_MARITAL;I_RACE;I_RELIGION
345;1,5698;5/16/2015 0:23:31;5/18/2015 7:12:36;3289;10;;2;7;1;4;4;3;2;1;2;1;2;1;1;4;4;4;6;4;2;2;3;4;2;6;2;6;6;1;2;3;4;3;3;4;4;2;3;-1;3;3;2;2;2;2;-1;2;2;2;2;3;2;3;2;2;2;2;1;1;3;4;4;2;2;4;2;2;2;1;2;1;-1;2;1;2;-1;3;3;2;2;2;2;2;2;2;2;2;1;1;1;1;1;1;1;1;1;2;1;2;2;2;2;2;2;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;4;4;4;4;2;4;4;3;1;2;2;2;3;7;7;7;7;1;1;2;2;2;4;2;1;1;1;3;3;3;3;4;3;2;2;3;3;1;1;1;1;2;2;4;4;3;3;3;3;3;3;3;2;1;2;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;2;2;;;;;;;;;;54;4;3;9;2;4;2;1;1;1;15;3;1;3;7;1;74;0;0;0;0;1;1;0;5;2;2;3;4;5
347;1,1969;5/16/2015 0:26:19;5/16/2015 1:15:34;49;9;baptist;4;7;2;6;6;2;2;1;2;1;2;3;3;5;5;5;5;2;2;3;6;6;1;6;6;6;5;7;7;7;3;7;7;4;8;5;5;2;5;3;5;5;1;1;1;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;3;2;2;2;3;2;2;2;3;1;7;1;4;2;3;3;2;2;2;2;4;4;4;4;2;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;5;5;4;4;3;3;1;3;4;3;4;4;4;4;4;4;2;1;3;4;3;1;1;4;1;4;4;4;3;4;4;4;4;4;4;4;4;4;2;2;3;2;2;2;2;2;2;2;2;1;1;1;1;4;3;4;3;4;4;4;4;4;4;4;4;1;1;4;3;3;3;4;4;1;3;4;2;1;1;2;1;;;;;;;;;;56;5;3;9;2;2;2;1;1;1;6;5;1;3;5;1;59;0;0;0;0;1;6;0;5;2;2;5;2;4
348;0,5153;5/16/2015 0:26:38;5/16/2015 0:55:28;28;10;;1;1;5;7;4;3;3;2;2;2;2;1;2;5;2;6;6;6;6;6;6;6;6;6;6;6;6;1;5;5;1;2;1;3;2;2;2;2;2;2;4;4;2;3;1;3;2;2;3;4;4;4;2;4;4;4;4;4;3;4;4;4;4;4;3;4;4;2;4;2;2;4;3;1;1;1;3;3;3;2;2;2;3;3;2;2;4;1;1;3;5;4;1;1;3;2;2;2;2;4;4;2;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;4;5;3;3;1;4;4;4;1;1;1;1;4;4;2;4;4;4;4;4;4;4;2;2;2;4;4;4;4;4;2;2;2;2;2;2;1;1;1;1;1;1;1;2;2;2;2;3;3;3;3;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;3;2;3;1;1;3;3;3;3;3;3;27;2;1;10;3;5;2;1;2;1;15;1;1;4;9;2;93;0;0;0;0;2;1;1;1;3;2;1;5;5
349;0,6351;5/16/2015 0:27:16;5/16/2015 0:54:49;27;1;;3;1;4;4;6;2;2;1;2;2;2;3;3;4;7;1;5;4;3;4;3;5;2;6;6;6;5;1;1;1;1;1;1;1;2;2;1;1;2;1;4;5;1;1;1;2;1;1;1;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;2;4;4;4;3;3;2;2;2;3;2;2;3;2;4;3;1;4;2;2;2;2;1;1;1;2;2;2;1;4;4;2;2;3;2;4;4;4;4;3;4;4;4;4;4;4;4;3;4;4;3;3;5;5;3;3;2;5;5;2;2;1;2;3;3;4;4;4;4;4;4;3;2;3;4;3;3;2;3;3;2;3;4;4;4;4;4;4;3;4;3;4;3;1;1;1;1;1;1;2;2;2;2;1;3;1;2;2;3;2;3;2;4;4;4;4;3;4;4;4;4;4;2;3;4;4;4;3;2;2;4;2;2;2;4;3;1;3;3;4;3;3;2;2;4;87;7;4;9;2;1;1;1;1;1;8;2;1;2;4;1;42;0;0;0;0;1;1;1;1;2;1;2;1;1
350;1,2045;5/16/2015 0:29:10;5/16/2015 0:39:43;10;1;;2;3;2;4;6;4;4;2;2;2;2;2;2;5;5;6;6;1;6;6;6;6;2;6;6;6;6;2;2;4;2;4;3;3;6;2;2;2;2;2;4;4;2;3;2;3;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;4;4;4;4;2;2;2;3;3;3;2;3;3;6;1;1;4;1;3;1;1;1;2;2;2;2;2;2;1;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;2;3;3;2;3;3;2;2;2;3;3;3;4;6;4;4;4;3;3;3;4;2;3;4;4;4;4;1;3;3;4;4;4;4;3;2;2;2;3;3;2;2;2;2;2;2;2;3;2;2;2;3;3;3;3;3;3;2;2;4;4;3;4;4;4;4;3;4;3;3;4;4;3;2;2;3;3;3;2;2;2;3;2;2;2;2;3;2;2;2;3;2;19;1;1;9;2;1;1;0;3;1;12;5;1;1;2;1;23;0;0;0;0;3;4;1;2;2;1;5;1;1
351;1,5193;5/16/2015 0:31:45;5/26/2015 22:04:50;15693;3;;3;4;5;4;4;3;3;2;2;2;2;2;2;2;1;6;6;6;6;6;6;6;6;6;6;6;6;7;7;7;7;7;7;3;4;5;5;5;5;5;5;5;2;2;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;2;2;2;2;3;3;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;2;4;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;2;2;2;2;3;3;3;3;3;3;3;3;3;50;4;3;8;1;1;1;0;1;1;2;5;0;3;5;3;59;0;0;0;0;1;6;0;3;1;1;5;1;3
352;0,7845;5/16/2015 0:32:20;5/16/2015 0:47:29;15;4;;2;4;2;4;4;3;3;1;2;2;2;1;2;5;5;3;2;3;-1;6;6;5;2;4;1;4;4;2;2;4;3;3;2;2;4;2;2;2;2;2;4;4;2;2;2;2;2;2;2;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;3;3;3;4;4;4;4;2;3;2;2;2;3;3;2;3;3;4;3;3;4;5;4;5;1;4;2;1;2;2;4;3;3;4;3;3;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;3;5;5;2;4;3;4;2;3;3;1;3;3;3;4;4;4;3;3;3;2;1;2;4;3;1;3;4;2;1;3;3;4;4;4;4;3;3;2;3;3;3;2;1;3;2;2;2;2;3;2;2;2;2;2;2;2;2;1;2;2;4;3;4;4;3;3;4;2;3;3;3;4;3;2;4;4;4;3;4;1;2;2;3;2;2;1;4;3;4;4;4;4;4;45;4;3;13;4;1;1;1;4;1;16;1;1;1;2;1;22;0;0;1;1;2;1;1;3;4;1;1;1;4
353;0,5714;5/16/2015 0:33:35;5/16/2015 0:58:35;25;2;;2;4;3;2;4;1;1;2;2;2;2;2;2;7;7;1;2;1;4;1;4;3;3;5;2;6;4;1;3;3;1;1;1;4;6;1;1;1;1;1;4;4;2;1;2;2;1;2;2;4;3;3;4;-1;3;3;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;3;4;2;2;4;2;4;2;2;2;3;2;2;5;1;7;6;3;5;6;4;4;2;2;2;2;3;2;3;4;2;2;4;4;4;4;3;4;4;4;4;3;4;4;4;4;2;3;3;5;5;5;5;5;4;5;3;2;1;3;4;3;1;1;1;1;4;4;4;3;4;4;4;4;4;4;4;3;4;4;4;4;4;4;3;4;4;4;3;4;1;1;2;2;1;1;1;1;2;2;1;2;2;3;3;4;2;1;1;1;4;4;4;4;1;4;2;3;4;3;3;4;2;4;3;3;3;4;2;1;2;3;2;;;;;;;;;;75;7;4;12;4;1;1;1;2;1;17;1;1;4;9;1;93;0;0;0;0;2;2;1;3;4;1;1;1;2
354;0,389;5/16/2015 0:34:43;5/16/2015 0:46:11;11;2;;2;3;2;5;4;3;3;2;-1;2;2;2;2;7;7;2;-1;4;6;6;6;3;3;6;6;-1;6;2;2;6;2;4;4;2;5;2;2;1;2;1;4;4;1;2;2;2;2;2;2;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-1;4;4;4;4;3;3;3;3;3;3;3;2;2;3;3;3;2;4;1;1;5;7;3;1;1;1;2;2;2;2;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;3;3;3;3;5;3;3;3;2;2;3;3;3;4;4;4;4;4;4;3;3;3;4;4;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;1;2;2;2;2;1;1;1;3;3;4;4;4;3;4;4;4;3;3;-1;3;4;4;3;4;4;4;3;4;4;4;4;3;4;3;2;1;2;3;3;;;;;;;;;;71;6;4;9;2;5;2;1;2;1;14;1;1;1;1;1;16;0;0;0;0;2;5;1;2;2;2;1;5;2
355;0,8439;5/16/2015 0:35:49;5/16/2015 0:50:18;14;2;;2;3;3;4;4;2;2;2;2;2;2;2;2;3;7;3;3;1;3;1;2;2;1;6;1;6;5;1;1;2;6;1;1;3;3;2;2;2;2;2;4;4;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;3;2;2;2;3;3;2;3;3;7;1;1;3;3;3;1;1;3;2;2;2;1;3;3;3;4;2;2;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;4;3;3;3;3;3;4;3;2;2;2;2;3;3;2;3;2;2;3;3;4;3;4;4;4;3;4;4;4;3;4;4;4;3;3;3;3;4;4;4;4;4;2;2;2;2;2;3;3;3;2;2;2;4;3;3;3;3;3;4;4;4;4;3;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;3;1;2;2;2;2;2;2;2;4;3;3;3;3;3;61;5;4;10;3;4;1;1;1;1;14;5;1;2;4;1;41;0;0;0;0;1;1;1;2;3;1;5;4;2
356;1,0988;5/16/2015 0:36:41;5/16/2015 0:45:27;8;3;;4;8;1;4;4;2;2;2;2;2;2;2;2;7;6;6;6;6;6;6;6;6;6;6;6;6;6;1;1;1;1;1;1;4;8;5;5;5;5;5;5;5;2;3;2;2;2;2;2;4;4;4;4;4;4;4;4;4;-1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;3;3;3;3;3;1;1;1;1;1;1;1;1;1;2;2;2;2;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;2;2;2;2;2;2;1;1;1;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;2;2;2;2;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;2;2;3;3;2;4;4;4;4;4;4;4;4;58;5;3;9;2;1;1;0;2;3;10;1;1;2;4;2;41;0;0;0;0;2;4;0;5;2;1;1;1;3
357;2,1663;5/16/2015 0:37:33;5/16/2015 0:56:34;19;3;;1;7;2;2;5;2;1;1;1;2;2;1;1;7;3;4;4;1;1;2;1;1;1;1;1;1;2;4;3;2;-1;3;3;1;2;2;2;2;2;3;2;2;1;1;1;1;1;1;1;3;3;3;3;3;3;3;4;3;4;4;4;4;4;4;4;3;4;4;4;3;3;3;3;3;3;3;2;2;2;2;2;2;2;2;2;2;6;6;6;6;6;6;6;6;6;1;2;1;1;3;3;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;2;2;2;2;2;2;4;5;5;5;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;2;2;1;1;1;1;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;1;2;2;2;;;;;;;;;;37;3;2;8;1;4;1;1;1;1;16;5;0;3;7;1;73;0;0;0;0;1;6;1;5;1;1;5;4;3
358;1,19;5/16/2015 0:41:01;5/16/2015 0:56:17;15;3;;3;7;2;2;2;4;4;2;2;2;2;2;2;4;3;6;6;3;6;6;6;6;6;6;3;2;6;5;3;6;3;6;3;4;2;3;2;4;4;3;5;5;2;2;2;2;2;2;2;4;4;4;3;3;3;4;2;2;4;4;4;4;4;4;4;4;3;3;3;3;3;3;2;3;3;3;3;2;2;2;1;2;2;3;3;3;2;1;1;3;3;3;1;1;1;2;1;2;2;3;3;2;3;3;3;2;2;3;3;2;3;2;3;3;3;2;2;3;3;3;3;3;5;5;5;5;5;5;4;2;2;2;2;2;4;3;4;4;3;3;3;2;2;4;3;2;3;4;4;4;4;3;4;3;3;3;3;3;3;3;3;2;2;3;2;3;2;3;4;3;4;2;2;2;3;3;2;2;3;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;2;3;3;3;3;4;3;2;2;4;3;3;26;2;1;12;4;4;2;1;1;1;12;1;1;3;7;1;74;0;0;0;0;1;1;1;5;4;2;1;4;3
359;0,5437;5/16/2015 0:41:29;5/16/2015 1:17:46;36;1;;4;8;-1;2;4;2;3;1;3;2;2;1;2;7;6;4;6;6;5;6;6;6;6;3;4;6;6;1;1;1;1;1;1;4;3;2;2;2;2;2;3;3;2;3;2;2;1;3;3;4;4;4;2;4;3;4;3;3;4;4;4;4;4;4;4;4;4;4;3;3;3;3;3;4;4;4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;9;1;8;8;2;3;-1;1;9;2;2;1;2;4;1;1;1;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;4;4;3;4;2;4;4;1;2;2;1;2;-1;4;4;4;4;4;4;3;3;3;4;3;3;4;4;4;3;4;4;4;3;4;4;3;2;3;3;4;3;2;2;1;2;2;2;2;2;2;5;2;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;-1;2;-1;-1;-1;3;3;3;3;3;3;3;3;3;61;5;4;13;4;1;2;0;2;1;7;1;0;2;3;3;34;0;0;0;0;2;2;1;5;4;2;1;1;1
360;0,8297;5/16/2015 0:41:40;5/16/2015 1:12:26;30;9;christian;4;8;2;2;2;3;3;1;2;2;2;2;2;7;5;2;6;2;1;6;6;3;1;6;6;2;6;1;1;1;2;1;1;2;2;2;2;2;2;2;3;3;1;1;1;1;1;1;1;4;4;4;3;4;4;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;3;2;2;2;2;2;2;2;3;3;3;3;3;6;3;3;3;1;3;2;2;2;1;2;1;1;1;4;3;3;4;4;4;3;4;3;3;3;3;3;3;3;3;3;3;3;4;4;4;4;4;4;4;2;2;2;2;2;2;3;5;3;3;3;3;3;3;3;4;3;3;3;4;3;3;4;3;4;4;3;3;3;3;4;3;3;3;2;2;2;1;2;3;3;3;1;1;1;3;3;3;3;3;3;3;3;3;3;2;2;2;2;3;3;3;3;2;2;2;2;2;2;2;2;3;2;2;2;3;3;3;4;4;4;4;2;2;2;2;77;7;4;9;2;1;2;1;2;1;13;1;1;3;6;1;64;0;0;0;0;2;5;1;5;2;2;1;1;4
361;1,6572;5/16/2015 0:42:10;5/16/2015 1:03:03;20;10;;3;1;5;4;4;2;2;1;1;2;2;1;2;5;1;6;4;5;6;6;6;5;6;5;6;6;6;1;1;1;2;1;1;2;1;2;2;2;2;2;3;3;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;3;3;3;3;3;3;3;3;3;2;1;1;3;3;3;1;1;1;2;2;2;2;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;5;5;5;5;5;5;5;2;2;2;3;3;3;4;4;4;4;4;3;4;2;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;2;1;1;2;1;1;1;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;2;3;3;3;3;3;3;3;3;3;3;3;3;57;5;3;5;1;4;1;1;2;1;11;1;1;3;6;2;61;0;0;0;0;2;2;1;1;1;1;1;4;5
362;0,6037;5/16/2015 0:43:40;5/16/2015 1:07:45;24;1;;2;6;3;5;5;2;2;1;1;2;2;1;2;7;6;3;5;4;4;5;5;4;3;6;4;6;4;1;1;5;1;1;1;1;4;2;2;2;2;1;4;4;2;2;1;2;2;2;3;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;3;2;1;2;3;3;2;3;3;5;1;5;5;5;4;1;1;4;2;2;2;2;4;3;3;4;3;3;4;4;4;4;3;4;4;4;4;4;3;3;4;4;3;3;4;4;4;3;4;4;4;4;3;3;1;4;4;4;3;2;2;2;4;4;4;2;4;4;3;4;4;4;1;2;4;4;4;4;4;4;2;4;4;3;1;4;2;2;3;1;1;1;2;3;2;1;1;4;4;4;4;4;1;4;3;3;3;4;4;3;4;4;4;3;4;4;3;4;3;4;3;2;2;3;2;2;2;3;2;3;4;4;4;4;4;2;2;4;65;6;4;12;4;1;1;1;3;1;17;1;1;1;1;1;12;0;0;0;0;3;1;1;4;4;1;1;1;1
363;0,9367;5/16/2015 0:47:29;5/16/2015 2:04:56;77;2;;4;7;2;1;2;4;4;1;2;2;2;2;2;5;5;4;6;6;1;6;6;6;6;1;1;3;6;1;1;4;7;7;6;4;1;5;2;1;2;2;3;3;1;1;1;2;1;3;2;4;4;4;2;4;2;3;4;3;3;3;4;4;3;4;3;4;4;4;4;4;4;4;3;4;4;4;4;2;1;2;3;4;3;2;4;4;5;1;1;5;1;5;1;4;1;1;1;1;2;3;1;1;1;4;3;4;4;4;4;3;4;4;4;4;4;3;3;4;4;3;3;4;5;5;3;4;2;4;3;2;3;1;4;4;4;4;6;5;3;3;4;4;2;4;2;3;1;3;4;3;3;1;4;4;4;4;4;2;4;4;2;3;4;1;2;1;2;2;2;2;3;1;2;1;4;3;3;3;4;2;3;3;4;2;2;2;4;4;4;3;2;2;2;2;1;2;3;2;3;1;3;1;1;1;3;2;;;;;;;;;;54;4;3;10;3;1;2;1;3;1;19;1;1;3;7;1;72;0;0;0;0;3;2;1;5;3;2;1;1;2
364;0,836;5/16/2015 0:47:48;5/16/2015 1:11:21;23;2;;3;7;2;3;3;3;3;2;2;2;2;1;2;6;4;2;6;3;6;5;5;5;3;6;6;2;6;4;1;4;1;4;1;3;8;2;2;1;1;1;4;4;2;2;2;2;2;3;3;4;4;4;4;4;4;4;4;3;3;4;4;4;3;4;3;4;3;3;4;3;4;4;3;3;3;3;3;2;1;1;3;3;3;2;4;4;3;3;6;3;6;3;2;5;9;2;1;1;1;2;3;1;2;3;3;3;4;4;4;3;4;3;4;4;3;3;3;3;4;2;2;3;3;3;2;3;3;5;2;3;3;2;3;3;3;4;4;2;3;3;4;3;3;3;4;3;3;3;4;4;4;4;4;4;4;4;4;3;3;4;3;4;3;1;1;3;1;1;2;2;2;1;1;1;3;3;4;3;3;2;3;3;3;2;2;2;3;3;2;1;3;2;2;2;2;2;2;2;2;2;2;2;2;2;3;2;3;4;3;4;4;3;4;4;4;67;6;4;9;2;1;2;1;2;1;16;1;1;1;2;1;22;0;0;0;0;2;5;1;5;2;2;1;1;2
365;1,028;5/16/2015 0:47:55;5/16/2015 2:08:50;80;3;;3;2;5;2;2;3;3;1;1;2;2;1;1;7;5;1;3;1;2;3;3;5;1;5;1;6;6;2;1;4;3;1;1;2;3;5;5;5;5;2;4;3;2;3;1;2;2;2;2;3;4;4;4;4;3;3;3;2;4;3;3;4;4;3;4;4;4;4;4;3;4;4;3;1;1;2;3;2;2;2;2;3;3;2;3;3;1;1;1;3;1;3;1;1;1;-1;-1;-1;-1;3;3;1;3;3;4;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;6;6;3;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;78;7;4;9;2;3;1;1;2;1;16;1;1;4;8;1;88;0;0;0;0;2;5;1;2;2;1;1;3;3
366;1,2588;5/16/2015 0:49:25;5/16/2015 11:55:54;666;10;;1;1;5;6;5;2;3;1;2;2;2;3;3;6;2;6;6;6;6;6;6;6;5;6;6;5;6;2;2;3;2;5;3;1;8;2;2;2;5;1;4;5;2;2;2;2;2;2;2;4;4;4;4;4;4;4;4;4;3;4;4;4;3;4;3;3;2;4;4;3;4;3;4;3;3;3;3;3;2;2;2;3;3;3;4;4;1;1;1;7;3;7;1;4;1;2;2;2;2;4;4;4;2;3;3;4;4;4;4;2;4;4;4;4;4;4;3;4;4;3;3;4;5;5;5;5;5;5;5;2;3;2;3;3;3;4;4;4;4;4;4;2;3;4;4;4;4;4;4;4;1;4;3;4;4;4;4;3;3;3;4;3;3;3;2;2;2;2;2;2;3;5;5;2;4;4;4;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4;3;4;4;4;4;4;4;3;2;2;2;3;3;3;2;3;4;4;3;3;3;3;3;30;2;2;9;2;1;2;0;2;1;18;6;1;1;2;1;21;0;0;0;0;2;1;1;1;2;2;6;1;5
367;1,1505;5/16/2015 0:49:35;5/19/2015 23:22:57;5673;1;;4;8;1;4;1;4;2;2;2;2;2;2;2;7;5;4;6;1;1;1;6;5;1;6;5;5;6;5;2;7;7;1;1;4;4;1;1;1;1;1;3;4;1;1;1;1;1;1;1;3;3;3;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;1;1;1;1;1;1;3;3;3;3;3;1;6;7;1;7;1;1;3;2;1;2;1;3;1;1;1;3;3;2;4;3;4;4;4;4;4;3;3;3;4;3;4;1;1;1;4;4;4;4;4;4;4;3;2;2;4;4;4;6;6;4;5;4;4;1;1;1;4;2;2;2;4;3;3;4;4;4;4;4;3;3;4;4;4;4;4;1;2;2;2;2;3;3;3;5;5;2;4;4;4;3;3;3;2;2;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;;;;;;;;;;77;7;4;7;1;1;2;1;2;1;9;1;1;3;6;1;62;0;0;0;0;2;5;1;5;1;2;1;1;1
368;1,0584;5/16/2015 0:50:54;5/16/2015 1:06:41;15;3;;4;7;2;2;2;3;4;2;2;2;2;1;2;7;6;4;5;6;6;6;6;6;6;4;4;3;4;1;1;1;1;4;1;4;1;2;2;2;2;3;4;2;2;2;2;2;2;2;2;4;4;3;4;4;3;4;4;4;3;4;4;3;3;4;4;4;4;3;4;3;4;3;3;4;4;4;3;3;2;2;2;3;2;2;3;3;4;1;1;6;3;3;2;1;3;1;2;2;2;3;2;2;1;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;1;3;1;3;3;3;4;4;3;1;4;3;2;2;4;4;3;3;3;4;3;3;3;3;4;4;3;3;3;3;4;4;4;4;1;1;1;1;1;3;3;3;3;3;1;3;3;3;3;3;3;2;2;3;4;3;3;4;4;4;4;3;4;3;3;3;3;4;3;3;3;3;3;2;2;3;2;3;3;3;4;4;2;2;2;3;23;1;1;9;2;1;2;0;2;1;11;1;0;2;3;2;33;0;0;0;0;2;1;1;5;2;2;1;1;3
