RESPID;DEVICETYPE;Q1;Q2;Q3;Q4;Q5;Q6;Q9A;Q9B;Q9C;Q9D;Q9E;Q9F;Q9G;Q9H;Q9I;Q9J;Q9K;Q10A;Q10B;Q10C;Q10D;Q11A;Q11B;Q11C;Q11D;Q11E;Q11F;Q13A;Q13B;Q13C;Q13D;Q13E;Q13F;Q13G;Q14A;Q14B;Q14C;Q14D;Q14E;Q15A;Q15B;Q15C;Q15D;Q15E;Q15F;Q15G;Q15H;Q15I;Q15J;Q15K;Q15AA;Q15AB;Q15AC;Q15AD;Q15AE;Q15AF;Q15AG;Q15AH;Q15AI;Q15AJ;Q15AK;Q15AL;Q15AM;Q15AN;Q16A;Q16B;Q16C;Q16D;Q16E;Q16F;Q16G;Q16H;Q16I;Q16J;Q16K;Q16L;Q16M;Q16N;Q16O;Q16P;Q17A;Q17B;Q17C;Q17D;Q17E;Q17F;Q17G;Q17H;Q17I;Q17J;Q17K;Q17L;Q17M;Q17N;Q17O;Q17P;Q17Q;Q17R;Q18A;Q18B;Q18C;Q18D;Q18E;Q18F;Q18G;Q18H;Q19A;Q19B;Q19C;Q20A;Q20B;Q20C;Q20D;Q20E;Q22A;Q22B;Q22C;Q22D;Q22E;Q22F;Q23A;Q23B;Q23C;Q23D;Q23E;Q23H;Q23I;Q23J;Q24;Q25;Q26A;Q26B;Q26C;Q26D;Q26E;Q28A;Q28B;Q28C;Q28D;Q29;Q30;Q31;Q32;Q27A;Q27B;Q27C;Q27D;Q33A;Q33B;Q33C;Q33D;Q33G;Q21;INT5;Z8;Z8A;EDUCATION;EDUC;Z4;Z5;EMPLOY;Z9;Z9A;Z9B;NEWINCOME;VOTER;PAGEFINAL;PGENDER;PRACE;PREGION;PMSTATUS;PADULTS;PPARENT;PAGE1;PAGE2;PRELIGION;LENGTH;WEIGHT1_TRIM;I_GENDER;I_AGE;I_MARITAL;I_REGION;I_RELIGION
1910;1;1;1;4;6;6;2;6;6;1;5;6;4;6;4;6;6;3;3;2;3;2;3;4;3;2;3;2;4;4;4;4;4;3;3;4;4;3;2;3;3;4;3;3;4;4;4;4;4;4;3;4;4;4;3;3;4;4;3;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;4;4;4;2;4;3;4;4;2;3;4;3;4;2;2;4;2;3;4;2;2;1;2;3;2;2;2;2;2;3;3;2;2;2;3;4;3;2;2;2;2;2;2;1;1;1;2;3;2;2;2;1;1;4;4;4;2;1;6;;6;4;1;;1;8;;2;13;1;1;2;1;4;2;2;2;24;;990;6,183333333;1,1452;2;;2;4;5
1911;1;3;2;3;2;2;1;2;5;2;3;2;3;3;2;5;4;3;1;1;2;2;2;2;1;2;2;2;1;5;3;5;3;2;2;1;1;1;1;1;2;3;1;1;2;2;2;3;1;2;1;1;1;2;1;1;4;3;1;2;1;1;1;1;1;4;4;3;1;3;4;3;1;3;4;3;1;3;3;2;1;2;2;3;3;1;1;1;3;1;3;2;2;1;2;2;3;2;1;5;5;2;5;3;5;5;1;1;1;1;3;2;2;3;4;2;3;4;3;3;3;1;2;2;2;2;2;2;3;1;2;2;2;2;2;3;3;3;3;3;2;1;3;1;1;1;3;2;3;4;2;3;2;2;4;5;;5;3;3;5;7;4;;;4;1;3;2;1;3;3;2;1;64;;997;21,2;3,0878;2;;3;3;4
1912;4;3;2;2;4;6;2;5;6;1;6;1;6;4;1;4;6;1;1;1;1;1;3;1;1;3;3;1;1;1;1;1;1;1;1;1;1;1;2;2;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;4;4;1;3;1;1;1;1;1;4;3;2;3;1;1;1;3;2;4;1;4;1;1;2;4;1;1;1;1;1;1;1;1;2;1;1;1;4;1;3;4;2;4;4;4;4;4;4;4;5;5;4;2;4;1;1;1;1;2;4;1;2;1;1;4;2;3;1;4;2;3;1;1;1;1;4;1;2;2;2;2;2;2;2;2;2;3;2;1;1;4;2;1;1;1;3;1;2;1;4;2;4;3;1;;1;9;;;17;1;2;2;5;4;3;2;1;32;;990;17,85;0,4437;2;;3;4;5
1913;6;2;2;5;2;1;1;4;6;1;4;1;6;4;2;6;1;2;4;4;4;4;4;3;3;4;4;4;4;5;4;4;4;4;4;4;3;3;3;3;4;4;4;4;4;3;4;4;4;4;4;2;2;3;2;3;4;2;4;1;3;4;3;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;4;2;2;3;3;4;4;4;4;4;3;4;1;4;1;2;4;2;2;4;4;1;3;4;3;4;2;2;2;3;2;3;4;2;2;2;2;4;2;3;4;4;3;3;3;3;1;1;1;1;4;2;4;2;4;4;2;3;1;1;1;4;2;4;3;1;;1;7;;;7;1;4;1;1;3;3;2;2;65;;997;12,41666667;0,4657;1;;3;3;4
1914;2;2;2;5;2;4;4;2;6;1;2;5;4;3;1;3;6;5;2;1;3;1;2;1;1;1;2;1;1;5;1;1;2;4;4;1;3;1;1;1;1;1;1;1;1;1;1;3;3;1;2;1;1;1;1;1;3;3;1;1;1;1;1;1;1;4;4;3;4;4;3;4;3;4;4;4;2;3;4;3;2;2;3;3;3;1;4;3;1;2;1;2;3;2;2;1;1;1;1;2;3;3;3;3;3;5;5;1;1;1;3;1;1;2;3;2;3;3;3;2;3;1;2;1;3;2;2;2;2;1;2;2;3;2;2;2;1;2;2;3;2;2;2;2;3;2;3;3;2;3;2;3;1;2;1;4;2;4;3;2;;2;9;;;17;2;3;2;1;1;2;3;2;52;;2;19,6;2,9868;2;;2;1;2
1915;2;3;4;2;2;2;1;1;1;1;2;5;5;5;1;6;5;2;2;2;2;2;3;3;3;3;3;3;3;3;3;3;2;4;4;3;3;2;3;3;4;4;4;4;4;4;4;3;4;4;4;3;3;2;1;1;2;1;2;1;2;1;2;2;2;4;4;3;4;4;3;4;4;4;4;4;4;3;4;4;3;3;4;3;4;3;4;3;4;1;2;3;3;3;4;3;4;4;1;1;3;1;3;2;2;4;1;3;2;3;4;1;1;3;4;1;4;4;4;4;1;2;3;3;2;3;3;3;3;2;2;3;1;2;4;4;3;3;3;3;2;2;2;1;3;1;3;3;3;4;2;3;1;2;1;4;2;4;3;1;;1;8;;1;12;1;2;2;1;3;3;2;1;40;;1;7,616666667;0,8848;2;;3;3;1
1916;4;4;8;1;4;5;2;5;6;3;3;3;4;4;3;4;3;1;3;3;3;3;3;2;2;3;3;2;2;4;4;4;3;3;3;3;3;2;1;1;3;3;3;3;3;2;2;3;2;3;3;2;2;3;2;2;4;4;3;2;2;3;2;2;2;4;4;3;1;2;1;2;1;4;4;4;4;4;3;3;4;2;3;2;3;2;2;3;3;1;2;3;2;2;2;2;2;2;2;5;2;4;2;4;4;5;5;2;2;2;1;3;3;2;3;4;2;2;1;1;4;2;2;2;3;3;4;3;3;2;2;2;1;2;2;2;2;3;2;2;2;2;3;2;3;3;2;3;1;2;2;4;1;2;1;3;;3;2;3;2;4;6;;;6;1;2;2;2;4;3;2;1;38;;997;18,46666667;0,3848;2;;3;4;4
1917;4;3;5;3;4;4;4;3;6;1;2;3;6;6;1;3;6;1;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;3;3;3;3;3;3;3;3;3;3;2;3;2;2;3;2;2;2;2;2;2;2;2;2;3;2;2;2;2;2;2;3;3;3;3;3;2;2;2;2;2;2;2;2;3;2;3;3;3;2;3;3;2;2;2;4;2;4;3;1;;1;6;;;6;1;3;2;1;3;2;2;2;60;;8;8,833333333;0,3493;2;;2;3;1
1918;4;3;4;2;4;4;4;2;3;1;1;1;3;1;2;5;1;1;2;1;3;1;3;2;1;2;1;2;1;5;1;1;4;3;3;1;4;1;1;1;1;1;1;1;4;1;1;4;1;1;3;1;1;1;4;1;4;4;2;1;2;3;1;1;1;4;1;1;1;4;1;4;1;4;1;1;4;3;3;4;1;2;4;3;2;3;1;1;4;1;1;1;3;1;1;1;1;1;3;5;4;4;4;4;4;5;5;1;1;1;2;3;1;1;3;3;3;1;1;1;3;1;2;1;4;1;4;2;1;2;2;4;2;3;1;2;1;1;1;1;2;2;3;2;3;1;1;4;4;2;3;3;1;1;1;4;2;4;3;3;4;6;3;;;3;2;1;1;5;4;2;2;2;22;;990;10,8;2,6334;1;;2;4;5
1919;4;1;1;4;4;5;2;4;5;2;6;6;5;6;5;6;3;3;4;3;4;4;3;3;3;3;3;3;4;5;4;5;4;3;3;4;3;3;2;3;3;4;4;4;4;2;2;4;3;3;3;4;4;3;3;3;4;4;4;4;3;3;4;4;4;4;4;3;3;4;3;3;4;4;4;4;3;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;3;4;4;3;2;2;4;4;4;4;4;4;4;3;3;4;4;4;2;2;3;3;3;3;2;2;2;2;3;2;3;2;3;2;2;3;2;2;2;4;4;3;2;3;2;2;1;2;2;2;3;1;3;2;2;2;1;1;4;4;4;2;1;8;;8;4;1;;1;8;;1;12;1;2;2;3;4;3;3;2;36;;990;17,35;0,5452;2;;3;4;5
1926;1;2;4;3;7;7;2;1;1;1;5;5;3;4;3;6;5;2;2;2;3;3;3;3;2;2;3;1;2;4;4;4;3;3;2;4;4;2;2;4;4;4;3;4;3;4;4;4;2;2;4;3;3;3;3;3;4;4;3;4;2;2;2;3;2;4;4;3;3;3;4;4;4;3;4;3;4;4;4;3;3;3;4;4;4;3;4;4;4;4;4;3;2;4;4;2;2;3;3;4;2;4;1;4;4;1;3;4;3;4;1;2;3;1;3;4;1;1;2;1;3;2;3;1;3;3;4;2;2;2;2;3;4;3;2;3;1;1;1;1;2;2;3;1;3;1;2;3;1;1;4;4;4;1;1;8;;8;4;1;;1;8;;2;13;1;3;1;1;2;3;2;2;64;;2;14,68333333;0,1453;1;;3;2;2
1928;4;2;5;1;4;4;4;6;2;2;6;6;3;6;5;6;4;6;3;1;3;2;1;1;1;3;4;1;2;1;1;1;1;4;4;3;4;2;1;4;1;1;1;2;2;3;1;1;3;1;1;3;1;3;3;3;4;4;2;3;1;3;1;1;1;4;4;4;3;3;3;4;3;3;4;3;2;3;4;3;3;3;4;4;4;1;2;3;4;3;2;3;3;2;3;4;4;4;2;1;1;4;1;4;4;1;1;4;2;4;3;1;2;1;4;2;1;1;1;2;4;2;4;1;2;2;4;3;3;2;2;4;3;1;1;1;1;1;1;1;2;2;3;2;4;4;4;4;1;1;4;4;2;2;1;6;;6;4;1;;1;6;;;6;1;1;2;2;3;1;4;2;27;;2;19,05;1,4262;2;;1;3;2
1931;2;2;4;3;4;4;2;6;5;2;6;6;6;6;1;4;5;1;1;2;1;2;1;1;1;1;1;1;1;1;2;2;3;1;4;1;4;2;3;4;1;1;1;1;1;1;1;1;2;1;1;3;1;3;1;1;4;4;2;3;1;2;1;1;1;4;3;3;3;4;4;3;1;1;3;1;3;2;1;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;5;2;4;1;4;4;3;4;3;3;4;2;3;4;2;2;3;1;1;1;1;3;2;2;3;3;1;3;2;2;2;2;3;2;3;2;2;2;2;2;2;2;1;3;2;3;2;2;3;1;1;3;4;2;2;1;4;2;4;3;2;;2;9;;;17;1;1;2;2;3;1;3;2;21;;20;9,566666667;1,3215;2;;1;3;4
1932;1;2;2;2;3;3;4;5;4;5;6;6;6;6;5;6;6;3;2;1;2;2;3;2;2;2;2;2;3;4;4;4;2;4;4;2;3;2;2;2;3;4;2;3;4;4;4;4;4;3;3;4;4;4;3;2;2;3;3;3;2;2;3;3;2;4;4;3;2;4;3;4;3;4;3;4;1;3;4;3;1;3;3;2;3;3;4;2;3;4;3;3;3;2;2;3;2;3;3;5;4;4;5;4;4;4;4;2;3;3;2;3;2;3;3;3;2;2;2;3;3;4;3;3;3;2;3;3;3;2;2;4;4;4;2;2;3;2;3;2;2;2;3;1;4;2;3;4;2;2;3;2;3;2;1;7;;7;4;2;;2;4;;;4;2;1;2;1;2;1;4;2;20;;2;22,05;1,913;2;;1;2;2
1933;2;1;1;4;4;5;2;6;6;1;6;6;6;6;6;6;3;1;1;1;3;2;1;3;3;4;3;2;1;5;3;1;3;3;2;3;3;3;3;3;3;4;4;4;4;3;3;4;2;4;3;3;1;2;1;2;4;4;1;4;1;1;2;3;1;3;2;1;1;2;1;3;4;3;3;4;2;1;1;3;2;3;1;3;1;3;1;3;2;2;1;3;3;1;3;3;2;3;2;2;1;4;1;4;2;2;3;4;2;4;2;2;2;2;3;4;1;1;2;2;4;3;2;2;3;3;4;4;3;2;2;3;4;2;2;3;2;2;2;2;2;2;3;1;4;1;2;4;1;2;3;3;3;2;1;4;2;4;3;1;;1;8;;1;12;1;2;2;2;4;2;2;1;99;2;990;15,71666667;0,2774;2;2;2;4;5
1935;4;4;9;1;5;7;2;6;6;2;5;5;5;6;1;5;6;6;4;4;3;4;1;1;3;2;2;1;1;5;2;2;2;4;3;3;3;3;3;2;4;3;4;3;4;3;3;4;3;3;4;3;3;2;3;3;4;4;4;4;3;2;2;2;2;4;4;4;3;3;2;4;3;4;4;3;3;4;4;4;3;3;3;4;4;3;2;4;4;2;3;3;3;4;4;2;3;4;4;3;3;4;3;4;4;4;4;4;4;4;1;3;2;2;3;4;2;2;1;2;4;2;3;2;2;2;3;3;2;2;1;2;1;3;2;4;2;2;2;2;2;2;3;2;3;2;4;3;1;1;4;4;4;2;1;7;;7;4;1;;1;6;;;6;1;3;2;2;3;1;2;2;53;;15;19,25;1,2247;2;;1;3;1
1936;4;1;1;5;4;3;4;6;5;6;6;5;6;5;3;5;6;6;4;3;1;3;1;1;2;1;2;4;4;5;4;5;4;4;4;4;4;3;1;2;1;4;4;1;2;1;2;1;1;1;2;1;1;1;1;2;4;1;2;1;1;2;2;1;1;3;3;4;4;3;3;2;2;4;4;3;1;4;1;3;4;2;1;3;3;3;1;2;2;4;2;3;4;2;1;3;1;4;1;4;1;3;5;4;4;2;1;3;2;3;4;3;3;4;4;1;3;4;4;3;1;1;2;2;3;2;4;3;3;2;2;3;4;4;2;2;2;3;2;3;2;2;2;2;4;4;4;3;4;2;3;3;2;1;1;3;;3;2;3;4;6;5;;;5;1;1;1;5;4;1;5;2;19;;990;33,76666667;3,045;1;;1;4;5
1943;1;3;7;5;6;7;2;2;2;2;6;6;5;6;6;4;2;1;1;1;1;1;2;1;2;2;1;1;4;4;4;4;4;2;2;3;4;2;1;1;4;4;4;4;4;2;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;4;1;2;3;4;4;1;4;2;4;4;1;4;1;3;4;2;2;1;4;1;4;4;2;4;2;4;4;4;4;5;1;4;5;4;4;4;1;3;1;4;1;2;4;1;3;4;1;1;1;2;4;1;2;1;3;1;4;1;2;2;2;4;4;3;2;3;1;1;1;1;2;1;3;1;3;1;2;2;1;1;4;4;3;2;1;4;2;4;3;2;;2;8;;1;12;1;999;1;6;4;1;4;2;99;999;997;28,46666667;0,7923;1;;1;4;4
1944;1;1;1;4;4;4;4;6;6;5;6;6;6;6;6;6;6;3;2;1;2;1;1;1;1;1;1;1;1;1;1;2;1;1;1;3;3;2;2;2;3;3;3;3;3;3;3;4;1;1;3;3;3;1;2;1;4;3;3;3;3;3;2;2;2;4;2;3;3;4;3;3;4;4;4;4;3;3;4;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;3;5;3;3;5;4;4;5;5;2;1;4;2;2;2;2;2;2;1;1;1;2;4;1;2;2;2;2;4;1;1;2;2;3;4;2;1;3;2;2;2;2;2;2;2;2;3;3;3;3;2;2;3;3;2;1;1;3;;3;2;1;;1;5;;;5;2;1;1;1;2;4;2;1;28;;990;11,26666667;2,3495;1;;4;2;5
1945;2;3;4;2;3;5;2;4;6;4;6;6;5;6;3;4;6;2;2;1;2;1;3;2;3;3;3;2;2;3;2;2;3;3;3;2;3;4;1;2;3;3;3;3;4;2;2;4;2;2;3;3;2;2;2;2;3;4;3;3;3;3;3;2;3;2;3;4;3;3;4;4;2;1;4;2;2;3;4;3;3;2;2;2;3;2;3;4;4;3;3;2;2;3;2;2;2;3;3;4;4;3;5;4;4;3;3;3;3;3;3;3;3;3;4;2;3;3;3;3;3;2;3;2;3;3;3;3;3;2;2;4;3;3;3;3;2;2;3;2;2;2;2;2;3;2;3;2;3;2;3;3;3;1;1;4;1;3;3;3;3;5;1;;;1;1;1;1;5;4;1;5;2;19;;2;7,766666667;1,0526;1;;1;4;2
1946;4;1;2;4;3;3;1;4;5;2;6;6;6;6;2;4;5;1;3;3;3;3;4;3;3;4;4;4;2;5;2;3;1;4;4;4;4;2;3;3;3;3;3;3;3;3;4;3;3;4;3;2;3;2;3;1;4;4;3;3;2;2;1;3;1;4;3;3;4;4;2;3;3;3;3;3;3;3;4;3;1;3;4;3;4;3;4;3;4;4;3;3;3;3;3;2;2;4;3;4;4;4;5;4;4;4;4;4;3;2;2;3;2;2;3;3;3;3;3;3;3;2;2;2;2;3;3;3;3;2;2;3;3;2;3;2;2;2;2;2;2;1;3;1;3;2;2;3;3;2;2;2;2;2;1;8;;8;4;1;;1;7;;;7;1;2;2;1;1;3;2;2;36;;990;11,58333333;0,5493;2;;3;1;5
1947;1;3;7;2;2;1;1;4;4;2;6;1;6;6;6;6;5;1;2;2;2;2;4;3;4;4;3;4;3;5;4;5;2;3;3;4;4;2;1;1;3;4;4;4;4;1;2;4;3;4;3;1;3;2;3;3;2;1;3;1;2;2;2;2;2;3;2;3;3;4;2;3;4;4;4;3;3;4;4;4;4;2;4;3;4;2;4;4;4;2;3;2;2;2;4;2;2;3;2;1;4;1;4;1;2;3;1;2;1;1;4;1;1;4;4;1;4;4;4;4;1;2;2;2;2;3;2;3;4;2;2;3;3;2;4;4;3;4;3;3;1;2;1;1;2;2;2;3;4;4;2;2;2;1;2;8;;8;4;3;1;3;8;;1;12;1;999;1;999;4;3;2;2;99;999;2;13,73333333;0,4314;1;;3;4;2
1950;4;3;8;2;6;6;2;5;2;2;5;6;6;4;3;6;3;3;3;1;1;1;4;3;4;4;4;4;3;4;4;4;1;4;4;4;4;2;3;4;1;4;4;4;4;3;1;4;3;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;1;4;1;4;3;4;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;2;3;4;3;2;1;1;4;1;2;3;2;1;3;2;3;2;2;4;4;3;2;1;2;2;2;3;1;2;3;1;4;2;4;4;1;1;4;4;4;2;1;6;;6;4;1;;1;7;;;7;1;3;2;2;4;1;1;2;50;;990;26,58333333;0,1966;2;;1;4;5
1953;4;3;6;3;4;3;4;2;2;2;1;3;3;2;2;6;6;4;1;1;2;2;1;1;1;1;2;1;2;5;1;1;2;3;2;1;3;1;1;1;1;3;1;1;1;1;2;2;1;2;1;1;2;1;2;1;4;3;2;2;1;1;1;1;1;4;3;2;3;4;3;3;1;3;3;2;4;2;4;3;2;2;3;2;3;2;1;1;1;1;1;1;3;3;2;2;2;3;1;3;2;3;4;4;4;2;2;1;1;1;3;2;1;2;3;3;2;2;2;2;3;1;3;3;2;2;3;2;1;2;2;3;2;2;2;2;2;2;2;2;1;1;1;1;2;3;2;1;1;1;4;4;3;2;1;3;;3;2;1;;1;6;;;6;2;2;2;1;4;6;1;1;35;;997;18,5;0,7124;2;;4;4;4
1961;2;1;1;4;4;4;2;6;6;4;6;6;6;6;6;6;4;1;3;3;3;3;2;2;2;2;2;1;4;5;4;5;3;4;3;4;4;2;2;2;4;3;3;3;4;4;4;4;2;1;3;2;3;3;2;2;4;4;3;4;4;3;3;3;1;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;4;4;4;4;4;3;4;4;4;4;3;3;3;4;4;2;3;4;4;4;3;4;3;4;4;2;4;3;3;4;1;4;4;3;4;3;2;2;2;2;3;1;3;2;2;2;4;3;2;2;2;4;4;3;2;3;1;1;1;1;1;2;3;2;3;2;3;3;1;1;4;4;4;1;1;8;;8;4;3;1;3;6;;;6;1;4;1;1;3;6;1;2;78;;990;24,75;0,4278;1;;4;3;5
1962;1;2;2;4;7;7;2;1;3;1;1;5;5;5;1;5;6;1;1;1;1;1;1;1;1;1;1;1;1;4;1;1;3;3;1;3;4;2;2;3;3;3;3;3;3;3;3;2;1;1;2;2;3;3;2;1;4;4;2;4;3;2;1;3;1;4;4;3;1;4;4;3;3;3;4;1;3;2;4;4;4;3;4;3;3;4;2;4;4;4;2;2;2;3;4;4;4;4;3;4;1;4;1;4;4;1;3;2;1;4;2;3;3;2;2;4;1;1;2;2;4;1;3;1;3;2;2;2;2;1;2;3;4;3;1;3;1;1;1;1;2;2;2;2;2;2;1;3;1;1;4;1;4;1;1;4;1;3;3;1;;1;4;;;4;1;2;1;1;4;1;1;2;47;;990;10,7;0,6271;1;;1;4;5
1965;1;2;3;2;2;2;1;5;1;1;4;3;4;2;3;6;2;2;2;2;2;2;3;3;2;2;4;4;3;4;4;4;3;3;4;3;4;3;1;1;4;4;3;4;3;4;4;4;4;4;4;2;4;2;3;2;4;3;3;2;3;3;2;3;2;4;4;4;4;4;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;3;3;3;3;3;3;3;5;4;4;4;2;3;1;2;4;4;3;4;4;1;4;3;4;4;1;2;4;2;2;2;4;3;3;2;2;4;4;3;3;4;3;3;3;3;1;1;1;1;4;1;2;4;4;3;2;2;2;1;1;8;;8;4;1;;1;8;;4;15;1;3;1;1;2;2;2;2;56;;2;12,96666667;0,212;1;;2;2;2
1967;1;3;7;4;4;6;2;4;1;1;5;5;3;3;5;6;5;2;3;3;3;2;3;3;2;1;2;1;4;4;4;4;3;3;2;3;3;3;3;3;3;3;3;3;3;3;3;3;3;2;3;3;3;3;2;3;4;4;3;4;3;3;3;3;2;4;3;3;4;4;4;3;4;4;4;3;4;2;4;4;4;3;4;3;4;2;3;4;4;3;4;3;3;3;3;3;2;2;4;3;2;3;2;4;4;2;3;3;2;4;3;3;2;3;4;3;2;2;3;2;3;2;2;2;2;2;2;2;2;2;2;4;4;3;3;3;2;2;2;2;1;2;2;1;3;2;3;2;1;1;4;4;3;1;1;6;;6;4;2;;2;8;;3;14;1;3;1;1;1;3;2;1;55;;997;11,6;0,2325;1;;3;1;4
1969;1;1;2;4;6;6;4;5;5;3;6;6;6;6;6;6;6;6;2;2;3;3;2;2;2;2;2;2;2;3;2;3;1;3;3;4;4;3;3;4;4;4;4;4;4;3;3;4;3;2;2;3;2;3;4;3;4;4;3;4;3;3;3;3;3;4;4;3;4;4;3;4;2;3;4;2;3;3;4;3;2;4;3;3;3;3;3;3;3;4;2;4;3;4;3;3;3;3;3;4;1;4;1;4;4;1;4;4;2;4;1;3;3;1;2;4;1;1;2;1;4;2;2;2;3;2;2;2;2;2;2;3;4;3;2;3;1;1;1;1;2;2;2;1;3;1;3;2;1;1;4;4;3;2;1;7;;7;4;1;;1;8;;2;13;2;2;2;1;4;3;2;1;46;;990;13,55;2,2877;2;;3;4;5
1971;4;4;8;1;6;7;2;6;6;1;2;2;5;5;1;5;6;2;4;4;4;4;3;4;3;3;3;3;4;5;5;5;4;4;4;3;3;3;3;3;3;3;3;3;3;3;3;4;3;3;3;3;3;3;4;3;4;4;4;4;3;3;3;3;3;4;4;4;3;4;3;4;3;4;4;4;4;3;4;4;3;4;4;3;4;4;4;3;4;4;3;3;3;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;1;4;2;1;2;4;2;3;2;2;3;2;3;3;2;3;3;2;2;2;2;3;2;3;3;3;2;2;2;2;2;1;3;2;3;3;2;2;1;1;4;4;3;2;1;3;;3;2;3;1;3;5;;;5;1;4;2;2;3;5;2;2;68;;1;35,9;1,22;2;;4;3;1
1972;1;3;8;2;-1;-1;1;6;6;6;6;6;6;6;6;6;6;6;4;3;4;3;3;3;3;3;3;3;3;5;5;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;2;4;4;4;4;4;4;3;3;2;4;3;4;4;4;4;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;4;4;3;5;4;4;5;4;4;5;5;3;1;3;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;-1;2;-1;-1;2;2;3;3;3;2;2;-1;2;-1;-1;-1;-1;-1;-1;-1;2;2;2;1;3;3;3;3;3;3;2;-1;1;1;2;3;;3;2;1;;1;6;;;6;1;3;1;9;3;3;2;2;57;;997;10,7;1,0823;1;;3;3;4
1973;1;1;1;4;2;3;1;1;6;4;5;5;6;6;1;2;6;6;4;4;4;4;4;3;4;4;4;4;3;5;4;5;4;4;4;4;4;3;3;3;4;4;3;4;3;3;4;4;4;4;4;3;3;3;3;3;4;4;4;3;3;3;3;3;3;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;3;4;3;4;4;4;4;4;4;4;4;3;3;1;2;2;2;3;4;2;3;4;3;3;2;2;3;3;2;2;3;3;3;2;2;4;4;3;3;3;2;2;2;2;2;1;3;1;4;4;4;4;3;2;3;4;3;1;2;4;2;4;3;2;;2;3;;;3;1;4;1;1;3;5;1;2;78;;990;21,96666667;0,1453;1;;4;3;5
1974;4;1;1;4;6;6;2;5;5;4;4;6;5;6;1;2;5;2;4;4;4;4;2;2;2;2;3;2;2;5;2;2;4;4;3;4;4;3;4;4;4;4;4;4;4;2;3;4;4;4;4;4;4;4;4;3;4;4;4;4;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;3;4;4;5;3;4;5;4;4;4;4;4;4;4;2;3;2;3;4;4;3;3;2;2;4;2;4;4;3;4;4;4;4;2;2;4;4;4;4;4;2;2;2;2;2;2;2;2;3;3;3;3;1;1;4;1;4;1;3;3;;3;2;1;;1;3;;;3;1;3;1;1;4;5;1;2;57;;990;11,3;0,4664;1;;4;4;5
1976;1;3;2;4;5;6;2;1;2;1;1;6;1;2;1;2;1;1;4;3;3;3;1;1;1;1;2;1;3;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;4;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;4;4;4;4;3;4;4;4;4;1;2;3;4;4;4;2;2;2;2;4;3;4;3;1;2;4;2;2;2;2;3;3;3;3;3;2;2;2;2;1;1;1;1;3;2;2;2;1;1;4;4;4;1;2;5;;5;3;1;;1;5;;;5;1;3;1;1;3;3;2;2;55;;2;11,41666667;0,6234;1;;3;3;2
