ID;QN1;QN2;QN3;QN4;QN5A;QN5B;QN5C;QN5D;QN5E;QN5F;QN5G;QN5H;QN6;QN7A;QN7B;QN7C;QN7D;QN7E;QN8;QN9;QN10;QN11;QN12;QN13A;QN13B;QN13C;QN13D;QN13E;QN14A;QN14B;QN14C;QN14D;QN15A;QN15B;QN15C;QN15D;QN15E;QN16A;QN16B;QN16C;QN16D;QN16E;QN16F;QN17A;QN17B;QN17C;QN17D;QN17E;QN17F;QN17G;QN17H;QN18;QN19;QN20;QN21A;QN21B;QN21C;QN21D;QN21E;QN21F;QN21G;QN22A;QN22B;QN22C;QN22D;QN22E;QN23A;QN23B;QN23C;QN23D;QN23E;QN23F;QN23G;QN23H;QN23I;QN23J;QN23K;QN23L;QN23M;QN23N;QN23O;QN23P;QN23Q;QN23R;QN23S;QN23T;QN23U;QN24A;QN24B;QN24C;QN24D;QN24E;QN24F;QN24G;QN24H;QN24I;QN24J;QN24K;QN24L;QN24M;QN24N;QN24O;QN24P;QN24Q;QN24R;QN24S;QN25A;QN25B;QN25C;QN25D;QN25E;QN25F;QN25G;QN26A;QN26B;QN26C;QN26D;QN26E;QN27A;QN27B;QN27C;QN27D;QN27E;QN27F;QN27G;QN27H;QN27I;QN27J;QN27K;QN27L;QN27M;QN27N;QN27O;QN27P;QN27Q;QN27R;QN28A;QN28B;QN28C;QN28D;QN28E;QN28F;QN28G;QN28H;QN29A;QN29B;QN29C;QN30A;QN30B;QN30C;QN30D;QN30E;QN30F;QN30G;QN30H;QN30I;QN31A;QN31B;QN31C;QN32A;QN32B;QN32C;QN33A;QN33B;QN33C;QN33D;QN34A;QN34B;QN34C;QN34D;QN34E;QN34F;QN34G;QN34H;QN34I;QN34J;QN34K;QN34L;QN34M;QN34N;QN34O;QN35A;QN35B;QN35C;QN35D;INCOME;STATE;METRO;REGION;DIVISION;OWNHOME;MSTATUS;EMPLOY;ADULTS;KIDS1217;KIDS611;KIDSLESS6;PARENT;AGE;AGE2;AGE3;EDUC;RACE;REGVOTE;SEX;RELIGION;DEVICE_TYPE;LENGTH;WEIGHTCV;WEIGHTNOCV;I_RELIGION;I_SEX;I_AGE;I_EDUC;I_RACE;I_MARITAL
465;1;1;4;5;;;;;1;4;4;4;1;4;4;1;4;4;4;4;5;1;2;2;5;3;2;5;1;3;4;2;1;0;30;2;5;2;2;2;2;2;2;2;1;4;4;1;2;2;1;2;1;3;2;3;2;3;2;1;2;4;3;2;3;3;2;4;2;2;2;3;3;4;3;3;3;1;3;3;3;4;4;3;3;3;3;1;1;4;3;3;4;4;3;4;3;1;1;4;1;1;1;4;3;2;4;4;3;3;4;1;1;3;2;4;3;3;4;4;3;4;3;3;4;4;4;3;1;1;4;4;2;2;4;3;2;3;2;3;3;4;3;3;3;2;4;4;2;3;3;3;3;3;3;4;3;4;4;5;3;5;1;2;2;2;4;3;4;4;1;4;1;2;3;3;3;1;1;1;1;2;4;4;4;3;IA;1;2;4;2;3;3;2;0;0;0;2;59;;3;3;1;1;1;90;2;35,416667;0,6813;1,0889;5;1;3;1;1;3
467;4;8;2;1;1;4;4;1;1;1;1;2;2;2;1;3;2;1;1;2;1;1;1;1;1;6;6;6;2;2;4;1;0;0;0;5;25;2;2;3;3;4;3;2;5;3;4;2;4;1;1;1;1;2;2;2;2;3;3;3;3;2;1;1;2;1;2;4;4;4;4;2;3;4;3;2;2;2;3;2;3;2;2;2;2;2;2;3;3;3;3;2;2;3;3;4;3;3;3;4;3;3;3;4;2;2;3;2;1;2;3;2;2;1;3;2;1;2;1;1;1;4;2;4;1;1;1;1;1;1;2;2;2;2;1;1;2;2;2;2;2;2;2;2;3;1;3;2;2;3;2;1;1;1;3;1;4;4;4;2;1;5;2;1;1;2;3;1;1;4;1;1;2;1;1;3;3;1;1;1;1;1;1;1;1;3;CA;4;4;9;1;3;3;2;0;0;0;2;64;;3;3;1;1;2;5;1;22,916667;0,5702;0,4168;1;2;3;1;1;3
468;3;2;2;1;1;2;2;3;1;4;4;3;1;1;2;2;1;1;1;2;1;1;1;1;2;2;2;6;1;1;2;1;3;0;5;0;20;3;3;4;4;3;4;3;5;4;4;4;3;3;4;2;1;1;2;3;3;2;2;2;3;4;4;3;4;4;3;4;3;3;3;3;3;3;3;2;3;3;2;2;4;1;1;2;2;3;3;4;4;4;4;4;4;4;3;4;3;4;4;4;3;4;3;4;4;4;3;3;3;3;3;2;2;2;3;2;2;2;4;3;4;4;2;4;4;4;4;3;3;2;2;3;2;3;4;2;3;3;3;3;2;3;3;3;2;1;1;3;1;1;1;2;1;2;2;1;1;1;1;3;2;3;1;2;2;2;4;2;1;4;1;2;1;1;4;1;3;1;1;1;1;4;1;1;2;8;NY;2;1;2;1;6;2;1;0;0;0;2;75;;4;4;1;1;1;97;2;38,733333;0,2012;0,3108;4;1;4;2;1;2
469;3;2;2;1;2;3;3;2;1;2;3;3;1;3;3;2;2;2;3;4;4;1;2;3;6;3;6;5;2;2;2;2;5;0;0;0;25;3;4;-1;2;3;1;4;4;4;4;3;4;3;2;1;1;1;2;3;2;2;2;3;3;4;4;3;3;3;4;2;3;4;4;4;4;4;3;3;3;4;4;3;3;4;4;3;3;4;4;4;4;4;3;3;4;4;4;4;4;3;4;4;3;3;3;4;4;4;4;3;3;2;3;2;2;3;2;4;3;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;2;3;3;3;2;3;3;3;4;3;4;3;3;3;3;3;3;3;3;3;4;4;3;3;2;1;-1;-1;-1;-1;4;3;-1;4;1;3;3;2;3;4;3;1;2;1;3;4;4;4;4;-1;FL;1;3;5;1;3;3;3;0;0;0;2;69;;4;5;1;1;1;2;1;39,8795;1,6927;1,1858;2;1;4;2;1;3
470;1;2;4;5;;;;;2;4;4;4;3;4;4;1;4;4;4;7;7;1;2;3;5;1;1;2;3;2;3;2;0;0;0;2;28;3;3;2;2;1;2;1;5;3;3;2;4;4;2;2;2;2;1;4;4;2;2;4;4;3;4;3;3;3;2;4;4;4;4;3;3;3;4;3;2;3;4;4;3;4;4;3;3;4;4;4;4;4;4;3;3;4;3;4;4;4;4;4;4;2;3;4;4;3;4;4;4;4;4;1;1;4;1;4;4;4;3;4;4;4;4;4;4;4;3;2;3;3;4;4;3;3;4;3;3;3;4;2;3;4;4;4;4;2;4;4;3;4;4;4;4;4;4;4;4;4;3;3;5;5;1;2;2;1;4;4;4;4;1;4;1;3;4;3;3;1;3;1;2;2;4;4;4;7;WA;1;4;9;1;3;1;2;0;0;0;2;36;;2;6;1;1;1;90;2;17,133333;0,6599;0,8842;5;1;2;3;1;3
471;1;7;4;4;;;;;1;4;4;3;2;4;4;1;4;4;4;6;6;1;2;6;4;1;1;6;2;2;3;1;0;0;1;2;25;1;3;1;1;1;1;2;2;4;3;3;4;2;1;1;1;1;1;1;3;2;1;4;4;4;4;1;3;3;2;1;3;1;4;2;4;4;3;3;3;1;1;1;1;4;4;3;3;3;3;4;4;4;4;4;4;4;3;4;4;4;4;4;2;4;4;4;4;4;4;4;2;3;4;1;1;4;1;4;4;4;4;3;4;4;3;1;3;4;4;3;2;2;4;4;3;1;1;2;2;4;4;2;3;4;3;4;3;1;4;4;4;4;4;3;4;3;4;4;3;3;3;2;2;2;2;2;2;1;4;4;4;4;4;3;3;2;3;3;4;1;2;1;3;4;4;3;4;8;HI;2;4;0;2;2;1;2;0;0;0;2;45;;2;4;1;1;2;90;2;20,418667;0,7624;1,1409;5;2;2;2;1;2
472;1;2;4;5;;;;;1;4;4;3;3;4;4;1;4;4;4;6;7;1;2;1;4;3;2;3;3;3;4;3;3;0;3;0;25;3;3;2;2;3;2;3;5;4;4;3;3;3;1;2;2;1;2;3;3;2;1;4;4;3;3;3;3;3;3;3;4;3;4;2;2;4;3;4;3;3;3;3;3;4;4;4;4;3;3;4;4;4;4;4;3;4;3;4;3;3;4;4;1;4;3;4;4;3;4;4;4;3;3;1;1;4;1;4;4;4;4;4;4;4;3;4;4;4;4;3;3;3;4;4;3;3;3;4;3;4;3;2;4;4;4;3;4;2;4;4;4;4;4;4;4;3;4;4;3;3;4;2;2;2;2;2;2;2;4;4;4;4;2;4;3;3;2;3;3;1;1;2;2;3;4;3;4;9;AZ;2;4;8;1;6;3;1;0;0;0;2;71;;4;8;1;1;2;90;1;37,566667;0,1952;0,2841;5;2;4;4;1;2
473;1;1;4;5;;;;;2;4;4;2;3;4;4;1;3;4;4;7;7;1;2;3;5;6;6;6;3;2;4;1;-1;27;7;5;20;1;1;1;1;2;1;2;5;3;4;2;3;3;3;2;2;1;2;3;2;3;2;3;3;3;3;2;3;2;2;3;3;3;2;2;3;3;2;3;3;1;3;3;1;4;4;3;3;3;3;4;4;4;3;3;2;4;1;4;4;4;2;4;3;3;3;4;4;3;4;3;2;3;3;1;2;3;1;4;4;4;3;4;4;4;3;4;3;4;4;2;3;3;4;4;2;1;2;3;3;2;3;2;3;3;3;3;3;1;4;4;4;4;4;4;4;4;4;4;1;4;1;3;2;2;2;2;2;2;4;4;4;4;1;4;3;3;2;3;3;2;3;1;1;3;4;4;3;2;OR;3;4;9;2;5;3;1;0;0;0;2;77;;4;4;1;1;2;90;2;27,4;1,407;0,9886;5;2;4;2;1;2
474;1;2;4;5;;;;;1;4;3;2;2;4;3;2;2;3;3;2;3;1;1;6;6;6;2;6;2;1;4;1;20;0;30;10;0;2;1;1;2;2;3;1;5;2;4;1;2;2;3;2;1;3;1;3;1;2;3;4;4;2;2;2;1;1;2;4;2;1;2;2;3;4;4;1;2;1;2;1;1;2;1;1;1;1;1;3;4;4;4;3;3;4;1;4;2;2;3;4;2;2;3;4;3;3;3;2;2;3;3;2;2;2;4;1;1;1;2;4;3;4;2;4;4;4;4;1;3;2;3;4;2;4;4;1;1;1;2;2;2;1;3;2;2;1;1;2;2;1;1;2;2;2;1;1;2;4;4;6;2;3;2;2;2;2;4;4;4;4;1;3;1;2;3;3;3;1;1;1;1;2;2;1;4;1;KS;3;2;4;2;6;3;2;1;0;0;2;67;;4;3;1;1;1;90;2;41,8;4,4111;3,9125;5;1;4;1;1;2
475;4;8;2;1;1;2;2;3;1;1;1;2;2;3;2;3;2;2;2;2;2;1;1;2;4;2;3;4;2;1;3;1;0;0;0;5;25;3;3;3;4;2;4;3;3;2;4;2;4;3;3;2;2;2;2;4;2;2;2;3;2;4;4;3;4;3;4;3;4;3;4;4;4;4;2;4;4;3;3;3;3;4;2;3;3;3;3;4;3;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;3;3;3;2;3;1;1;3;3;2;2;1;3;4;3;1;3;4;3;4;4;1;2;2;4;3;3;3;3;3;4;3;3;2;3;4;4;2;3;3;1;3;2;2;3;2;2;3;2;1;2;4;4;2;2;2;2;1;2;2;4;3;1;3;4;3;1;4;1;3;3;1;3;4;4;4;1;2;1;5;TX;2;3;7;1;6;1;1;1;2;0;1;52;;3;7;1;1;2;1;1;13,933333;0,4795;0,6823;1;2;3;4;1;2
476;3;3;2;1;2;2;2;2;2;3;3;3;1;2;2;3;2;2;3;4;4;1;1;3;6;1;6;6;2;2;3;2;0;0;0;0;30;4;4;4;4;4;4;2;5;3;4;2;3;4;4;2;2;3;2;2;3;2;2;4;3;4;4;3;4;4;4;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;2;4;1;1;2;3;3;2;2;3;4;4;4;3;4;4;4;4;4;3;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;3;3;3;1;2;3;2;2;1;3;2;4;4;4;3;4;1;2;1;1;1;4;3;3;3;2;4;2;2;3;4;3;1;3;2;2;4;1;3;2;5;NC;1;3;5;1;3;3;2;0;0;0;2;78;;4;3;1;1;1;2;1;11,516667;1,4605;2,513;2;1;4;1;1;3
477;3;5;4;1;3;3;4;3;1;1;2;4;1;2;2;1;1;2;4;4;3;1;1;5;4;4;3;6;2;1;1;1;5;10;5;10;30;4;4;4;4;4;4;1;1;1;1;1;4;3;1;2;2;1;2;3;2;1;2;4;4;1;4;2;4;4;4;1;2;2;4;4;4;4;3;1;3;1;1;4;1;4;4;1;1;1;2;4;4;2;4;2;3;4;3;3;2;4;3;3;1;4;2;4;4;4;2;1;1;1;1;2;2;4;2;4;2;4;2;2;2;4;2;2;1;4;2;1;4;2;2;3;1;1;2;1;2;1;2;3;1;2;2;3;1;1;1;4;2;3;2;3;3;4;3;4;4;4;4;4;4;4;1;2;2;2;4;3;4;4;1;3;1;3;4;3;3;1;3;1;4;4;1;1;1;9;NJ;4;1;2;2;6;1;2;0;0;0;2;37;;2;3;1;1;1;95;2;28,183333;1,6345;1,1847;5;1;2;1;1;2
478;3;2;3;2;3;3;3;3;2;3;3;3;1;3;3;3;2;2;3;4;3;1;1;5;6;6;1;5;1;1;3;1;0;0;0;5;28;2;2;2;3;3;2;1;4;1;4;3;3;3;3;2;2;2;2;4;2;2;2;4;4;4;3;3;4;4;4;4;3;4;3;4;3;4;4;3;3;3;3;3;3;4;4;3;3;3;3;4;3;3;4;2;1;4;3;3;4;4;4;3;1;3;2;4;4;3;3;3;3;3;3;1;1;2;2;3;2;3;3;3;3;4;1;4;3;4;3;2;3;3;3;3;3;3;4;3;2;3;3;2;3;2;3;3;4;2;3;3;2;3;2;3;3;3;3;2;2;4;3;1;3;3;2;1;2;1;4;3;4;4;1;4;1;1;1;2;2;1;3;1;1;2;3;1;3;8;MA;2;1;1;1;2;1;2;0;0;0;2;56;;3;5;1;1;2;2;2;27,781333;0,3371;0,5104;2;2;3;2;1;2
479;3;1;4;3;;;;;2;4;4;4;1;4;3;1;1;1;4;4;1;1;3;2;2;2;6;6;3;3;4;4;1;0;7;0;25;1;1;1;1;2;1;3;3;4;3;3;3;3;4;2;2;2;2;2;3;2;3;4;3;1;3;1;3;1;3;1;2;2;2;4;4;4;2;4;3;4;2;2;4;4;3;2;2;3;3;4;3;3;3;4;2;4;3;4;3;3;4;4;3;3;3;4;3;3;4;3;1;3;3;1;1;3;2;3;2;2;3;4;3;4;3;3;4;4;4;2;3;3;3;4;1;1;2;2;4;4;4;2;2;4;4;4;4;1;1;3;4;2;3;4;1;1;3;2;4;2;2;3;2;3;1;1;1;1;4;4;4;4;3;3;2;3;2;4;4;1;2;1;2;4;3;3;4;7;NY;4;1;2;1;3;1;4;0;0;0;2;45;;2;6;1;1;1;96;1;38,633333;0,3189;0,4356;5;1;2;3;1;3
480;1;2;4;5;;;;;2;4;4;4;3;4;4;1;3;4;4;5;4;1;2;5;1;2;1;6;2;2;3;2;0;0;0;0;25;2;2;3;3;3;2;3;5;4;3;3;4;3;1;1;1;1;2;1;2;2;1;4;4;4;4;2;2;1;4;1;3;1;4;3;4;3;2;4;3;3;2;3;2;4;4;3;2;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;4;1;1;4;1;4;4;4;2;3;3;4;3;4;2;3;4;1;2;3;3;4;2;2;4;2;4;4;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;2;2;2;1;4;4;4;4;1;4;4;3;4;4;3;1;1;1;4;4;4;4;4;5;TX;2;3;7;1;1;1;2;0;0;0;2;32;;2;6;1;1;2;95;2;11,933333;0,5796;0,8312;5;2;2;3;1;1
481;3;5;2;2;1;4;3;2;1;3;3;3;2;3;3;1;2;4;3;4;4;1;2;1;5;4;2;4;1;1;3;2;8;-1;3;6;12;1;1;2;2;4;3;3;5;2;4;4;3;3;2;1;2;1;2;3;2;3;3;2;3;1;2;2;3;2;3;3;2;3;4;3;3;4;2;2;2;3;3;2;3;4;3;3;3;2;3;4;4;3;3;3;1;4;2;4;3;3;3;3;3;2;3;4;3;3;4;2;3;3;4;1;2;3;2;3;3;4;3;4;3;4;3;3;3;4;4;3;2;3;4;4;1;2;3;3;2;3;2;2;2;4;3;4;3;2;4;3;2;3;2;3;2;3;3;4;3;3;4;4;2;2;2;2;2;1;4;4;4;3;2;3;3;2;3;3;3;2;3;2;3;4;3;2;3;5;NY;1;1;2;2;5;3;2;0;0;0;2;62;;3;3;1;1;2;2;2;28;3,0141;2,2461;2;2;3;1;1;2
482;2;2;3;2;3;3;3;3;1;2;3;3;1;3;3;1;3;3;4;5;4;1;2;3;2;6;6;1;2;2;2;2;0;0;15;0;15;2;1;1;1;2;1;4;5;5;4;2;4;4;1;2;2;3;2;2;2;1;2;3;4;2;2;2;2;2;4;2;3;2;4;3;3;3;2;2;3;2;2;1;2;4;4;2;1;2;2;4;4;4;4;3;1;4;2;4;4;1;4;4;2;4;2;4;4;2;4;4;3;4;4;1;1;4;1;4;4;4;2;4;4;4;3;4;4;4;2;2;4;4;2;4;2;2;4;2;2;1;3;1;1;4;2;3;3;2;4;4;4;3;2;4;3;4;4;3;4;4;4;3;2;1;2;2;2;2;4;3;4;4;1;4;3;2;2;3;3;1;2;3;1;1;3;1;4;3;FL;1;3;5;1;6;3;1;0;0;0;2;75;;4;4;1;1;2;2;1;34;0,4124;0,6687;2;2;4;2;1;2
483;1;2;5;4;;;;;1;4;3;3;1;3;3;2;3;2;4;2;3;1;2;2;6;6;3;6;2;2;3;2;0;3;0;5;25;3;2;2;4;4;4;1;5;2;4;1;3;3;2;2;2;2;1;4;1;3;1;1;2;4;4;1;1;1;1;3;3;2;2;3;2;2;2;1;3;1;2;1;2;4;3;1;1;3;3;3;4;4;3;3;3;4;4;4;4;4;4;4;4;2;2;4;4;4;4;4;4;4;4;1;1;2;2;2;3;3;4;4;4;4;2;2;4;4;3;4;1;2;3;4;2;2;4;2;4;4;4;2;4;4;2;4;4;1;1;3;2;4;3;2;2;2;3;3;1;4;2;3;2;1;1;2;2;1;4;4;4;4;1;3;2;1;3;3;3;1;3;1;1;4;2;2;2;2;WA;2;4;9;1;5;3;1;0;0;0;2;68;;4;6;1;1;1;90;1;25,233333;0,6979;0,4391;5;1;4;3;1;2
484;4;4;2;1;1;3;1;1;1;1;1;1;2;2;1;1;1;1;1;6;7;1;2;1;3;2;2;2;1;1;1;1;0;0;0;0;30;1;1;1;1;1;1;3;4;4;4;4;3;4;1;2;1;3;1;2;2;1;1;4;4;4;1;1;3;1;1;2;1;1;4;1;2;4;2;1;1;1;1;2;2;4;4;1;1;1;1;1;3;2;2;1;1;3;1;4;1;2;4;1;1;4;2;4;4;2;4;2;2;4;4;4;1;4;4;4;4;4;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;1;3;1;1;1;1;1;1;1;1;1;1;1;1;4;2;4;2;4;4;4;4;4;4;4;4;2;4;4;2;1;2;2;4;3;3;4;1;1;3;3;1;3;4;1;3;1;1;2;1;1;3;8;GA;1;3;5;1;3;3;2;0;0;0;2;64;;3;4;2;1;2;5;1;19,166667;0,4513;0,7352;1;2;3;2;2;3
485;1;1;4;4;;;;;2;4;3;3;2;3;3;2;2;2;3;4;3;1;1;1;2;1;3;5;1;1;2;1;3;0;0;0;25;2;2;3;2;2;2;2;3;4;4;2;2;2;2;1;1;1;2;3;2;3;1;3;3;2;2;2;2;2;4;4;4;4;4;4;3;4;4;4;3;3;3;3;4;4;3;3;3;4;3;4;3;3;3;3;3;3;3;4;3;4;3;4;3;3;3;4;3;3;3;3;2;3;2;2;2;2;3;2;2;2;3;3;3;4;2;3;3;3;3;3;3;2;3;3;2;3;2;3;3;3;3;3;2;3;2;2;2;2;2;3;2;2;2;2;1;2;3;2;2;2;2;2;2;1;2;1;1;2;4;3;3;3;2;3;1;3;2;-1;3;1;1;2;1;3;2;3;2;4;OK;3;3;7;1;3;3;2;0;0;0;2;82;;4;6;1;1;1;90;1;21,2;0,2263;0,3285;5;1;4;3;1;3
486;1;1;4;5;;;;;2;4;4;3;1;4;4;1;3;4;3;6;7;1;2;4;6;1;2;6;3;3;3;2;0;0;0;0;30;3;3;2;2;3;1;4;5;5;4;3;4;3;3;1;1;3;2;3;2;2;2;4;4;3;3;2;1;2;3;4;4;4;4;3;3;4;3;3;3;3;4;4;3;4;4;3;3;3;3;4;4;4;4;4;2;3;4;4;4;4;4;4;4;3;4;4;3;4;4;3;3;3;3;1;1;3;2;3;3;3;4;4;4;4;4;4;4;4;4;4;3;3;4;4;2;3;3;4;4;3;3;2;3;3;4;3;3;4;4;3;3;3;3;3;3;3;3;3;3;3;1;2;2;1;2;2;2;1;4;4;4;4;2;3;3;3;3;3;3;1;1;2;2;3;4;4;4;6;CA;2;4;9;1;1;3;1;0;0;0;2;63;;3;6;1;1;1;2;1;12,8;0,3447;0,2052;2;1;3;3;1;1
487;3;8;2;1;1;3;3;4;1;2;2;3;1;3;3;3;2;2;3;1;1;1;1;4;3;1;6;6;4;4;4;4;0;0;0;1;25;4;4;3;4;4;4;4;5;5;4;3;4;4;3;2;2;3;2;4;2;2;2;4;4;3;3;3;3;3;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;4;3;4;3;4;4;4;4;3;4;4;4;3;4;1;1;3;2;2;2;2;4;4;4;4;4;4;4;4;4;4;4;3;4;4;3;4;4;4;4;4;4;4;3;4;4;4;4;3;2;3;2;2;2;2;2;1;3;1;2;4;3;2;1;1;2;1;2;2;4;1;1;4;3;4;1;1;1;3;3;1;2;1;2;4;3;3;3;8;TN;5;3;6;1;3;4;2;0;0;0;2;59;;3;6;1;1;2;1;1;13,083333;0,1757;0,25;1;2;3;3;1;3
488;2;2;3;2;2;2;4;2;1;2;2;2;1;4;4;1;2;1;4;6;5;4;2;5;6;4;1;5;1;1;1;1;4;10;5;7;20;1;1;1;1;2;1;1;1;1;1;1;3;4;1;2;2;3;2;4;2;3;3;4;4;4;4;3;4;4;2;1;3;3;2;2;3;1;2;1;2;2;2;3;1;4;4;2;1;1;1;4;3;4;4;2;1;4;2;2;4;1;3;2;3;3;4;4;4;1;4;4;4;4;3;1;1;4;2;4;4;4;1;1;1;1;1;1;1;1;2;1;1;1;1;1;2;2;2;1;1;1;3;2;1;1;1;2;2;1;1;4;4;4;4;4;4;4;4;4;4;4;4;1;1;2;2;2;2;2;4;4;4;4;1;3;3;1;2;1;3;1;1;1;2;2;4;1;4;3;MA;3;1;1;1;1;2;2;3;1;0;2;20;;1;4;3;2;2;5;2;15,583333;2,8975;2,2094;1;2;1;2;3;1
489;4;8;1;1;3;3;3;2;1;2;3;3;2;2;1;2;2;2;3;2;2;1;1;5;1;3;2;6;4;3;3;3;0;0;0;0;20;3;4;3;4;3;3;3;4;4;3;3;4;3;3;1;1;3;2;3;2;2;2;4;3;3;3;3;3;3;3;4;3;4;3;4;4;4;3;3;4;3;3;3;3;4;2;3;3;3;3;3;3;4;4;4;2;3;4;4;4;4;4;4;3;3;4;4;4;4;4;3;2;4;3;1;1;3;2;2;3;2;4;4;4;4;3;4;4;4;4;3;4;3;4;4;3;3;4;3;4;4;4;3;4;4;4;4;3;2;3;3;2;3;4;2;2;2;3;1;2;4;2;2;4;4;2;1;2;1;4;1;1;3;1;3;1;1;1;3;4;1;1;1;1;4;1;1;3;8;IL;1;2;3;1;3;1;2;0;1;2;1;40;;2;6;1;1;1;1;2;18,933333;0,39;0,5299;1;1;2;3;1;3
490;2;5;4;4;;;;;1;2;3;2;2;3;2;1;2;3;3;7;7;1;2;2;1;1;3;2;1;1;2;1;20;28;5;28;2;1;1;2;2;2;2;1;5;1;3;1;3;2;1;2;2;3;3;3;2;3;2;3;4;1;3;1;1;1;4;3;3;4;3;4;4;4;3;2;2;1;3;4;1;4;4;2;2;1;2;3;3;3;3;1;1;1;4;4;3;4;2;4;4;2;4;4;3;3;3;3;2;3;3;2;1;2;2;3;4;3;2;4;2;4;1;2;2;2;1;2;3;2;3;4;2;3;3;2;2;1;2;2;1;4;2;2;1;1;1;4;1;4;4;4;4;4;4;4;4;4;4;5;3;2;2;1;2;1;4;4;4;4;4;4;3;1;2;3;3;1;2;2;1;3;4;4;1;3;PA;2;1;2;2;1;3;1;0;0;0;2;68;;4;7;2;1;2;2;1;17,933333;1,0152;0,7164;2;2;4;4;2;1
491;3;8;3;1;3;3;3;2;2;2;2;4;1;4;3;2;2;3;4;6;5;1;2;1;1;2;4;6;2;1;2;1;5;0;10;5;5;3;3;3;3;4;3;2;4;3;4;3;4;3;3;2;2;3;3;3;3;2;2;3;3;3;2;2;2;2;4;4;4;4;3;4;4;4;4;4;4;4;4;4;4;4;4;4;3;3;4;4;3;4;4;3;3;3;2;4;3;4;4;4;3;3;3;4;4;4;4;3;3;3;3;1;2;3;2;4;4;3;4;4;4;4;3;4;4;4;4;3;3;4;4;4;3;4;4;4;1;2;3;2;1;3;3;3;3;4;4;4;4;4;4;4;3;2;4;4;2;2;2;4;4;2;1;2;2;1;4;4;4;4;1;3;4;3;4;4;3;1;3;1;4;4;3;4;3;6;OH;1;2;3;1;1;1;2;0;0;0;2;46;;2;6;1;1;1;2;2;16,5;1,6449;1,0005;2;1;2;3;1;1
492;4;8;2;1;4;3;2;1;1;1;3;2;3;4;2;1;2;2;2;3;4;1;1;6;4;3;1;6;4;4;4;3;15;5;15;25;3;3;3;3;4;4;4;3;5;3;4;2;4;3;4;2;2;3;1;3;2;2;3;4;3;4;4;3;1;1;4;4;4;3;4;4;4;4;4;4;4;3;4;2;4;4;4;4;4;4;4;4;4;4;4;3;4;4;4;4;3;1;4;4;1;3;2;4;4;4;3;3;2;1;2;2;2;4;2;4;1;2;3;4;3;4;2;2;4;4;3;4;3;3;3;4;4;4;4;4;3;2;2;3;2;3;2;2;3;2;3;3;2;4;2;3;2;3;4;2;4;4;4;1;5;1;2;1;2;1;3;1;1;3;4;1;1;1;1;3;3;2;2;1;1;4;4;4;4;2;PA;5;1;2;2;4;1;1;0;0;0;2;28;;1;6;1;1;1;15;1;17,55;0,195;0,2738;1;1;1;3;1;2
493;1;2;4;4;;;;;2;4;4;3;2;4;3;2;3;3;4;5;7;1;2;1;4;1;6;3;3;3;4;3;10;2;10;2;3;2;2;1;3;2;1;3;4;4;4;3;3;3;1;2;2;3;2;3;2;3;1;4;4;3;3;2;3;3;2;3;3;3;3;2;2;2;2;2;2;2;3;2;2;4;4;2;2;2;2;4;4;4;4;2;3;3;3;4;4;4;3;4;4;4;3;4;4;3;3;3;3;3;2;2;2;3;1;3;3;3;3;4;3;3;3;4;4;4;4;3;3;3;3;4;3;1;3;3;2;3;3;1;3;4;2;3;4;2;4;3;3;4;3;4;2;3;4;3;2;1;1;6;2;1;2;2;2;1;4;4;3;4;1;4;2;3;3;3;3;1;2;1;2;4;4;4;4;7;OR;2;4;9;1;3;3;2;0;0;0;2;66;;4;8;1;1;1;90;2;27,933333;0,3381;0,4751;5;1;4;4;1;3
494;3;5;3;2;2;3;3;2;2;2;3;3;2;3;3;2;3;3;2;5;6;1;2;1;6;2;6;2;1;1;1;1;2;0;2;1;20;2;2;2;1;2;2;1;1;2;1;2;2;1;1;2;2;1;1;2;2;2;2;2;2;2;2;1;2;1;2;1;2;2;2;1;1;1;1;2;2;1;1;1;1;4;3;2;2;1;1;4;4;4;4;4;4;4;4;4;3;4;3;4;4;1;4;4;3;3;4;4;4;3;4;1;1;2;2;3;3;3;1;1;1;1;1;1;1;1;1;1;1;1;1;1;2;1;1;1;1;2;1;1;1;1;2;2;2;1;3;4;4;4;4;4;4;3;4;4;3;3;1;3;2;2;1;2;2;1;4;4;4;4;2;2;4;1;1;2;3;1;3;1;3;2;1;1;2;5;CA;2;4;9;1;3;2;5;1;0;0;1;45;;2;4;3;1;2;90;1;13,583333;1,3511;0,983;5;2;2;2;3;3
